algorithm,task,expression
svm,9985,"make_tuple(102, 0.005426259880474539)"
svm,3917,"make_tuple(102, 0.005426143782097765)"
svm,10093,"make_tuple(sub(286, 0.7439051258686705), 0.005496799225118594)"
svm,167125,"make_tuple(102, 0.005426143782097765)"
svm,15,"make_tuple(102, 0.005426259880474539)"
svm,145681,"make_tuple(102, 0.005426259880474539)"
svm,189928,"make_tuple(102, 0.005426259880474539)"
svm,9978,"make_tuple(102, 0.005426259880474539)"
svm,53,"make_tuple(210, 0.004023297610077386)"
svm,22,"make_tuple(210, 0.00402370318803612)"
svm,2073,"make_tuple(210, 0.004023297610077386)"
svm,18,"make_tuple(210, 0.004023297610077386)"
svm,9977,"make_tuple(210, mul(0.5998931553423882, 0.006707344556120265))"
svm,28,"make_tuple(210, mul(0.5998931553423882, 0.006707344556120265))"
svm,6,"make_tuple(210, 0.004023297610077386)"
svm,3549,"make_tuple(210, mul(0.5998931553423882, 0.006707344556120265))"
svm,125922,"make_tuple(210, 0.00402370318803612)"
svm,146195,"make_tuple(210, mul(0.5998931553423882, 0.006707344556120265))"
svm,32,"make_tuple(210, mul(0.5998931553423882, 0.006707344556120265))"
svm,3918,"make_tuple(210, 0.004023297610077386)"
svm,9986,"make_tuple(210, 0.004023297610077386)"
svm,167141,"make_tuple(210, 0.004023297610077386)"
svm,3493,"make_tuple(210, 0.004023297610077386)"
svm,11,"make_tuple(210, mul(0.5998931553423882, 0.006707344556120265))"
svm,9976,"make_tuple(210, mul(0.5998931553423882, 0.006707344556120265))"
svm,168911,"make_tuple(210, mul(0.5998931553423882, 0.006707344556120265))"
svm,3485,"make_tuple(210, mul(0.5998931553423882, 0.006707344556120265))"
svm,146800,"make_tuple(210, 0.00402370318803612)"
svm,3902,"make_tuple(405, 0.004886799547648455)"
svm,125920,"make_tuple(405, 0.004886799547648455)"
svm,12,"make_tuple(add(322, 0.07875742077160208), 0.004888117450774445)"
svm,189924,"make_tuple(add(322, 0.058411920586369015), 0.00488737860746869)"
svm,167211,"make_tuple(add(322, 0.058411920586369015), 0.00488737860746869)"
svm,168910,"make_tuple(405, 0.004886799547648455)"
svm,14954,"make_tuple(add(322, 0.07875742077160208), 0.004888117450774445)"
svm,167140,"make_tuple(add(322, 0.07875742077160208), 0.004888117450774445)"
svm,146212,"make_tuple(405, 0.004886799547648455)"
svm,168909,"make_tuple(add(322, 0.058411920586369015), 0.00488737860746869)"
svm,146824,"make_tuple(add(322, 0.058411920586369015), 0.00488737860746869)"
svm,146819,"make_tuple(add(322, 0.058411920586369015), 0.00488737860746869)"
svm,3907,"make_tuple(add(322, 0.07875742077160208), 0.004888117450774445)"
svm,9960,"make_tuple(add(322, 0.058411920586369015), 0.00488737860746869)"
svm,23,"make_tuple(add(322, 0.058411920586369015), 0.00488737860746869)"
svm,3510,"make_tuple(add(322, 0.07875742077160208), 0.004888117450774445)"
svm,9957,"make_tuple(add(322, 0.07875742077160208), 0.004888117450774445)"
svm,37,"make_tuple(add(322, 0.058411920586369015), 0.00488737860746869)"
svm,168336,"make_tuple(405, 0.004886799547648455)"
svm,10106,"make_tuple(405, 0.004886799547648455)"
