algorithm,task,expression
knn,146212,"make_tuple(sub(36, 0.8237314332888563), 55, mul(48, 259), 292)"
knn,146817,"make_tuple(add(0.012648130992653682, 35), 55, mul(18, 691), 292)"
knn,58,"make_tuple(add(35, 0.0019273097807352697), 55, truediv(356, 0.028478757675090942), 292)"
knn,146607,"make_tuple(sub(36, 0.7354869052888341), 55, truediv(374, 0.030892257058713183), 292)"
knn,14965,"make_tuple(add(0.0019615957949943074, 35), 55, mul(19, 641), 292)"
knn,125921,"make_tuple(add(0.012648130992653682, 35), 55, mul(18, 691), 292)"
knn,3485,"make_tuple(sub(36, 0.7354869052888341), 55, truediv(374, 0.030892257058713183), 292)"
knn,14952,"make_tuple(sub(36, 0.8237314332888563), 55, mul(48, 259), 292)"
knn,146818,"make_tuple(add(0.012648130992653682, 35), 55, mul(18, 691), 292)"
knn,3893,"make_tuple(add(0.0485561279216444, 35), 55, mul(31, 392), 292)"
knn,37,"make_tuple(add(0.0019615957949943074, 35), 55, mul(19, 641), 292)"
knn,167211,"make_tuple(add(35, 0.010443365660320449), 55, mul(263, 46), 292)"
knn,146606,"make_tuple(add(0.0485561279216444, 35), 55, mul(31, 392), 292)"
knn,11,"make_tuple(add(35, 0.0019273097807352697), 55, truediv(356, 0.028478757675090942), 292)"
knn,9986,"make_tuple(sub(36, 0.7354869052888341), 55, truediv(374, 0.030892257058713183), 292)"
knn,23,"make_tuple(sub(36, 0.8237314332888563), 55, mul(48, 259), 292)"
knn,9946,"make_tuple(sub(36, 0.8237314332888563), 55, mul(48, 259), 292)"
knn,3560,"make_tuple(sub(36, 0.7354869052888341), 55, truediv(374, 0.030892257058713183), 292)"
knn,6,"make_tuple(sub(36, 0.5209193557800732), add(45, 0.0010939970751291642), truediv(344, 0.02770867720357858), 278)"
knn,146821,"make_tuple(sub(36, 0.5079270397941561), sub(46, 0.6883418949839428), mul(34, 370), 278)"
knn,22,"make_tuple(sub(36, 0.5209193557800732), add(45, 0.0010939970751291642), truediv(344, 0.02770867720357858), 278)"
knn,189924,"make_tuple(sub(36, 0.5224239504905216), 46, 687, 278)"
knn,3918,"make_tuple(sub(36, 0.5079270397941561), sub(46, 0.6883418949839428), mul(34, 370), 278)"
knn,146195,"make_tuple(sub(36, 0.5079270397941561), sub(46, 0.6883418949839428), mul(34, 370), 278)"
knn,168909,"make_tuple(sub(36, 0.7000844279854275), add(0.11739528760535414, 45), truediv(58, 0.004656012839439437), 278)"
knn,146800,"make_tuple(sub(36, 0.671820543295948), sub(46, 0.6517207836727613), mul(721, 17), 278)"
knn,14969,"make_tuple(sub(36, 0.7653295439095096), add(0.47259295969959997, 45), 2607, 278)"
knn,9952,"make_tuple(sub(36, 0.5224239504905216), 46, 687, 278)"
knn,145681,"make_tuple(sub(36, 0.5224239504905216), 46, 687, 278)"
knn,3549,"make_tuple(mul(0.9776781590662782, 36), 46, 683, 278)"
knn,168337,"make_tuple(sub(36, 0.671820543295948), sub(46, 0.6517207836727613), mul(721, 17), 278)"
knn,10101,"make_tuple(sub(36, 0.7653295439095096), add(0.47259295969959997, 45), 2607, 278)"
knn,3902,"make_tuple(sub(36, 0.7000844279854275), add(0.11739528760535414, 45), truediv(58, 0.004656012839439437), 278)"
knn,9957,"make_tuple(sub(36, 0.5224239504905216), 46, 687, 278)"
knn,2073,"make_tuple(sub(36, 0.7000844279854275), add(0.11739528760535414, 45), truediv(58, 0.004656012839439437), 278)"
knn,3510,"make_tuple(sub(36, 0.5079270397941561), sub(46, 0.6883418949839428), mul(34, 370), 278)"
knn,9950,"make_tuple(sub(36, 0.7653295439095096), 46, 2607, 278)"
knn,43,"make_tuple(mul(0.9776781590662782, 36), 46, 683, 278)"
knn,146822,"make_tuple(mul(0.9776781590662782, 36), 46, 683, 278)"
knn,10090,"make_tuple(sub(36, 0.7000844279854275), add(0.11739528760535414, 45), truediv(58, 0.004656012839439437), 278)"
knn,10093,"make_tuple(add(35, 0.04956217861386363), 55, mul(728, 17), 289)"
knn,3481,"make_tuple(add(35, 0.04956217861386363), 55, mul(728, 17), 289)"
knn,167140,"make_tuple(add(35, 0.0010912130353527027), 55, mul(49, 247), 289)"
knn,168329,"make_tuple(add(0.004151606818509586, 35), 55, truediv(1340, 0.10888728992773143), 289)"
knn,9981,"make_tuple(add(35, 0.04956217861386363), 55, mul(728, 17), 289)"
knn,168338,"make_tuple(add(35, 0.013759214311398807), 55, mul(26, 466), 289)"
knn,168911,"make_tuple(add(35, 0.005206924280114213), 55, mul(13, 967), 289)"
knn,2074,"make_tuple(add(0.017493442704973848, 35), 55, mul(18, 676), 289)"
knn,14954,"make_tuple(add(35, 0.04956217861386363), 55, mul(728, 17), 289)"
knn,9970,"make_tuple(add(35, 0.0032333389313273977), 55, mul(534, 23), 289)"
knn,3561,"make_tuple(add(0.025433569493785647, 35), 55, mul(423, 29), 289)"
knn,146824,"make_tuple(add(0.017493442704973848, 35), 55, mul(18, 676), 289)"
knn,2079,"make_tuple(add(0.025433569493785647, 35), 55, mul(423, 29), 289)"
knn,9977,"make_tuple(add(35, 0.0010912130353527027), 55, mul(49, 247), 289)"
knn,53,"make_tuple(add(35, 0.005206924280114213), 55, mul(13, 967), 289)"
knn,9956,"make_tuple(add(35, 0.04956217861386363), 55, mul(728, 17), 289)"
knn,168332,"make_tuple(add(35, 0.0010912130353527027), 55, mul(49, 247), 289)"
knn,168339,"make_tuple(add(0.017493442704973848, 35), 55, mul(18, 676), 289)"
knn,167124,"make_tuple(add(35, 0.0032333389313273977), 55, mul(534, 23), 289)"
knn,45,"make_tuple(add(35, 0.005206924280114213), 55, mul(13, 967), 289)"
knn,18,"make_tuple(add(0.025433569493785647, 35), 55, mul(423, 29), 289)"
knn,125922,"make_tuple(add(0.017493442704973848, 35), 55, mul(18, 676), 289)"
knn,3493,"make_tuple(add(35, 0.005206924280114213), 55, mul(13, 967), 289)"
