algorithm,task,expression
xgboost,9985,"make_tuple(332, 0.19161677796954782, 7, 0.0021278718337926117, 0.36385613093029906, sub(1, 0.03389483542229867), 13, add(2, 0.07398334093635549), 0.8392943972137834, 0.49101260018459597)"
xgboost,3022,"make_tuple(427, 0.13113645678162603, 1.0495099569714852, 0.0026077622737888124, 0.14689546297383937, expit(add(2, 0.38944417937499126)), add(13, 0.013362028887276433), pow(2, 0.4889441544493023), 0.8423872304631633, 0.49059432232644884)"
xgboost,168335,"make_tuple(427, 0.13113255552531555, truediv(1, 0.9714934497994169), 0.0018926799600213226, 0.14681725826707645, sub(expit(3), 0.036301157545968576), add(13, 0.0044588690258161355), sub(2, 0.596765754505527), 0.8420761296983298, truediv(17, 35))"
xgboost,10093,"make_tuple(427, 0.13113645678162603, 1.0495099569714852, 0.0026077622737888124, 0.14689546297383937, expit(add(2, 0.38944417937499126)), add(13, 0.013362028887276433), pow(2, 0.4889441544493023), 0.8423872304631633, 0.49059432232644884)"
xgboost,167211,"make_tuple(398, 0.13116134107742966, add(0.04764131025966447, 1), 0.0019230783751349391, 0.004950042957201454, expit(pow(3, 0.600344952983583)), add(0.0646155698978373, 13), pow(2, 0.48845657036400114), 0.8419567294814142, 0.5744068548816539)"
xgboost,9952,"make_tuple(427, 0.1311779659741068, 1.0476692198312312, 0.002300256736968908, 0.14702980830222506, expit(sub(2, 0.07388145464827119)), 13, sub(2, 0.5982221499450237), 0.8420998743537215, 0.49085877465823297)"
xgboost,23,"make_tuple(427, 0.13113255552531555, truediv(1, 0.9714934497994169), 0.0018926799600213226, 0.14681725826707645, sub(expit(3), 0.036301157545968576), add(13, 0.0044588690258161355), sub(2, 0.596765754505527), 0.8420761296983298, truediv(17, 35))"
xgboost,3493,"make_tuple(427, 0.1311779659741068, 1.0476692198312312, 0.002300256736968908, 0.14702980830222506, expit(sub(2, 0.07388145464827119)), 13, sub(2, 0.5982221499450237), 0.8420998743537215, 0.49085877465823297)"
xgboost,9946,"make_tuple(427, 0.1311779659741068, 1.0476692198312312, 0.002300256736968908, 0.14702980830222506, expit(sub(2, 0.07388145464827119)), 13, sub(2, 0.5982221499450237), 0.8420998743537215, 0.49085877465823297)"
xgboost,37,"make_tuple(427, 0.13116247996507133, 1.048949500206355, 0.0026111254620447173, 0.0027744907298076116, expit(2), 12, 1.3299330244463605, 0.8402486646405541, 0.5090874089328934)"
xgboost,146819,"make_tuple(398, 0.13116134107742966, add(0.04764131025966447, 1), 0.0019230783751349391, 0.004950042957201454, expit(pow(3, 0.600344952983583)), add(0.0646155698978373, 13), pow(2, 0.48845657036400114), 0.8419567294814142, 0.5744068548816539)"
xgboost,168338,"make_tuple(427, 0.1311779659741068, 1.0476692198312312, 0.002300256736968908, 0.14702980830222506, expit(sub(2, 0.07388145464827119)), 13, sub(2, 0.5982221499450237), 0.8420998743537215, 0.49085877465823297)"
xgboost,3918,"make_tuple(427, 0.1311779659741068, 1.0476692198312312, 0.002300256736968908, 0.14702980830222506, expit(sub(2, 0.07388145464827119)), 13, sub(2, 0.5982221499450237), 0.8420998743537215, 0.49085877465823297)"
xgboost,146607,"make_tuple(427, 0.13113645678162603, 1.0495099569714852, 0.0026077622737888124, 0.14689546297383937, expit(add(2, 0.38944417937499126)), add(13, 0.013362028887276433), pow(2, 0.4889441544493023), 0.8423872304631633, 0.49059432232644884)"
xgboost,146821,"make_tuple(398, 0.13116134107742966, add(0.04764131025966447, 1), 0.0019230783751349391, 0.004950042957201454, expit(pow(3, 0.600344952983583)), add(0.0646155698978373, 13), pow(2, 0.48845657036400114), 0.8419567294814142, 0.5744068548816539)"
xgboost,168339,"make_tuple(388, 0.13142957024728535, add(0.03388014201907598, 1), 0.0019221478941737543, 0.14696886767961248, 0.9468590690603425, add(13, 0.2000056551178609), add(1, 0.40273829025003854), 0.8477935519515294, 0.491047305442932)"
xgboost,9956,"make_tuple(388, 0.13136584169694676, add(0.03396774485327229, 1), 0.0019301323603913441, 0.14703596730199203, 0.9467637899920112, sub(14, 0.9661997749781005), sub(2, 0.59671127533058), 0.8435756122592611, 0.490249737934394)"
xgboost,168331,"make_tuple(388, 0.13142957024728535, add(0.03388014201907598, 1), 0.0019221478941737543, 0.14696886767961248, 0.9468590690603425, add(13, 0.2000056551178609), add(1, 0.40273829025003854), 0.8477935519515294, 0.491047305442932)"
xgboost,9977,"make_tuple(332, 0.19258991025238412, 7, 0.0021748798458407427, 0.3850223203146794, truediv(141, 146), 13, add(2, 0.0810216082482094), 0.8523532261715692, truediv(390, 796))"
xgboost,168336,"make_tuple(332, 0.19249696545012243, 7, 0.0021762604099108997, 0.385147630527529, truediv(25, 26), 13, add(0.0813875430793045, 2), mul(0.0013211059684683911, 645), expit(0))"
xgboost,3021,"make_tuple(388, 0.13141745795754511, add(1, 0.033811391746693016), 0.0013170923311812757, 0.11709873501955298, 0.8735124911981355, 13, add(0.7478080984507388, 0.653676046249354), 0.843306740098115, 0.5085850720844467)"
xgboost,24,"make_tuple(332, 0.19249696545012243, 7, 0.0021762604099108997, 0.385147630527529, truediv(25, 26), 13, add(0.0813875430793045, 2), mul(0.0013211059684683911, 645), expit(0))"
xgboost,58,"make_tuple(388, 0.13141745795754511, add(1, 0.033811391746693016), 0.0013170923311812757, 0.11709873501955298, 0.8735124911981355, 13, add(0.7478080984507388, 0.653676046249354), 0.843306740098115, 0.5085850720844467)"
xgboost,9960,"make_tuple(332, 0.19249696545012243, 7, 0.0021762604099108997, 0.385147630527529, truediv(25, 26), 13, add(0.0813875430793045, 2), mul(0.0013211059684683911, 645), expit(0))"
xgboost,3561,"make_tuple(332, 0.19249696545012243, 7, 0.0021762604099108997, 0.385147630527529, truediv(25, 26), 13, add(0.0813875430793045, 2), mul(0.0013211059684683911, 645), expit(0))"
xgboost,168868,"make_tuple(388, 0.13141745795754511, add(1, 0.033811391746693016), 0.0013170923311812757, 0.11709873501955298, 0.8735124911981355, 13, add(0.7478080984507388, 0.653676046249354), 0.843306740098115, 0.5085850720844467)"
xgboost,28,"make_tuple(332, 0.19258991025238412, 7, 0.0021748798458407427, 0.3850223203146794, truediv(141, 146), 13, add(2, 0.0810216082482094), 0.8523532261715692, truediv(390, 796))"
xgboost,9971,"make_tuple(332, 0.19249696545012243, 7, 0.0021762604099108997, 0.385147630527529, truediv(25, 26), 13, add(0.0813875430793045, 2), mul(0.0013211059684683911, 645), expit(0))"
xgboost,45,"make_tuple(332, 0.19249696545012243, 7, 0.0021762604099108997, 0.385147630527529, truediv(25, 26), 13, add(0.0813875430793045, 2), mul(0.0013211059684683911, 645), expit(0))"
xgboost,9950,"make_tuple(388, 0.13136584169694676, add(0.03396774485327229, 1), 0.0019301323603913441, 0.14703596730199203, 0.9467637899920112, sub(14, 0.9661997749781005), sub(2, 0.59671127533058), 0.8435756122592611, 0.490249737934394)"
xgboost,168330,"make_tuple(388, 0.13142957024728535, add(0.03388014201907598, 1), 0.0019221478941737543, 0.14696886767961248, 0.9468590690603425, add(13, 0.2000056551178609), add(1, 0.40273829025003854), 0.8477935519515294, 0.491047305442932)"
xgboost,168337,"make_tuple(332, 0.19249696545012243, 7, 0.0021762604099108997, 0.385147630527529, truediv(25, 26), 13, add(0.0813875430793045, 2), mul(0.0013211059684683911, 645), expit(0))"
xgboost,167120,"make_tuple(388, 0.13136584169694676, add(0.03396774485327229, 1), 0.0019301323603913441, 0.14703596730199203, 0.9467637899920112, sub(14, 0.9661997749781005), sub(2, 0.59671127533058), 0.8435756122592611, 0.490249737934394)"
xgboost,41,"make_tuple(332, 0.19249696545012243, 7, 0.0021762604099108997, 0.385147630527529, truediv(25, 26), 13, add(0.0813875430793045, 2), mul(0.0013211059684683911, 645), expit(0))"
xgboost,16,"make_tuple(332, 0.19249696545012243, 7, 0.0021762604099108997, 0.385147630527529, truediv(25, 26), 13, add(0.0813875430793045, 2), mul(0.0013211059684683911, 645), expit(0))"
xgboost,125921,"make_tuple(388, 0.13143686348016118, add(0.020105944341639953, add(1, 0.013858013727934625)), 0.0019222015963152948, 0.14699748452594574, 0.9471545951470272, add(13, 0.005128228069109243), mul(2, 0.7014225541473698), 0.8420754280265305, 0.4908551568713208)"
xgboost,3485,"make_tuple(388, 0.13136584169694676, add(0.03396774485327229, 1), 0.0019301323603913441, 0.14703596730199203, 0.9467637899920112, sub(14, 0.9661997749781005), sub(2, 0.59671127533058), 0.8435756122592611, 0.490249737934394)"
xgboost,146817,"make_tuple(388, 0.13143686348016118, add(0.020105944341639953, add(1, 0.013858013727934625)), 0.0019222015963152948, 0.14699748452594574, 0.9471545951470272, add(13, 0.005128228069109243), mul(2, 0.7014225541473698), 0.8420754280265305, 0.4908551568713208)"
xgboost,9964,"make_tuple(388, 0.13136584169694676, add(0.03396774485327229, 1), 0.0019301323603913441, 0.14703596730199203, 0.9467637899920112, sub(14, 0.9661997749781005), sub(2, 0.59671127533058), 0.8435756122592611, 0.490249737934394)"
xgboost,168912,"make_tuple(324, 0.18605708587896463, add(3, 0.04263570640832953), 0.0035445671201307254, 0.010636269619847509, mul(7, 0.1265481584685251), 9, truediv(3, 2), 0.7829273691429088, 0.5659554417038251)"
xgboost,168908,"make_tuple(318, 0.13466930078044023, mul(0.5329983776207289, 2), mul(0.059444608275168946, 0.0042521226266115176), 0.00904659824830357, 0.9061583376880625, 10, add(1, 0.2941709049118178), 0.7917399496771397, 0.6507741385065444)"
xgboost,3560,"make_tuple(318, 0.13276597104252136, 2, 0.004336780578411909, 0.002717145126348172, 0.9069337469522656, 10, pow(3, 0.23481969529826138), expit(1), 0.6808652152945717)"
xgboost,12,"make_tuple(318, 0.13276597104252136, 2, 0.004336780578411909, 0.002717145126348172, 0.9069337469522656, 10, pow(3, 0.23481969529826138), expit(1), 0.6808652152945717)"
xgboost,9957,"make_tuple(324, 0.18605708587896463, add(3, 0.04263570640832953), 0.0035445671201307254, 0.010636269619847509, mul(7, 0.1265481584685251), 9, truediv(3, 2), 0.7829273691429088, 0.5659554417038251)"
xgboost,145681,"make_tuple(324, 0.18623343632967482, truediv(3, 0.8907095734749814), 0.0035454875122366857, 0.012160978852638749, add(expit(2), 0.0053924812868994315), 9, pow(2, 0.5047581187270462), 0.7851179156016609, 0.5659154262763774)"
xgboost,146800,"make_tuple(327, 0.18628530577792907, 7, 0.0021291624797974496, 0.010453635127767211, expit(2), 9, 2, mul(0.00603804970513889, 130), 0.5732859751863211)"
xgboost,49,"make_tuple(324, 0.18623343632967482, truediv(3, 0.8907095734749814), 0.0035454875122366857, 0.012160978852638749, add(expit(2), 0.0053924812868994315), 9, pow(2, 0.5047581187270462), 0.7851179156016609, 0.5659154262763774)"
xgboost,14971,"make_tuple(324, 0.18629347939445287, 3, 0.0035594898338048354, 0.308059677566731, 48, 10, 2, mul(0.3515885059055363, 2), 0.6893255881487728)"
xgboost,14952,"make_tuple(318, 0.13466930078044023, mul(0.5329983776207289, 2), mul(0.059444608275168946, 0.0042521226266115176), 0.00904659824830357, 0.9061583376880625, 10, add(1, 0.2941709049118178), 0.7917399496771397, 0.6507741385065444)"
xgboost,125920,"make_tuple(318, 0.13276597104252136, 2, 0.004336780578411909, 0.002717145126348172, 0.9069337469522656, 10, pow(3, 0.23481969529826138), expit(1), 0.6808652152945717)"
xgboost,3481,"make_tuple(323, 0.18622714509382846, 3, 0.00212833167480757, 0.3393317639347441, expit(2), 9, 2, 0.7799193960057644, 0.5654480438677875)"
xgboost,53,"make_tuple(318, 0.13466930078044023, mul(0.5329983776207289, 2), mul(0.059444608275168946, 0.0042521226266115176), 0.00904659824830357, 0.9061583376880625, 10, add(1, 0.2941709049118178), 0.7917399496771397, 0.6507741385065444)"
xgboost,10101,"make_tuple(327, 0.18628530577792907, 7, 0.0021291624797974496, 0.010453635127767211, expit(2), 9, 2, mul(0.00603804970513889, 130), 0.5732859751863211)"
xgboost,146212,"make_tuple(327, 0.18628530577792907, 7, 0.0021291624797974496, 0.010453635127767211, expit(2), 9, 2, mul(0.00603804970513889, 130), 0.5732859751863211)"
xgboost,32,"make_tuple(324, 0.18605708587896463, add(3, 0.04263570640832953), 0.0035445671201307254, 0.010636269619847509, mul(7, 0.1265481584685251), 9, truediv(3, 2), 0.7829273691429088, 0.5659554417038251)"
xgboost,146195,"make_tuple(324, 0.18629347939445287, 3, 0.0035594898338048354, 0.01216969197987022, expit(2), 8, mul(0.7050733301136681, 2), mul(0.39349066716748915, 2), 0.5658035429297468)"
xgboost,14970,"make_tuple(324, 0.18623343632967482, truediv(3, 0.8907095734749814), 0.0035454875122366857, 0.012160978852638749, add(expit(2), 0.0053924812868994315), 9, pow(2, 0.5047581187270462), 0.7851179156016609, 0.5659154262763774)"
xgboost,11,"make_tuple(324, 0.18629347939445287, 3, 0.0035594898338048354, 0.308059677566731, 48, 10, 2, mul(0.3515885059055363, 2), 0.6893255881487728)"
xgboost,9981,"make_tuple(323, 0.18622714509382846, 3, 0.00212833167480757, 0.3393317639347441, expit(2), 9, 2, 0.7799193960057644, 0.5654480438677875)"
xgboost,22,"make_tuple(318, 0.13466930078044023, mul(0.5329983776207289, 2), mul(0.059444608275168946, 0.0042521226266115176), 0.00904659824830357, 0.9061583376880625, 10, add(1, 0.2941709049118178), 0.7917399496771397, 0.6507741385065444)"
xgboost,167124,"make_tuple(327, 0.18628530577792907, 7, 0.0021291624797974496, 0.010453635127767211, expit(2), 9, 2, mul(0.00603804970513889, 130), 0.5732859751863211)"
xgboost,168910,"make_tuple(324, 0.18629347939445287, 3, 0.0035594898338048354, 0.308059677566731, 48, 10, 2, mul(0.3515885059055363, 2), 0.6893255881487728)"
xgboost,3945,"make_tuple(318, 0.13466930078044023, mul(0.5329983776207289, 2), mul(0.059444608275168946, 0.0042521226266115176), 0.00904659824830357, 0.9061583376880625, 10, add(1, 0.2941709049118178), 0.7917399496771397, 0.6507741385065444)"
