algorithm,task,expression
knn,28,"make_tuple(truediv(max(16, m), if_gt(mul(0.6054106439657092, xvar), if_gt(if_gt(mcp, mkd, 672, mkd), po, mcp, 297), pow(if_gt(mkd, rc, xvar, 785), truediv(mkd, 0.0648090096672674)), 0.012779664002278947)), 46, 554, 207)"
knn,168910,"make_tuple(truediv(mul(m, add(pow(rc, mkd), max(add(mkd, mkd), max(0.021401247149837908, mcp)))), min(0.07755438070612075, pow(mkd, sub(mul(mkd, po), 0.03933368355514813)))), 32, n, 147)"
knn,3022,"make_tuple(add(max(if_gt(xvar, 0.8990354877584862, m, 5), add(rc, 8)), if_gt(min(n, p), 607, 103, pow(if_gt(5, p, 0.03372578291904354, truediv(n, mcp)), mcp))), 48, 556, 248)"
knn,3512,"make_tuple(mul(4, add(mul(mcp, max(mul(p, mcp), m)), mul(if_gt(39, p, add(po, p), m), 0.13849740021768478))), 48, n, 571)"
knn,12,"make_tuple(sub(pow(max(mul(0.16069101773656005, m), add(mcp, min(7, po))), 2), sub(15, if_gt(po, 12, rc, m))), 48, n, 282)"
knn,167141,"make_tuple(pow(sub(xvar, max(add(sub(po, 0.4818009274938197), mcp), m)), 2), 50, mul(0.10613673954129317, n), add(p, sub(pow(p, add(xvar, add(mkd, mcp))), m)))"
knn,146212,"make_tuple(max(pow(add(if_gt(mkd, mcp, n, mcp), p), if_gt(mkd, 0.03445231648143135, pow(m, mcp), max(mul(mcp, 3), expit(0.051380532746655445)))), add(0.8801818849164628, pow(m, sub(xvar, mkd)))), 48, 552, 761)"
knn,146817,"make_tuple(add(max(if_gt(xvar, 0.8990354877584862, m, 5), 8), if_gt(min(n, p), 607, 103, pow(if_gt(5, p, 0.03372578291904354, truediv(n, mcp)), mcp))), 48, 556, 248)"
knn,58,"make_tuple(pow(sub(xvar, max(add(sub(po, 0.4818009274938197), mcp), m)), 2), 50, mul(0.10613673954129317, n), add(p, sub(pow(p, add(xvar, add(mkd, mcp))), m)))"
knn,146607,"make_tuple(max(add(pow(min(po, pow(36, mcp)), m), sub(mcp, add(po, mkd))), max(max(8, truediv(0.027851826223943634, mkd)), m)), 48, n, 178)"
knn,14965,"make_tuple(mul(add(if_gt(mcp, mkd, if_gt(p, 614, p, mcp), 178), mul(mcp, add(mcp, add(m, mcp)))), min(p, 15)), 56, n, 178)"
knn,125921,"make_tuple(max(m, truediv(add(pow(46, mcp), min(if_gt(3, m, p, 341), 18)), if_gt(xvar, mcp, pow(m, 0.009108793585464164), add(mcp, 0.03595466239760585)))), 32, mul(mcp, n), 146)"
knn,3485,"make_tuple(max(add(pow(min(po, pow(36, mcp)), m), sub(mcp, add(po, mkd))), max(max(8, truediv(0.027851826223943634, mkd)), m)), 48, n, 178)"
knn,14952,"make_tuple(max(pow(add(if_gt(mkd, mcp, n, mcp), p), if_gt(mkd, 0.03445231648143135, pow(m, mcp), max(mul(mcp, 3), expit(0.051380532746655445)))), add(0.8801818849164628, pow(m, sub(xvar, mkd)))), 48, 552, 761)"
knn,146818,"make_tuple(truediv(mul(m, add(pow(rc, mkd), max(add(mkd, mkd), max(0.021401247149837908, mcp)))), min(0.07755438070612075, pow(mkd, sub(mul(mkd, po), 0.03933368355514813)))), 32, n, 147)"
knn,3893,"make_tuple(truediv(mul(m, add(pow(rc, mkd), max(add(mkd, mkd), max(0.021401247149837908, mcp)))), min(0.07755438070612075, pow(mkd, sub(mul(mkd, po), 0.03933368355514813)))), 32, n, 147)"
knn,37,"make_tuple(max(mul(xvar, m), add(sub(19, if_gt(mkd, 0.007855535724976485, 0.3588593780782779, max(14, m))), truediv(mul(truediv(mcp, xvar), mcp), mkd))), 55, n, 157)"
knn,167211,"make_tuple(sub(pow(max(mul(0.16069101773656005, m), add(mcp, min(7, po))), 2), sub(15, if_gt(po, 12, rc, m))), 48, n, 282)"
knn,146606,"make_tuple(if_gt(if_gt(438, p, 1091, m), n, add(add(mcp, add(10, mcp)), 0.18609485185070707), mul(m, pow(pow(sub(p, 1), mcp), 2))), 47, 547, 766)"
knn,11,"make_tuple(if_gt(if_gt(438, p, 1091, m), n, add(add(mcp, add(10, mcp)), 0.18609485185070707), mul(m, pow(pow(sub(p, 1), mcp), 2))), 47, 547, 766)"
knn,9986,"make_tuple(mul(add(if_gt(p, 752, 73, mcp), mul(mcp, m)), min(mul(p, m), 20)), 32, n, 165)"
knn,23,"make_tuple(mul(pow(sub(add(rc, if_gt(p, m, 0.19498338731821943, m)), pow(p, mcp)), 2), add(add(mkd, m), rc)), 48, truediv(add(n, sub(po, 398)), 11), if_gt(rc, mcp, n, 259))"
knn,9946,"make_tuple(max(add(pow(min(po, pow(36, mcp)), m), sub(mcp, add(po, mkd))), max(max(8, truediv(0.027851826223943634, mkd)), m)), 48, n, 178)"
knn,3560,"make_tuple(max(mul(0.7757643189540723, sub(m, p)), mul(add(if_gt(mcp, mkd, if_gt(p, 688, n, mcp), 8), mul(mcp, add(m, mcp))), add(min(p, add(16, rc)), add(if_gt(m, p, xvar, mcp), mkd)))), 32, n, 178)"
knn,6,"make_tuple(sub(mul(add(if_gt(po, m, mul(mcp, mcp), n), mcp), add(add(p, rc), if_gt(0.00837820810842103, rc, mul(5, m), 12))), xvar), p, mul(0.07161816890452048, add(p, n)), 296)"
knn,146821,"make_tuple(sub(mul(add(if_gt(po, m, mul(mcp, mcp), n), mcp), add(add(p, rc), if_gt(0.00837820810842103, rc, mul(5, m), 12))), xvar), p, mul(0.07161816890452048, add(p, n)), 296)"
knn,22,"make_tuple(sub(mul(add(if_gt(po, m, mul(mcp, mcp), n), mcp), add(add(p, rc), if_gt(0.00837820810842103, rc, mul(5, m), 12))), xvar), p, mul(0.07161816890452048, add(p, n)), 296)"
knn,189924,"make_tuple(add(pow(m, add(0.07648312788704284, if_gt(mkd, 0.0007325057167390775, pow(xvar, m), 9))), pow(mul(mul(mul(p, m), truediv(p, xvar)), m), mcp)), 45, truediv(n, 8), 814)"
knn,3918,"make_tuple(add(if_gt(if_gt(0.22669292347929682, xvar, 6, 652), p, pow(mul(p, truediv(m, mkd)), mcp), 46), pow(m, add(mcp, sub(xvar, rc)))), 32, n, 198)"
knn,146195,"make_tuple(add(pow(m, add(0.07648312788704284, if_gt(mkd, 0.0007325057167390775, pow(xvar, m), 9))), pow(mul(mul(mul(p, m), truediv(p, xvar)), m), mcp)), 45, truediv(n, 8), 814)"
knn,168909,"make_tuple(sub(mul(add(if_gt(po, m, mul(mcp, mcp), n), mcp), add(add(p, rc), if_gt(0.00837820810842103, rc, mul(5, m), 12))), xvar), p, mul(0.07161816890452048, add(p, n)), 296)"
knn,146800,"make_tuple(add(pow(m, add(0.07648312788704284, if_gt(mkd, 0.0007325057167390775, pow(xvar, m), 9))), pow(mul(mul(mul(p, m), truediv(p, xvar)), m), mcp)), 45, truediv(n, 8), 814)"
knn,14969,"make_tuple(if_gt(mcp, if_gt(m, po, 0.003986768236258522, xvar), 97, add(pow(12, xvar), mul(mul(add(p, xvar), add(mcp, mcp)), if_gt(p, 247, 0.07192990007818618, mcp)))), 131, n, 178)"
knn,9952,"make_tuple(if_gt(mul(xvar, if_gt(p, m, 0.5810291891889925, 0.04814042026878238)), mcp, pow(max(if_gt(0.2688472179447015, mkd, 19, n), truediv(0.025464469947679442, mkd)), sub(xvar, mkd)), 260), p, 4537, 162)"
knn,145681,"make_tuple(max(mul(min(pow(mul(288, xvar), mcp), po), pow(m, if_gt(add(mkd, mcp), xvar, 3, mul(xvar, xvar)))), mul(0.06594694018955814, p)), 45, n, 429)"
knn,3549,"make_tuple(mul(add(if_gt(mcp, xvar, 49, mul(4, mcp)), pow(m, xvar)), pow(p, mcp)), 32, n, 143)"
knn,168337,"make_tuple(truediv(add(max(add(pow(998, xvar), p), truediv(mul(n, mcp), xvar)), m), 65), 47, n, 159)"
knn,10101,"make_tuple(mul(sub(pow(truediv(mul(4, p), xvar), mcp), pow(mul(if_gt(po, m, n, 0.0011646976341753248), rc), 0.062608406427714)), m), sub(32, mcp), n, 145)"
knn,3902,"make_tuple(add(if_gt(if_gt(0.22669292347929682, xvar, 6, 652), p, pow(mul(p, truediv(m, mkd)), mcp), 46), pow(m, add(mcp, sub(xvar, rc)))), 32, n, 198)"
knn,9957,"make_tuple(sub(mul(add(if_gt(po, m, mul(mcp, mcp), n), mcp), add(add(p, rc), if_gt(0.00837820810842103, rc, mul(5, m), 12))), xvar), p, mul(0.07161816890452048, add(p, n)), 296)"
knn,2073,"make_tuple(if_gt(mcp, if_gt(m, po, 0.003986768236258522, xvar), 97, add(pow(12, xvar), mul(mul(add(p, xvar), add(mcp, mcp)), if_gt(p, 247, 0.07192990007818618, mcp)))), 131, n, 178)"
knn,3510,"make_tuple(max(mul(min(pow(mul(288, xvar), mcp), po), pow(m, if_gt(add(mkd, mcp), xvar, 3, mul(xvar, xvar)))), mul(0.06594694018955814, p)), 45, n, 429)"
knn,9950,"make_tuple(truediv(add(max(add(pow(998, xvar), p), truediv(mul(n, mcp), xvar)), m), 65), 47, n, 159)"
knn,43,"make_tuple(mul(add(if_gt(mcp, xvar, 49, mul(4, mcp)), pow(m, xvar)), pow(p, mcp)), 32, n, 143)"
knn,146822,"make_tuple(if_gt(mcp, if_gt(m, po, 0.003986768236258522, xvar), 97, add(pow(12, xvar), mul(mul(add(p, xvar), add(mcp, mcp)), if_gt(p, 247, 0.07192990007818618, mcp)))), 131, n, 178)"
knn,10090,"make_tuple(mul(if_gt(truediv(mcp, xvar), 0.2177012437015526, p, pow(m, xvar)), 2), 46, n, 173)"
knn,10093,"make_tuple(truediv(add(p, add(n, min(p, 556))), if_gt(mkd, 0.018258617871221346, 7, 140)), 47, mul(add(n, 619), 0.0759467448440785), 642)"
knn,3481,"make_tuple(if_gt(add(mkd, if_gt(mkd, 0.003237644230553621, mcp, 5)), 0.17915546273430588, max(m, 47), sub(min(m, sub(po, 8)), rc)), 58, n, 178)"
knn,167140,"make_tuple(max(pow(m, if_gt(mul(if_gt(po, 10, 140, 0.02718151474053205), mkd), xvar, xvar, 2)), pow(mul(m, n), add(mcp, 0.026322479237919992))), 61, n, 178)"
knn,168329,"make_tuple(max(truediv(if_gt(mcp, 0.13679207427019155, 0.02240716345709072, po), 3), truediv(if_gt(po, m, 11, 53), truediv(0.19110860315537306, mcp))), 45, 625, 842)"
knn,9981,"make_tuple(max(mul(60, mcp), truediv(pow(max(add(64, 13), po), xvar), min(truediv(po, 4), if_gt(12, po, 0.021399867314680254, 8)))), 47, n, 704)"
knn,168338,"make_tuple(mul(truediv(add(po, if_gt(po, 17, n, 567)), if_gt(3, pow(if_gt(rc, mcp, n, m), xvar), 0.0023440822663722233, min(mul(73, xvar), po))), max(mcp, sub(0.49946167991301915, rc))), 61, n, 176)"
knn,168911,"make_tuple(max(mul(min(po, add(m, mul(0.0013524211624132215, n))), xvar), truediv(m, pow(truediv(sub(0.1707679430111592, mkd), mcp), m))), 46, n, 503)"
knn,2074,"make_tuple(add(pow(max(n, 655), if_gt(xvar, mcp, max(truediv(mkd, 0.1351117032705037), add(mcp, 0.047842904461416605)), 0.5480841482884192)), mul(xvar, max(mul(xvar, 4), truediv(p, 18)))), 50, mul(0.20697252545953548, n), 178)"
knn,14954,"make_tuple(truediv(add(p, max(n, truediv(add(323, po), xvar))), min(if_gt(n, 569, 145, 2), truediv(p, truediv(mcp, expit(xvar))))), 61, truediv(n, 10), 170)"
knn,9970,"make_tuple(add(mul(pow(add(mkd, xvar), 27), m), truediv(pow(n, mcp), xvar)), 50, 554, 170)"
knn,3561,"make_tuple(mul(truediv(n, if_gt(p, 83, min(29, po), min(151, truediv(po, mcp)))), add(expit(pow(add(0.09983606557814433, xvar), mul(13, xvar))), mcp)), 54, mul(0.20992613875548322, n), sub(170, xvar))"
knn,146824,"make_tuple(add(pow(max(n, 655), if_gt(xvar, mcp, max(truediv(mkd, 0.1351117032705037), add(mcp, 0.047842904461416605)), 0.5480841482884192)), mul(xvar, max(mul(xvar, 4), truediv(p, 18)))), 50, mul(0.20697252545953548, n), 178)"
knn,2079,"make_tuple(max(mul(min(po, add(m, mul(0.0013524211624132215, n))), xvar), truediv(m, pow(truediv(sub(0.1707679430111592, mkd), mcp), m))), 46, n, 503)"
knn,9977,"make_tuple(max(pow(truediv(mul(287, n), xvar), add(add(mkd, mkd), mcp)), pow(max(m, if_gt(199, p, m, 19)), xvar)), 50, truediv(n, 0.07399061807375215), truediv(178, xvar))"
knn,53,"make_tuple(max(mul(xvar, m), truediv(sub(mul(n, if_gt(xvar, mcp, mcp, 11)), p), add(6, m))), 47, n, p)"
knn,9956,"make_tuple(mul(truediv(add(po, if_gt(po, 17, n, 567)), if_gt(3, pow(if_gt(rc, mcp, n, m), xvar), 0.0023440822663722233, min(mul(73, xvar), po))), max(mcp, sub(0.49946167991301915, rc))), 61, n, 176)"
knn,168332,"make_tuple(mul(truediv(add(po, if_gt(po, 17, n, 567)), if_gt(3, pow(if_gt(rc, mcp, n, m), xvar), 0.0023440822663722233, min(mul(73, xvar), po))), max(mcp, sub(0.49946167991301915, rc))), 61, n, 176)"
knn,168339,"make_tuple(if_gt(mcp, xvar, 176, truediv(pow(14, max(xvar, 0.49523836748522987)), max(if_gt(mcp, 0.021662032735211653, sub(0.9399423873973574, mcp), mkd), 0.2828004179489624))), 46, truediv(n, 7), 165)"
knn,167124,"make_tuple(max(truediv(mcp, 0.016530932693649487), add(truediv(if_gt(po, m, add(0.3253779084003555, po), 199), sub(m, min(po, 8))), xvar)), sub(add(sub(47, mcp), 0.15152058236151106), rc), truediv(n, 6), 765)"
knn,45,"make_tuple(max(pow(truediv(mul(287, n), xvar), add(add(mkd, mkd), mcp)), pow(max(m, if_gt(199, p, m, 19)), xvar)), 50, truediv(n, 0.07399061807375215), truediv(178, xvar))"
knn,18,"make_tuple(if_gt(mcp, xvar, 176, truediv(pow(14, max(xvar, 0.49523836748522987)), max(if_gt(mcp, 0.021662032735211653, sub(0.9399423873973574, mcp), mkd), 0.2828004179489624))), 46, truediv(n, 7), 165)"
knn,125922,"make_tuple(max(pow(m, if_gt(mul(if_gt(po, 10, 140, 0.02718151474053205), mkd), xvar, xvar, 2)), pow(mul(m, n), add(mcp, 0.026322479237919992))), 61, n, 178)"
knn,3493,"make_tuple(truediv(add(p, max(1013, n)), min(147, truediv(add(po, rc), mcp))), 46, mul(0.09276939171207328, n), 212)"
knn,167119,"make_tuple(sub(max(max(11, mul(sub(m, po), n)), mul(truediv(mcp, xvar), add(truediv(mcp, 0.027557206328100964), p))), mul(rc, po)), 48, mul(max(n, 762), 0.09050367598261994), 198)"
knn,146825,"make_tuple(max(if_gt(mcp, 0.5589475880962784, 47, 20), m), 52, n, 149)"
knn,29,"make_tuple(add(if_gt(m, po, 92, mul(15, pow(xvar, m))), truediv(max(pow(add(mcp, rc), m), 0.0031818849739635073), mul(mkd, pow(0.5014735868362464, xvar)))), 47, n, 150)"
knn,168908,"make_tuple(max(add(mul(po, mcp), truediv(if_gt(p, 38, rc, m), mkd)), sub(add(po, m), p)), 47, n, 184)"
knn,167125,"make_tuple(mul(pow(mul(sub(6, mkd), p), sub(max(mkd, if_gt(0.00025534047840730575, mkd, 0.2957990160892039, mcp)), 0.031129955252724068)), truediv(if_gt(mcp, min(xvar, rc), m, 0.5166177260330492), xvar)), 28, mul(n, n), add(m, 142))"
knn,41,"make_tuple(if_gt(mcp, add(min(xvar, 0.37931862330215443), mkd), max(p, 46), pow(pow(add(m, add(m, 6)), xvar), xvar)), 30, mul(n, mcp), 158)"
knn,3913,"make_tuple(max(add(mul(po, mcp), truediv(if_gt(p, 38, rc, m), mkd)), sub(add(po, m), p)), 47, n, 184)"
knn,14970,"make_tuple(max(add(mul(po, mcp), truediv(if_gt(p, 38, rc, m), mkd)), sub(add(po, m), p)), 47, n, 184)"
knn,146819,"make_tuple(max(if_gt(mcp, mkd, if_gt(po, p, 32, m), n), max(truediv(0.03444290198793989, mkd), truediv(18, truediv(truediv(xvar, 3), mcp)))), 61, n, 178)"
knn,9960,"make_tuple(add(if_gt(m, po, 92, mul(15, pow(xvar, m))), truediv(max(pow(add(mcp, rc), m), 0.0031818849739635073), mul(mkd, pow(0.5014735868362464, xvar)))), 47, n, 150)"
knn,3903,"make_tuple(max(sub(m, 6), add(add(pow(mul(po, po), mcp), truediv(truediv(mcp, xvar), xvar)), 14)), 46, mul(n, 0.18956168336823884), 140)"
knn,219,"make_tuple(max(if_gt(mcp, 0.5589475880962784, 47, 20), m), 52, n, 149)"
knn,168912,"make_tuple(max(if_gt(mcp, mkd, if_gt(po, p, 32, m), n), max(truediv(0.03444290198793989, mkd), truediv(18, truediv(truediv(xvar, 3), mcp)))), 61, n, 178)"
knn,9978,"make_tuple(max(if_gt(mcp, mkd, if_gt(po, p, 32, m), n), max(truediv(0.03444290198793989, mkd), truediv(18, truediv(truediv(xvar, 3), mcp)))), 61, n, 178)"
knn,3904,"make_tuple(max(add(mul(po, mcp), truediv(if_gt(p, 38, rc, m), mkd)), sub(add(po, m), p)), 47, n, 184)"
knn,3917,"make_tuple(mul(pow(max(16, sub(m, po)), xvar), if_gt(mul(0.569458295748741, xvar), if_gt(po, truediv(267, 0.12194511990883392), 269, mcp), 1, p)), 46, n, 131)"
knn,167120,"make_tuple(add(if_gt(m, po, 250, truediv(mcp, truediv(mkd, mcp))), add(if_gt(0.2178976931096339, mcp, 0.009583444233680663, mul(m, po)), pow(m, xvar))), 47, n, 577)"
knn,16,"make_tuple(truediv(max(m, 20), pow(expit(xvar), add(mcp, mcp))), 46, n, 158)"
knn,9985,"make_tuple(mul(pow(max(16, sub(m, po)), xvar), if_gt(mul(0.569458295748741, xvar), if_gt(po, truediv(267, 0.12194511990883392), 269, mcp), 1, p)), 46, n, 131)"
knn,3021,"make_tuple(max(if_gt(mcp, mkd, if_gt(po, p, 32, m), n), max(truediv(0.03444290198793989, mkd), truediv(18, truediv(truediv(xvar, 3), mcp)))), 61, n, 178)"
knn,9976,"make_tuple(max(add(mul(po, mcp), truediv(if_gt(p, 38, rc, m), mkd)), sub(add(po, m), p)), 47, n, 184)"
knn,189927,"make_tuple(max(if_gt(4, m, mul(po, 5), m), 20), 39, n, 149)"
rpart,14954,"make_tuple(mul(if_gt(po, m, 0.0008082371736786816, pow(0.03644756473840871, xvar)), if_gt(mkd, 0.004562950724638982, mul(xvar, 0.5329477954847084), add(xvar, 0.3203199270195742))), add(10, pow(add(rc, rc), m)), sub(18, rc), max(mul(min(po, 16), add(m, m)), sub(truediv(p, mcp), po)))"
rpart,23,"make_tuple(mul(sub(if_gt(m, truediv(n, max(382, p)), 20, 0.9435407192190904), mcp), 0.0009719473173961521), 16, min(add(add(xvar, m), 15), 32), mul(add(m, m), po))"
rpart,2074,"make_tuple(sub(0.0007022363641593911, truediv(rc, mul(p, if_gt(0.014427471540107166, mkd, 0.7824191716553754, 88)))), add(mcp, add(add(rc, sub(10, 0.6043713456238179)), rc)), 18, sub(truediv(max(p, add(9, mul(po, m))), mcp), mul(mcp, 0.7917802556253895)))"
rpart,22,"make_tuple(mul(if_gt(mkd, 0.40855714355904027, mkd, 0.0006523756680742728), max(0.1957901151967316, sub(sub(if_gt(mcp, 0.011992475566690825, xvar, 16), add(mkd, mkd)), mkd))), 22, add(add(m, truediv(m, 0.6048538960659233)), 21), 43)"
rpart,9977,"make_tuple(truediv(if_gt(m, 21, 40, m), mul(0.32373894771176875, max(sub(n, p), add(po, 375)))), 13, 17, sub(truediv(add(add(p, 4), pow(0.012869447343807764, sub(mcp, xvar))), mcp), po))"
rpart,32,"make_tuple(mul(xvar, 0.0006525614271823823), 18, sub(37, if_gt(mcp, 0.5117615273896371, 20, sub(mcp, m))), p)"
rpart,6,"make_tuple(mul(0.000518196877601413, max(sub(if_gt(m, po, 25, xvar), mkd), 0.2497384034058941)), 18, add(14, truediv(m, 0.33445652055456004)), 43)"
rpart,168910,"make_tuple(sub(0.0007012157713636159, truediv(min(mul(mul(mcp, 0.0010303932203482738), mcp), mkd), 0.957528530864358)), add(mcp, add(mul(rc, 7), sub(10, 0.5202137038520572))), sub(add(mkd, 18), min(mcp, rc)), add(sub(p, mcp), sub(mul(m, max(m, 8)), 0.8475029779031826)))"
rpart,125921,"make_tuple(mul(0.0006743975105183523, mul(xvar, xvar)), if_gt(min(m, po), 49, 2, 22), add(m, if_gt(min(po, 10), m, 18, 54)), 43)"
rpart,146212,"make_tuple(mul(if_gt(po, m, 0.0008082371736786816, pow(0.03644756473840871, xvar)), if_gt(mkd, 0.004562950724638982, mul(xvar, 0.5329477954847084), add(xvar, 0.3203199270195742))), add(10, pow(add(rc, rc), m)), sub(18, rc), max(mul(min(po, 16), add(m, m)), sub(truediv(p, mcp), po)))"
rpart,41,"make_tuple(mul(max(0.20625852139019196, xvar), 0.0006525614271823823), 18, sub(29, if_gt(mcp, 0.5117615273896371, 12, sub(sub(0.0013320004589103323, m), m))), p)"
rpart,146800,"make_tuple(sub(0.0007022363641593911, truediv(rc, mul(p, if_gt(0.014427471540107166, mkd, 0.7824191716553754, 88)))), add(mcp, add(add(rc, sub(10, 0.6043713456238179)), rc)), 18, sub(truediv(max(p, add(9, mul(po, m))), mcp), mul(mcp, 0.7917802556253895)))"
rpart,145681,"make_tuple(sub(0.0007023911647511508, truediv(truediv(rc, p), 0.7825079388880901)), add(9, truediv(mcp, 0.1151304596171016)), 18, truediv(max(mul(9, m), p), 0.7008056987836464))"
rpart,167140,"make_tuple(if_gt(m, truediv(n, 380), 0.019273018171678095, mul(xvar, 0.0006530887436172767)), 16, add(sub(min(p, m), mcp), add(15, m)), p)"
rpart,3481,"make_tuple(sub(0.0006596905023454307, rc), 22, add(36, m), 64)"
rpart,11,"make_tuple(mul(if_gt(po, m, 0.0008082371736786816, pow(0.03644756473840871, xvar)), if_gt(mkd, 0.004562950724638982, mul(xvar, 0.5329477954847084), add(xvar, 0.3203199270195742))), add(10, pow(add(rc, rc), m)), sub(18, rc), max(mul(min(po, 16), add(m, m)), sub(truediv(p, mcp), po)))"
rpart,9976,"make_tuple(mul(if_gt(po, m, 0.0008082371736786816, pow(0.03644756473840871, xvar)), if_gt(mkd, 0.004562950724638982, mul(xvar, 0.5329477954847084), add(xvar, 0.3203199270195742))), add(10, pow(add(rc, rc), m)), sub(18, rc), max(mul(min(po, 16), add(m, m)), sub(truediv(p, mcp), po)))"
rpart,168908,"make_tuple(sub(0.0007012157713636159, truediv(min(mul(mul(mcp, 0.0010303932203482738), mcp), mkd), 0.957528530864358)), add(mcp, add(mul(rc, 7), sub(10, 0.5202137038520572))), sub(add(mkd, 18), min(mcp, rc)), add(sub(p, mcp), sub(mul(m, max(m, 8)), 0.8475029779031826)))"
