algorithm,task,expression
knn,146817,"make_tuple(if_gt(mcp, 0.5785360014246691, 94, 26), 32, n, 143)"
knn,58,"make_tuple(truediv(max(27, m), pow(xvar, mcp)), 34, n, 170)"
knn,146607,"make_tuple(if_gt(mkd, pow(mcp, 3), 18, 585), 50, n, 178)"
knn,14965,"make_tuple(add(19, if_gt(p, 574, 77, pow(81, mcp))), 46, n, 173)"
knn,125921,"make_tuple(mul(3, add(mul(mcp, mul(p, mcp)), m)), 46, n, 883)"
knn,3485,"make_tuple(if_gt(mcp, 0.5785360014246691, 94, 26), 32, n, 143)"
knn,14952,"make_tuple(max(pow(pow(17, mcp), m), truediv(0.025297649490591167, mkd)), 46, n, 178)"
knn,146818,"make_tuple(max(m, add(19, truediv(mul(mcp, mcp), mkd))), 50, n, 170)"
knn,3893,"make_tuple(mul(pow(sub(rc, pow(p, mcp)), 2), m), 48, n, 255)"
knn,37,"make_tuple(if_gt(mcp, 0.5785360014246691, 94, 26), 32, n, 143)"
knn,167211,"make_tuple(mul(pow(max(97, p), mcp), m), 32, n, 143)"
knn,146606,"make_tuple(truediv(mul(add(rc, m), mcp), 0.043611421061903737), 33, n, 146)"
knn,11,"make_tuple(add(19, if_gt(p, 574, 77, pow(81, mcp))), 46, n, 173)"
knn,9986,"make_tuple(max(m, add(19, truediv(mul(mcp, mcp), mkd))), 50, n, 170)"
knn,23,"make_tuple(max(pow(pow(17, mcp), m), truediv(0.025297649490591167, mkd)), 46, n, 178)"
knn,9946,"make_tuple(mul(add(if_gt(po, 652, m, rc), mul(mcp, m)), 19), 37, n, 169)"
knn,3560,"make_tuple(max(m, add(pow(120, mcp), 18)), 32, n, 148)"
knn,6,"make_tuple(add(if_gt(if_gt(mcp, 0.21782778875113173, 5, 697), p, 0.0022743864819078107, p), 16), 46, n, 176)"
knn,146821,"make_tuple(if_gt(p, 649, 691, truediv(if_gt(m, po, 46, 14), pow(0.21188195109198174, mcp))), n, n, 176)"
knn,22,"make_tuple(if_gt(mul(xvar, if_gt(po, m, 0.5577793261484926, 0.01066540505861472)), mcp, pow(20, xvar), 56), 47, n, 162)"
knn,189924,"make_tuple(if_gt(mul(xvar, 0.5683353035598907), mcp, pow(26, xvar), 400), p, 4731, 140)"
knn,3918,"make_tuple(truediv(n, mul(76, if_gt(0.36504515153688055, xvar, 0.27720237003268805, truediv(0.7718003215427405, xvar)))), 47, n, p)"
knn,146195,"make_tuple(add(if_gt(if_gt(mcp, 0.21782778875113173, 5, 697), p, 0.0022743864819078107, p), 16), 46, n, 176)"
knn,168909,"make_tuple(if_gt(mul(xvar, 0.5683353035598907), mcp, pow(26, xvar), 400), p, 4731, 140)"
knn,146800,"make_tuple(36, 50, n, 278)"
knn,14969,"make_tuple(if_gt(p, 649, 691, truediv(if_gt(m, po, 46, 14), pow(0.21188195109198174, mcp))), n, n, 176)"
knn,9952,"make_tuple(add(if_gt(if_gt(mcp, 0.21782778875113173, 5, 697), p, 0.0022743864819078107, p), 16), 46, n, 176)"
knn,145681,"make_tuple(truediv(n, mul(76, if_gt(0.36504515153688055, xvar, 0.27720237003268805, truediv(0.7718003215427405, xvar)))), 47, n, p)"
knn,3549,"make_tuple(if_gt(mul(xvar, 0.5683353035598907), mcp, pow(26, xvar), 400), p, 4731, 140)"
knn,168337,"make_tuple(add(if_gt(if_gt(mcp, 0.21782778875113173, 5, 697), p, 0.0022743864819078107, p), 16), 46, n, 176)"
knn,10101,"make_tuple(if_gt(mul(xvar, 0.5683353035598907), mcp, pow(26, xvar), 400), p, 4731, 140)"
knn,3902,"make_tuple(truediv(27, xvar), 34, n, 165)"
knn,9957,"make_tuple(add(m, pow(mul(mul(p, p), p), mcp)), 47, n, 296)"
knn,2073,"make_tuple(mul(pow(p, mcp), add(m, 3)), p, n, 147)"
knn,3510,"make_tuple(mul(pow(104, mcp), m), p, n, 250)"
knn,9950,"make_tuple(mul(add(3, m), pow(p, mcp)), p, n, 147)"
knn,43,"make_tuple(mul(pow(104, mcp), m), p, n, 250)"
knn,146822,"make_tuple(mul(pow(104, mcp), m), p, n, 250)"
knn,10090,"make_tuple(add(pow(mul(p, 4), mcp), 23), p, n, 140)"
knn,10093,"make_tuple(35, 55, n, 289)"
knn,3481,"make_tuple(35, 55, n, 289)"
knn,167140,"make_tuple(35, 55, n, 289)"
knn,168329,"make_tuple(35, 55, n, 289)"
knn,9981,"make_tuple(35, 55, n, 289)"
knn,168338,"make_tuple(truediv(27, xvar), 34, n, 178)"
knn,168911,"make_tuple(truediv(27, xvar), 34, n, 178)"
knn,2074,"make_tuple(truediv(27, xvar), 37, n, 185)"
knn,14954,"make_tuple(35, 55, n, 289)"
knn,9970,"make_tuple(truediv(27, xvar), 37, n, 184)"
knn,3561,"make_tuple(truediv(27, xvar), 34, n, 178)"
knn,146824,"make_tuple(truediv(27, xvar), 34, n, 178)"
knn,2079,"make_tuple(35, 55, n, 289)"
knn,9977,"make_tuple(35, 55, n, 289)"
knn,53,"make_tuple(truediv(27, xvar), 37, n, 185)"
knn,9956,"make_tuple(35, 55, n, 289)"
knn,168332,"make_tuple(35, 55, n, 289)"
knn,168339,"make_tuple(max(mul(60, mcp), truediv(po, if_gt(m, po, 0.03559656144858224, 8))), 45, n, 704)"
knn,167124,"make_tuple(35, 55, n, 289)"
knn,45,"make_tuple(35, 55, n, 289)"
knn,18,"make_tuple(35, 55, n, 289)"
knn,125922,"make_tuple(truediv(27, xvar), 37, n, 185)"
knn,3493,"make_tuple(truediv(27, xvar), 34, n, 184)"
knn,167119,"make_tuple(max(if_gt(4, m, mul(po, 5), m), 20), 39, n, 149)"
knn,146825,"make_tuple(max(m, add(pow(mul(p, p), mcp), 15)), 46, n, 139)"
knn,29,"make_tuple(max(16, if_gt(if_gt(0.0008754714686043143, mkd, 0.04340507996000878, 0.5797922908123168), mcp, m, 114)), 45, n, 136)"
knn,168908,"make_tuple(max(if_gt(4, m, mul(po, 5), m), 20), 39, n, 149)"
knn,167125,"make_tuple(33, 42, 703, 278)"
knn,41,"make_tuple(truediv(max(27, m), xvar), 34, n, 249)"
knn,3913,"make_tuple(truediv(20, if_gt(mcp, 0.5737344053523367, 0.42171930886570136, 1)), 32, n, 149)"
knn,14970,"make_tuple(mul(pow(mul(4, p), mcp), m), 26, n, 147)"
knn,146819,"make_tuple(max(16, if_gt(if_gt(0.0008754714686043143, mkd, 0.04340507996000878, 0.5797922908123168), mcp, m, 114)), 45, n, 136)"
knn,9960,"make_tuple(truediv(20, if_gt(mcp, 0.5737344053523367, 0.42171930886570136, 1)), 32, n, 149)"
knn,3903,"make_tuple(max(max(m, 20), truediv(mcp, 0.01889492585397079)), 32, n, 149)"
knn,219,"make_tuple(max(if_gt(4, m, mul(po, 5), m), 20), 39, n, 149)"
knn,168912,"make_tuple(max(m, add(pow(mul(p, p), mcp), 15)), 46, n, 139)"
knn,9978,"make_tuple(max(m, add(pow(mul(p, p), mcp), 15)), 46, n, 139)"
knn,3904,"make_tuple(truediv(max(m, 26), pow(expit(xvar), mcp)), 34, n, 155)"
knn,3917,"make_tuple(35, 53, n, 289)"
knn,167120,"make_tuple(mul(pow(truediv(p, if_gt(rc, mcp, xvar, 0.21453505414220161)), mcp), m), 26, n, 149)"
knn,16,"make_tuple(truediv(max(m, 26), pow(expit(xvar), mcp)), 34, n, 155)"
knn,9985,"make_tuple(33, 42, 725, 278)"
knn,3021,"make_tuple(max(19, max(m, truediv(mcp, mkd))), 39, n, 198)"
knn,9976,"make_tuple(max(if_gt(4, m, mul(po, 5), m), 20), 39, n, 149)"
knn,189927,"make_tuple(33, 42, 1386, 278)"
rpart,14954,"make_tuple(sub(0.0007007435157990046, truediv(rc, p)), 9, 25, truediv(34, mcp))"
rpart,23,"make_tuple(sub(0.0006536051123565834, rc), if_gt(50, m, 22, 2), add(24, if_gt(0.11093519416089613, mcp, 50, m)), 48)"
rpart,2074,"make_tuple(mul(0.0009720675962257471, sub(0.9442361160948348, mcp)), 14, add(23, m), if_gt(5, m, 48, 123))"
rpart,22,"make_tuple(truediv(m, n), 13, 36, 63)"
rpart,9977,"make_tuple(sub(0.0006977532931393372, rc), 11, 18, mul(20, m))"
rpart,32,"make_tuple(sub(0.0006545963236360218, min(mkd, rc)), if_gt(n, p, 21, 2), if_gt(m, 9, 89, 25), 48)"
rpart,6,"make_tuple(truediv(m, n), 13, 36, 63)"
rpart,168910,"make_tuple(mul(0.0009720675962257471, sub(0.9442361160948348, mcp)), 9, 25, if_gt(5, m, 48, 123))"
rpart,125921,"make_tuple(if_gt(mul(mcp, n), 468, mul(xvar, 0.0006535452902694453), 0.019121154822389106), 18, 26, 52)"
rpart,146212,"make_tuple(sub(0.0007016924527167471, rc), 9, 25, truediv(34, mcp))"
rpart,41,"make_tuple(mul(0.0009720675962257471, sub(0.9442361160948348, mcp)), 14, add(23, m), if_gt(5, m, 48, 123))"
rpart,146800,"make_tuple(sub(0.0007016924527167471, rc), 9, 25, truediv(34, mcp))"
rpart,145681,"make_tuple(sub(0.0007016924527167471, rc), 9, 25, truediv(34, mcp))"
rpart,167140,"make_tuple(if_gt(m, truediv(n, 361), 0.019273018171678095, 0.0006952726590764541), 18, 22, 51)"
rpart,3481,"make_tuple(mul(0.0006517651198353969, xvar), if_gt(m, 48, 2, 21), if_gt(10, m, 25, 74), 46)"
rpart,11,"make_tuple(sub(0.0007016924527167471, rc), 9, 25, truediv(34, mcp))"
rpart,9976,"make_tuple(sub(0.0006536051123565834, rc), if_gt(50, m, 22, 2), add(24, if_gt(0.11093519416089613, mcp, 50, m)), 48)"
rpart,168908,"make_tuple(sub(0.0006545963236360218, min(mkd, rc)), if_gt(n, p, 21, 2), if_gt(m, 9, 89, 25), 48)"
rpart,168338,"make_tuple(mul(xvar, 0.0006525614271823823), 18, sub(37, if_gt(mcp, 0.5117615273896371, 20, sub(mcp, m))), p)"
rpart,146820,"make_tuple(sub(0.00070128847199345, rc), 11, 18, mul(m, 20))"
rpart,3510,"make_tuple(mul(if_gt(424, sub(n, 1638), 0.017337628215935402, 0.0007751270895747592), sub(1, mcp)), 21, 22, 51)"
rpart,146825,"make_tuple(mul(xvar, 0.0005294587667074139), 21, add(m, add(23, m)), 52)"
rpart,14,"make_tuple(min(mul(0.009699758893367782, pow(0.002998389371522635, mcp)), 0.0017095330686188893), 12, 18, if_gt(0.9942958848956308, rc, 123, po))"
rpart,53,"make_tuple(sub(0.0006721262064481598, if_gt(mcp, 0.5063010443149337, mkd, rc)), 21, add(add(m, 23), m), 52)"
rpart,37,"make_tuple(mul(if_gt(215, mul(mcp, n), 33, xvar), 0.0005207853627179491), 21, add(27, m), 55)"
rpart,58,"make_tuple(sub(0.000705699754372043, rc), 12, 18, mul(xvar, 193))"
rpart,167120,"make_tuple(mul(sub(xvar, mcp), if_gt(0.020110697803828008, mcp, mcp, 0.0009556737617426644)), 20, 24, mul(xvar, 222))"
rpart,168336,"make_tuple(sub(0.0007057866980130211, if_gt(8, p, 4, rc)), add(9, mcp), 18, mul(21, m))"
rpart,3902,"make_tuple(sub(0.0006716214100219095, rc), 21, sub(add(38, m), truediv(mcp, 0.03660878011210668)), 52)"
rpart,146821,"make_tuple(mul(if_gt(215, mul(mcp, n), 33, xvar), 0.0005207853627179491), 21, add(27, m), 55)"
rpart,168332,"make_tuple(mul(xvar, 0.0006208971444715399), 21, add(add(23, m), m), 52)"
rpart,9985,"make_tuple(0.0005138851487043827, 19, add(m, add(add(m, m), 14)), 43)"
rpart,146824,"make_tuple(mul(if_gt(215, mul(mcp, n), 33, xvar), 0.0005207853627179491), 21, add(27, m), 55)"
rpart,14969,"make_tuple(sub(0.0007057866980130211, if_gt(8, p, 4, rc)), add(9, mcp), 18, mul(21, m))"
rpart,3561,"make_tuple(sub(0.0006721262064481598, if_gt(mcp, 0.5063010443149337, mkd, rc)), 21, add(add(m, 23), m), 52)"
rpart,9971,"make_tuple(mul(if_gt(215, mul(mcp, n), 33, xvar), 0.0005207853627179491), 21, add(27, m), 55)"
rpart,189928,"make_tuple(mul(xvar, 0.0005294587667074139), 21, add(m, add(23, m)), 52)"
rpart,3,"make_tuple(0.0005138851487043827, 19, add(m, add(add(m, m), 14)), 43)"
rpart,168331,"make_tuple(sub(0.000705699754372043, rc), 12, 18, mul(xvar, 193))"
rpart,9946,"make_tuple(mul(if_gt(215, mul(mcp, n), 33, xvar), 0.0005207853627179491), 21, add(27, m), 55)"
rpart,49,"make_tuple(sub(if_gt(mcp, 0.020732848289049248, 0.0006957069181203861, 57), rc), 23, 39, 64)"
rpart,18,"make_tuple(sub(0.0006827982759618217, rc), if_gt(n, po, 21, 2), add(29, mul(m, xvar)), 55)"
rpart,14965,"make_tuple(sub(0.0006719707233204211, rc), 21, add(22, if_gt(0.99763801715875, rc, add(m, m), mkd)), 52)"
rpart,2073,"make_tuple(sub(0.000682349398383275, mul(mkd, rc)), if_gt(p, n, 2, 23), max(39, m), 64)"
rpart,3913,"make_tuple(mul(if_gt(n, p, 0.0006528513439569487, 0.01697874647582785), xvar), 21, add(m, add(m, 22)), 55)"
rpart,167119,"make_tuple(sub(0.0006717697218048544, rc), 21, add(add(m, 21), m), 55)"
rpart,14952,"make_tuple(mul(0.0006537666559662794, if_gt(po, n, 26, xvar)), 21, add(add(22, m), m), 55)"
rpart,9910,"make_tuple(if_gt(mul(306, m), n, 0.016985940208096552, mul(0.0006521301380357626, xvar)), 21, 22, 102)"
rpart,7592,"make_tuple(mul(xvar, if_gt(315, mul(n, mcp), 0.01920245484480012, 0.0006540382996377848)), 21, 22, 102)"
rpart,9950,"make_tuple(sub(0.0006717697218048544, rc), 21, add(add(m, 21), m), 55)"
rpart,125920,"make_tuple(mul(if_gt(n, p, 0.0006528513439569487, 0.01697874647582785), xvar), 21, add(m, add(m, 22)), 55)"
rpart,3485,"make_tuple(sub(0.0006719707233204211, rc), 21, add(22, if_gt(0.99763801715875, rc, add(m, m), mkd)), 52)"
rpart,9960,"make_tuple(sub(0.0007006939069921716, rc), 21, add(if_gt(mcp, 0.5186877932629674, 14, 36), m), 55)"
rpart,3573,"make_tuple(sub(0.0006728576193408307, rc), 21, add(mul(m, truediv(xvar, 0.4189179826759795)), 20), 55)"
rpart,190411,"make_tuple(mul(if_gt(mul(384, m), n, 29, xvar), 0.0006525066422812299), 21, 26, if_gt(m, p, 111, 51))"
rpart,146607,"make_tuple(sub(0.0007006939069921716, rc), 21, add(if_gt(mcp, 0.5186877932629674, 14, 36), m), 55)"
rpart,167125,"make_tuple(mul(0.0006523293968146329, xvar), 21, add(if_gt(rc, 0.997615339355311, 0.0032170749433428226, add(m, m)), 22), 52)"
rpart,3022,"make_tuple(sub(0.0006719707233204211, rc), 21, add(22, if_gt(0.99763801715875, rc, add(m, m), mkd)), 52)"
rpart,9964,"make_tuple(sub(if_gt(mcp, 0.020732848289049248, 0.0006957069181203861, 18), rc), 21, sub(43, truediv(mcp, 0.03464172052882905)), 48)"
rpart,31,"make_tuple(sub(0.0006715761740092171, rc), 21, add(mul(add(xvar, xvar), m), 21), 55)"
rpart,3904,"make_tuple(0.0007024670850979375, 14, 25, if_gt(0.45347549620662975, mcp, 123, 46))"
rpart,3549,"make_tuple(0.0005290084232420217, 19, add(add(23, m), m), 48)"
rpart,12,"make_tuple(0.0005292425909242338, 19, min(truediv(14, mcp), add(m, 36)), 52)"
rpart,125922,"make_tuple(0.0005239625077365811, 18, truediv(m, 0.13782696728924707), p)"
rpart,3893,"make_tuple(truediv(m, n), 14, 39, 64)"
rpart,168909,"make_tuple(mul(if_gt(mul(n, 0.06754319818814535), 334, xvar, m), 0.0006518514832873219), 23, 39, 63)"
rpart,14970,"make_tuple(0.0005240149391562975, 19, add(36, m), 63)"
rpart,9957,"make_tuple(0.0005289708136392603, 19, add(add(m, 23), m), 48)"
rpart,167211,"make_tuple(0.0005290557303746027, 19, add(add(m, m), 23), 48)"
rpart,168911,"make_tuple(sub(if_gt(m, 47, 9, 0.000695080153324806), rc), 24, add(m, if_gt(1, rc, 36, 13)), 40)"
rpart,168335,"make_tuple(mul(if_gt(mul(n, 0.06754319818814535), 334, xvar, m), 0.0006518514832873219), 23, 39, 63)"
rpart,168330,"make_tuple(0.0005240149391562975, 19, add(36, m), 63)"
rpart,3917,"make_tuple(sub(0.0006728670523347192, rc), 21, add(25, mul(m, 2)), 55)"
rpart,167141,"make_tuple(sub(if_gt(m, 47, 9, 0.000695080153324806), rc), 24, add(m, if_gt(1, rc, 36, 13)), 40)"
rpart,24,"make_tuple(0.000529282923137835, 19, add(add(23, m), m), 48)"
rpart,168868,"make_tuple(0.0005294943452947117, 19, add(add(m, 23), m), 48)"
rpart,9956,"make_tuple(0.0005267096535021092, 20, 39, 64)"
rpart,45,"make_tuple(min(truediv(truediv(m, 0.334915940260622), n), 0.017078380133145908), 18, 17, truediv(28, mcp))"
rpart,168337,"make_tuple(0.0005290695420396137, 14, 26, 123)"
rpart,146822,"make_tuple(0.0005295685205720933, 19, add(m, add(m, 23)), 48)"
rpart,167121,"make_tuple(0.0004258561754736146, 21, add(add(add(truediv(1.0218708715224578, mcp), 17), m), m), 44)"
rpart,168339,"make_tuple(0.0004324230384496036, 22, mul(m, 8), 41)"
rpart,28,"make_tuple(0.0004324230384496036, 22, mul(m, 8), 41)"
rpart,3512,"make_tuple(0.0004324230384496036, 22, mul(m, 8), 41)"
rpart,219,"make_tuple(0.00042590906307253296, 22, mul(8, m), 41)"
rpart,43,"make_tuple(0.0004259649506194825, 20, add(22, add(m, m)), 48)"
rpart,10101,"make_tuple(0.00042590905316505567, 23, add(27, m), 53)"
rpart,146606,"make_tuple(0.00042590075969497587, 20, add(add(22, m), m), 48)"
rpart,168329,"make_tuple(0.00043200916500684485, 19, add(mul(5, m), 7), p)"
rpart,9970,"make_tuple(0.0004259649506194825, 20, add(22, add(m, m)), 48)"
rpart,10090,"make_tuple(0.0004324230384496036, 22, mul(m, 8), 41)"
rpart,9952,"make_tuple(0.0004298382494324839, 22, mul(8, m), 41)"
rpart,9986,"make_tuple(0.0004298382494324839, 22, mul(8, m), 41)"
rpart,10093,"make_tuple(0.00043200916500684485, 19, add(mul(5, m), 7), p)"
rpart,146817,"make_tuple(0.0004314645176025647, 20, add(m, add(m, 22)), 48)"
rpart,167124,"make_tuple(0.0004259649506194825, 20, add(22, add(m, m)), 48)"
rpart,16,"make_tuple(0.0004314645176025647, 20, add(m, add(m, 22)), 48)"
rpart,146195,"make_tuple(0.000430853951896709, 20, add(m, 23), mul(m, 14))"
rpart,3560,"make_tuple(0.00043023551996023633, 19, add(mul(m, 5), 7), p)"
rpart,9981,"make_tuple(0.0004298382494324839, 22, mul(8, m), 41)"
svm,53,"make_tuple(5, truediv(mkd, xvar))"
svm,22,"make_tuple(5, truediv(mkd, xvar))"
svm,2073,"make_tuple(p, if_gt(0.2504399122228002, xvar, 0.036328042186458256, mkd))"
svm,18,"make_tuple(5, truediv(mkd, xvar))"
svm,9977,"make_tuple(p, if_gt(xvar, 0.25017821805465035, mkd, 0.03634445915165406))"
svm,28,"make_tuple(p, mkd)"
svm,6,"make_tuple(5, truediv(mkd, xvar))"
svm,3549,"make_tuple(11, max(truediv(mcp, po), mkd))"
svm,125922,"make_tuple(p, if_gt(0.2504399122228002, xvar, 0.036328042186458256, mkd))"
svm,146195,"make_tuple(p, mkd)"
svm,32,"make_tuple(p, if_gt(if_gt(p, 10, 0.03535674908780058, 749), mkd, mkd, 1.010500680551856))"
svm,3918,"make_tuple(p, if_gt(xvar, 0.25090408138907266, mkd, 0.036331152204590635))"
svm,9986,"make_tuple(5, truediv(mkd, xvar))"
svm,167141,"make_tuple(5, truediv(mkd, xvar))"
svm,3493,"make_tuple(5, truediv(mkd, xvar))"
svm,11,"make_tuple(5, truediv(mkd, xvar))"
svm,9976,"make_tuple(5, truediv(mkd, xvar))"
svm,168911,"make_tuple(p, if_gt(xvar, 0.25017821805465035, mkd, 0.03634445915165406))"
svm,3485,"make_tuple(5, truediv(mkd, xvar))"
svm,146800,"make_tuple(5, truediv(mkd, xvar))"
svm,190411,"make_tuple(p, mkd)"
svm,146818,"make_tuple(p, mkd)"
svm,14,"make_tuple(p, mkd)"
svm,43,"make_tuple(p, mkd)"
svm,2079,"make_tuple(p, mkd)"
svm,45,"make_tuple(p, mkd)"
svm,9910,"make_tuple(p, mkd)"
svm,168329,"make_tuple(p, mkd)"
svm,3893,"make_tuple(p, mkd)"
svm,10101,"make_tuple(p, mkd)"
svm,146821,"make_tuple(p, mkd)"
svm,9981,"make_tuple(p, mkd)"
svm,146817,"make_tuple(p, mkd)"
svm,14952,"make_tuple(p, mkd)"
svm,3560,"make_tuple(p, mkd)"
svm,9971,"make_tuple(p, mkd)"
svm,189927,"make_tuple(p, mkd)"
svm,3,"make_tuple(p, mkd)"
svm,146820,"make_tuple(p, mkd)"
svm,219,"make_tuple(p, mkd)"
svm,167119,"make_tuple(7, truediv(mkd, xvar))"
svm,168868,"make_tuple(truediv(13, xvar), if_gt(xvar, 0.26994691802220877, mkd, 0.028378323031197403))"
svm,2074,"make_tuple(7, truediv(mkd, xvar))"
svm,3021,"make_tuple(11, truediv(mkd, pow(xvar, 0.7496692262735588)))"
svm,9950,"make_tuple(11, truediv(mkd, pow(xvar, 0.7442223340505956)))"
svm,31,"make_tuple(11, truediv(mkd, pow(xvar, 0.7496692262735588)))"
svm,10090,"make_tuple(25, mkd)"
svm,14965,"make_tuple(11, truediv(mkd, pow(xvar, 0.7442223340505956)))"
svm,146822,"make_tuple(7, truediv(mkd, xvar))"
svm,9970,"make_tuple(7, truediv(mkd, xvar))"
svm,3913,"make_tuple(7, truediv(mkd, xvar))"
svm,9956,"make_tuple(7, truediv(mkd, xvar))"
svm,9985,"make_tuple(truediv(13, xvar), if_gt(xvar, 0.26994691802220877, mkd, 0.028378323031197403))"
svm,3917,"make_tuple(truediv(11, xvar), truediv(mkd, xvar))"
svm,10093,"make_tuple(7, truediv(mkd, xvar))"
svm,167125,"make_tuple(7, truediv(mkd, xvar))"
svm,15,"make_tuple(7, truediv(mkd, xvar))"
svm,145681,"make_tuple(7, truediv(mkd, xvar))"
svm,189928,"make_tuple(7, truediv(mkd, xvar))"
svm,9978,"make_tuple(7, truediv(mkd, xvar))"
svm,3902,"make_tuple(p, mkd)"
svm,125920,"make_tuple(35, truediv(mkd, xvar))"
svm,12,"make_tuple(p, mkd)"
svm,189924,"make_tuple(p, mkd)"
svm,167211,"make_tuple(12, truediv(mkd, pow(xvar, mcp)))"
svm,168910,"make_tuple(p, mkd)"
svm,14954,"make_tuple(p, mkd)"
svm,167140,"make_tuple(p, if_gt(0.2505095337427554, xvar, 0.03629134725736104, mkd))"
svm,146212,"make_tuple(p, mkd)"
svm,168909,"make_tuple(p, mkd)"
svm,146824,"make_tuple(p, mkd)"
svm,146819,"make_tuple(p, mkd)"
svm,3907,"make_tuple(p, mkd)"
svm,9960,"make_tuple(p, mkd)"
svm,23,"make_tuple(35, truediv(mkd, xvar))"
svm,3510,"make_tuple(p, mkd)"
svm,9957,"make_tuple(if_gt(0.9111696607652888, rc, 8, 71), truediv(mkd, xvar))"
svm,37,"make_tuple(if_gt(20, p, 83, 5), truediv(mkd, xvar))"
svm,168336,"make_tuple(p, mkd)"
svm,10106,"make_tuple(p, mkd)"
svm,41,"make_tuple(11, truediv(mkd, 0.5624740982261097))"
svm,16,"make_tuple(12, truediv(mkd, pow(xvar, 0.5125931937746473)))"
svm,58,"make_tuple(if_gt(pow(mkd, xvar), 0.36264294773826966, n, 11), mkd)"
svm,24,"make_tuple(11, if_gt(xvar, 0.2816491226303543, if_gt(mkd, 0.03969447517953291, mcp, mkd), 0.050765575334809604))"
svm,3904,"make_tuple(if_gt(1, rc, p, 676), mkd)"
svm,146607,"make_tuple(if_gt(1, rc, p, 676), mkd)"
svm,49,"make_tuple(if_gt(1, rc, p, if_gt(m, 2, 36, 2992)), mkd)"
svm,14970,"make_tuple(11, add(mkd, mul(0.026979909151010728, rc)))"
svm,3512,"make_tuple(11, if_gt(rc, 0.5122231171577422, 0.027331537959257326, mkd))"
svm,9952,"make_tuple(12, truediv(mkd, pow(xvar, 0.5121803307380067)))"
svm,125921,"make_tuple(if_gt(106, po, p, 6), if_gt(0.2793282826869607, xvar, 0.0506099429200278, mkd))"
svm,7592,"make_tuple(if_gt(1, if_gt(0.23952815827178794, mkd, rc, 77), 11, 19470), mkd)"
svm,9964,"make_tuple(11, add(mkd, mul(0.026979909151010728, rc)))"
svm,3561,"make_tuple(if_gt(pow(mkd, xvar), 0.36264294773826966, n, 11), mkd)"
svm,3022,"make_tuple(12, truediv(mkd, pow(xvar, 0.5121803307380067)))"
svm,14969,"make_tuple(11, if_gt(0.015053348691547452, xvar, 0.1813187985657192, truediv(mkd, 0.5627051699507716)))"
svm,9946,"make_tuple(if_gt(106, po, p, 6), if_gt(0.2793282826869607, xvar, 0.0506099429200278, mkd))"
