algorithm,task,expression
svm,146800,"make_tuple(min(truediv(max(if_gt(p, 808, 2, add(2, m)), 5), mcp), po), truediv(mkd, add(xvar, if_gt(mkd, 0.014679533584859942, sub(if_gt(mcp, 0.28605089205886886, 0.0017999954822621865, mcp), 0.06894257634621663), xvar))))"
svm,190411,"make_tuple(max(if_gt(mkd, 0.23666584003761273, truediv(n, 0.0007515367923285956), if_gt(679, n, 66, 5)), min(p, mul(m, add(0.5813419534767555, min(4, m))))), truediv(mkd, max(xvar, 0.0004359553001912531)))"
svm,146818,"make_tuple(if_gt(xvar, 0.27690541750264397, add(pow(po, add(mul(3, mkd), 0.5489032862575246)), min(m, p)), 46), add(truediv(add(add(mkd, mkd), add(pow(rc, 32), min(mcp, 0.1305947286310872))), po), mkd))"
svm,14,"make_tuple(max(truediv(if_gt(8, po, max(168, m), sub(m, xvar)), add(0.24146415419195716, mkd)), pow(51, rc)), truediv(mkd, pow(add(xvar, 0.001121179539294604), pow(rc, 11))))"
svm,43,"make_tuple(if_gt(mkd, 0.07148736370366278, 3, truediv(11, min(pow(0.18562114436315505, rc), mcp))), truediv(mkd, pow(add(xvar, 0.001006904136901759), pow(rc, 12))))"
svm,2079,"make_tuple(if_gt(p, m, mul(if_gt(sub(po, 6), mcp, m, 146), add(0.3895569694748523, m)), 5), truediv(mkd, add(xvar, min(xvar, truediv(0.020562253075738876, mcp)))))"
svm,45,"make_tuple(if_gt(p, m, mul(if_gt(sub(po, 6), mcp, m, 146), add(0.3895569694748523, m)), 5), truediv(mkd, add(xvar, min(xvar, truediv(0.020562253075738876, mcp)))))"
svm,9910,"make_tuple(if_gt(p, m, mul(if_gt(sub(po, 6), mcp, m, 146), add(0.3895569694748523, m)), 5), truediv(mkd, add(xvar, min(xvar, truediv(0.020562253075738876, mcp)))))"
svm,168329,"make_tuple(if_gt(p, m, mul(if_gt(sub(po, 6), mcp, m, 146), add(0.3895569694748523, m)), 5), truediv(mkd, add(xvar, min(xvar, truediv(0.020562253075738876, mcp)))))"
svm,3893,"make_tuple(max(truediv(if_gt(8, po, max(148, m), m), add(0.24146415419195716, mkd)), pow(51, rc)), truediv(mkd, pow(add(xvar, 0.001121179539294604), pow(rc, 11))))"
svm,10101,"make_tuple(mul(max(m, pow(17, rc)), if_gt(po, m, if_gt(mcp, mkd, m, n), 0.5898148774965425)), truediv(truediv(mkd, 0.6395376074886829), if_gt(n, add(530, po), xvar, 143)))"
svm,146821,"make_tuple(max(if_gt(mkd, 0.23666584003761273, truediv(n, 0.0007515367923285956), if_gt(679, n, 66, 5)), min(p, mul(m, add(0.5813419534767555, min(4, m))))), truediv(mkd, max(xvar, 0.0004359553001912531)))"
svm,9981,"make_tuple(max(if_gt(mkd, 0.23666584003761273, truediv(n, 0.0007515367923285956), if_gt(679, n, 66, 5)), min(p, mul(m, add(0.5813419534767555, min(4, m))))), truediv(mkd, max(xvar, 0.0004359553001912531)))"
svm,146817,"make_tuple(mul(max(m, pow(17, rc)), if_gt(po, m, if_gt(mcp, mkd, m, n), 0.5898148774965425)), truediv(truediv(mkd, 0.6395376074886829), if_gt(n, add(530, po), xvar, 143)))"
svm,14952,"make_tuple(mul(max(m, pow(17, rc)), if_gt(po, m, if_gt(mcp, mkd, m, n), 0.5898148774965425)), truediv(truediv(mkd, 0.6395376074886829), if_gt(n, add(530, po), xvar, 143)))"
svm,3560,"make_tuple(max(truediv(if_gt(8, po, max(168, m), sub(m, xvar)), add(0.24146415419195716, mkd)), pow(51, rc)), truediv(mkd, pow(add(xvar, 0.001121179539294604), pow(rc, 11))))"
svm,9971,"make_tuple(if_gt(p, m, mul(if_gt(sub(po, 6), mcp, m, 146), add(0.3895569694748523, m)), 5), truediv(mkd, add(xvar, min(xvar, truediv(0.020562253075738876, mcp)))))"
svm,189927,"make_tuple(max(truediv(if_gt(8, po, max(168, m), sub(m, xvar)), add(0.24146415419195716, mkd)), pow(51, rc)), truediv(mkd, pow(add(xvar, 0.001121179539294604), pow(rc, 11))))"
svm,3,"make_tuple(if_gt(xvar, 0.27690541750264397, add(pow(po, add(mul(3, mkd), 0.5489032862575246)), min(m, p)), 46), add(truediv(add(add(mkd, mkd), add(pow(rc, 32), min(mcp, 0.1305947286310872))), po), mkd))"
svm,146820,"make_tuple(max(5, if_gt(8, po, 165, truediv(po, sub(mul(mcp, 5), truediv(mkd, 0.2202301315081945))))), truediv(if_gt(mkd, 0.11132427376941108, mcp, mkd), pow(xvar, 0.9079834898292994)))"
svm,219,"make_tuple(max(5, if_gt(8, po, 165, truediv(po, sub(mul(mcp, 5), truediv(mkd, 0.2202301315081945))))), truediv(if_gt(mkd, 0.11132427376941108, mcp, mkd), pow(xvar, 0.9079834898292994)))"
svm,3902,"make_tuple(max(min(p, 14), if_gt(if_gt(po, 13, p, 683), n, mul(n, 275), mul(if_gt(mkd, 0.23446412450283302, 380, truediv(0.008050449053961253, xvar)), p))), truediv(mkd, pow(min(sub(0.5790192733211306, mkd), xvar), mcp)))"
svm,125920,"make_tuple(add(truediv(add(7, mkd), pow(truediv(0.07807531509407219, mcp), pow(rc, mul(107, xvar)))), mkd), truediv(mkd, pow(truediv(add(0.0037128671395081176, xvar), 4), mcp)))"
svm,12,"make_tuple(truediv(8, xvar), truediv(mkd, add(pow(pow(if_gt(29, p, 0.0025102485646248457, xvar), mcp), mcp), if_gt(5, if_gt(po, p, 0.0012513791207220226, po), mcp, min(mkd, 0.08576141833847656)))))"
svm,189924,"make_tuple(if_gt(mkd, mcp, mul(334, p), truediv(11, xvar)), truediv(mkd, if_gt(po, m, xvar, 3)))"
svm,167211,"make_tuple(add(truediv(add(7, mkd), pow(truediv(0.07807531509407219, mcp), pow(rc, mul(107, xvar)))), mkd), truediv(mkd, pow(truediv(add(0.0037128671395081176, xvar), 4), mcp)))"
svm,168910,"make_tuple(if_gt(truediv(po, add(0.07255171160146137, rc)), n, mul(n, n), 27), max(sub(mkd, 0.00027760853591490283), truediv(mcp, add(if_gt(mul(mcp, 32), p, rc, add(rc, po)), 2))))"
svm,14954,"make_tuple(if_gt(truediv(po, add(0.07255171160146137, rc)), n, mul(n, n), 27), max(sub(mkd, 0.00027760853591490283), truediv(mcp, add(if_gt(mul(mcp, 32), p, rc, add(rc, po)), 2))))"
svm,167140,"make_tuple(add(truediv(add(7, mkd), pow(truediv(0.07807531509407219, mcp), pow(rc, mul(107, xvar)))), mkd), truediv(mkd, pow(truediv(add(0.0037128671395081176, xvar), 4), mcp)))"
svm,146212,"make_tuple(if_gt(min(14, p), if_gt(pow(mkd, xvar), 0.3019455661600444, 0.006312152454534333, po), sub(mul(mul(max(mcp, xvar), mul(po, n)), if_gt(xvar, mul(0.35695638594669205, mcp), mkd, 1)), po), 6), if_gt(0.6336282313407731, xvar, 0.027429213592732395, mkd))"
svm,168909,"make_tuple(if_gt(truediv(po, add(0.07255171160146137, rc)), n, mul(n, n), 27), max(sub(mkd, 0.00027760853591490283), truediv(mcp, add(if_gt(mul(mcp, 32), p, rc, add(rc, po)), 2))))"
svm,146824,"make_tuple(if_gt(mkd, 0.36235435224006224, mul(637, n), truediv(8, xvar)), add(min(truediv(mkd, xvar), pow(mcp, 4)), mkd))"
svm,146819,"make_tuple(if_gt(truediv(po, add(0.07255171160146137, rc)), n, mul(n, n), 27), max(sub(mkd, 0.00027760853591490283), truediv(mcp, add(if_gt(mul(mcp, 32), p, rc, add(rc, po)), 2))))"
svm,3907,"make_tuple(truediv(8, xvar), truediv(mkd, add(pow(pow(if_gt(29, p, 0.0025102485646248457, xvar), mcp), mcp), if_gt(5, if_gt(po, p, 0.0012513791207220226, po), mcp, min(mkd, 0.08576141833847656)))))"
svm,9960,"make_tuple(if_gt(truediv(po, add(0.07255171160146137, rc)), n, mul(n, n), 27), max(sub(mkd, 0.00027760853591490283), truediv(mcp, add(if_gt(mul(mcp, 32), p, rc, add(rc, po)), 2))))"
svm,23,"make_tuple(if_gt(mkd, 0.2540704781059291, mul(473, po), truediv(8, xvar)), add(min(truediv(mkd, max(xvar, 0.008096016621204866)), pow(mcp, m)), mkd))"
svm,3510,"make_tuple(if_gt(truediv(po, add(0.07255171160146137, rc)), n, mul(n, n), 27), max(sub(mkd, 0.00027760853591490283), truediv(mcp, add(if_gt(mul(mcp, 32), p, rc, add(rc, po)), 2))))"
svm,9957,"make_tuple(if_gt(mkd, 0.36235435224006224, mul(637, n), truediv(8, xvar)), add(min(truediv(mkd, xvar), pow(mcp, 4)), mkd))"
svm,37,"make_tuple(add(truediv(add(7, mkd), pow(truediv(0.07807531509407219, mcp), pow(rc, mul(107, xvar)))), mkd), truediv(mkd, pow(truediv(add(0.0037128671395081176, xvar), 4), mcp)))"
svm,168336,"make_tuple(if_gt(min(14, p), if_gt(pow(mkd, xvar), 0.3019455661600444, 0.006312152454534333, po), sub(mul(mul(max(mcp, xvar), mul(po, n)), if_gt(xvar, mul(0.35695638594669205, mcp), mkd, 1)), po), 6), if_gt(0.6336282313407731, xvar, 0.027429213592732395, mkd))"
svm,10106,"make_tuple(if_gt(mkd, 0.36235435224006224, mul(637, n), truediv(8, xvar)), add(min(truediv(mkd, xvar), pow(mcp, 4)), mkd))"
svm,167119,"make_tuple(truediv(mul(12, max(mcp, xvar)), xvar), min(mul(pow(truediv(mcp, 0.5273918757142466), pow(rc, m)), truediv(mkd, xvar)), 0.15644937105312617))"
svm,168868,"make_tuple(truediv(13, pow(xvar, pow(rc, 68))), if_gt(po, m, max(mkd, truediv(expit(xvar), mul(p, xvar))), 0.02379997931553442))"
svm,2074,"make_tuple(truediv(mul(12, max(mcp, xvar)), xvar), min(mul(pow(truediv(mcp, 0.5273918757142466), pow(rc, m)), truediv(mkd, xvar)), 0.15644937105312617))"
svm,3021,"make_tuple(truediv(8, add(0.0029356646744983068, xvar)), truediv(mkd, pow(max(0.002852380097516931, if_gt(if_gt(1, rc, 0.10984761623469226, 0.0013579530977950777), mkd, xvar, 0.05345447960754693)), mcp)))"
svm,9950,"make_tuple(truediv(8, xvar), truediv(mkd, pow(pow(max(xvar, 0.01157331081386909), add(rc, xvar)), if_gt(5, po, 0.004052140386638343, add(0.3008656907053035, mcp)))))"
svm,31,"make_tuple(12, add(mul(0.00906590484351602, pow(add(min(mcp, 0.6242422155749119), rc), m)), if_gt(if_gt(m, 2, po, if_gt(p, 4, mul(0.08753866232574505, xvar), 12)), mkd, mkd, truediv(3, xvar))))"
svm,10090,"make_tuple(truediv(8, add(0.0029356646744983068, xvar)), truediv(mkd, pow(max(0.002852380097516931, if_gt(if_gt(1, rc, 0.10984761623469226, 0.0013579530977950777), mkd, xvar, 0.05345447960754693)), mcp)))"
svm,14965,"make_tuple(7, add(mul(0.00906590484351602, pow(add(mcp, rc), m)), if_gt(if_gt(m, 2, 7, if_gt(po, 4, mul(0.10063405498510734, xvar), 3)), mkd, mkd, 5)))"
svm,146822,"make_tuple(truediv(8, add(0.0029356646744983068, xvar)), truediv(mkd, pow(max(0.002852380097516931, if_gt(if_gt(1, rc, 0.10984761623469226, 0.0013579530977950777), mkd, xvar, 0.05345447960754693)), mcp)))"
svm,9970,"make_tuple(34, truediv(if_gt(po, p, pow(0.027582532554167642, mcp), if_gt(max(m, po), 10, 0.6301978703626063, mcp)), sub(max(6, po), add(mcp, mcp))))"
svm,3913,"make_tuple(if_gt(truediv(if_gt(m, p, mkd, m), mcp), mul(mcp, 10), 12, if_gt(pow(xvar, rc), 0.26680117996985037, 7, if_gt(539, n, 0.16737143057234055, n))), add(truediv(mul(mkd, 0.266145440749937), xvar), mkd))"
svm,9956,"make_tuple(truediv(8, xvar), truediv(mkd, pow(min(pow(max(xvar, 0.01157331081386909), add(rc, xvar)), rc), mul(if_gt(6, po, 0.003914706028365264, add(0.3008656907053035, mcp)), rc))))"
svm,9985,"make_tuple(if_gt(0.9967726300509542, rc, add(sub(7, rc), sub(mul(mcp, sub(xvar, rc)), rc)), if_gt(5, m, n, 0.9082835034983515)), truediv(min(mkd, 0.18178597221850748), add(mul(xvar, 0.8766069088806445), 0.0038581168820534437)))"
svm,3917,"make_tuple(if_gt(truediv(m, mcp), mul(mcp, 9), 12, if_gt(pow(xvar, rc), 0.2600884352963781, 8, if_gt(506, n, 0.17078586888207387, 1040))), add(truediv(mul(mkd, 0.26609260366875015), xvar), mkd))"
svm,10093,"make_tuple(truediv(mul(12, max(mcp, xvar)), xvar), min(mul(pow(truediv(mcp, 0.5273918757142466), pow(rc, m)), truediv(mkd, xvar)), 0.15644937105312617))"
svm,167125,"make_tuple(truediv(13, pow(xvar, add(pow(rc, 84), mkd))), if_gt(po, m, max(mkd, truediv(expit(pow(xvar, po)), mul(p, add(0.001214508209025367, xvar)))), 0.023868846399771347))"
svm,15,"make_tuple(34, truediv(if_gt(po, p, pow(0.027582532554167642, mcp), if_gt(max(m, po), 10, 0.6301978703626063, mcp)), sub(max(6, po), add(mcp, mcp))))"
svm,145681,"make_tuple(truediv(8, xvar), truediv(mkd, pow(min(pow(max(xvar, 0.01157331081386909), add(rc, xvar)), rc), mul(if_gt(6, po, 0.003914706028365264, add(0.3008656907053035, mcp)), rc))))"
svm,189928,"make_tuple(truediv(8, add(0.0029356646744983068, xvar)), truediv(mkd, pow(max(0.002852380097516931, if_gt(if_gt(1, rc, 0.10984761623469226, 0.0013579530977950777), mkd, xvar, 0.05345447960754693)), mcp)))"
svm,9978,"make_tuple(if_gt(0.9967726300509542, rc, add(sub(7, rc), sub(mul(mcp, sub(xvar, rc)), rc)), if_gt(5, m, n, 0.9082835034983515)), truediv(min(mkd, 0.18178597221850748), add(mul(xvar, 0.8766069088806445), 0.0038581168820534437)))"
svm,41,"make_tuple(if_gt(min(mcp, pow(mkd, xvar)), 0.3908774209802916, mul(n, n), 6), truediv(if_gt(0.06902761287570011, mul(mkd, mcp), mkd, mcp), truediv(pow(xvar, add(rc, pow(xvar, rc))), add(mcp, xvar))))"
svm,16,"make_tuple(if_gt(1, rc, if_gt(po, 100, if_gt(po, n, n, 10), p), if_gt(m, 2, 36, 3228)), mkd)"
svm,58,"make_tuple(if_gt(1, rc, if_gt(po, 100, if_gt(po, n, n, 10), p), if_gt(m, 2, 36, 3228)), mkd)"
svm,24,"make_tuple(if_gt(81, po, max(12, mul(p, 0.11050709552322399)), pow(mul(p, 595), xvar)), if_gt(0.01557346031096896, xvar, 0.13352273967846445, truediv(mkd, pow(0.4263929584715783, mcp))))"
svm,3904,"make_tuple(if_gt(if_gt(0.05050038759586198, min(xvar, mcp), m, mkd), 0.28672765272505873, mul(n, n), if_gt(0.27532616397076304, xvar, mul(mcp, 1010), 11)), mkd)"
svm,146607,"make_tuple(add(truediv(0.6495280621275228, xvar), if_gt(sub(if_gt(po, n, 0.221919431507266, m), 1), if_gt(0.4508241606811962, mkd, rc, 2), 10, mul(n, n))), add(mkd, mul(0.026976027650395622, if_gt(rc, sub(0.03083116902976046, mcp), rc, neg(0.06150883968997445)))))"
svm,49,"make_tuple(add(truediv(0.6495280621275228, xvar), if_gt(sub(if_gt(po, n, 0.221919431507266, m), 1), if_gt(0.4508241606811962, mkd, rc, 2), 10, mul(n, n))), add(mkd, mul(0.026976027650395622, if_gt(rc, sub(0.03083116902976046, mcp), rc, neg(0.06150883968997445)))))"
svm,14970,"make_tuple(add(truediv(0.6495280621275228, xvar), if_gt(sub(if_gt(po, n, 0.221919431507266, m), 1), if_gt(0.4508241606811962, mkd, rc, 2), 10, mul(n, n))), add(mkd, mul(0.026976027650395622, if_gt(rc, sub(0.03083116902976046, mcp), rc, neg(0.06150883968997445)))))"
svm,3512,"make_tuple(max(pow(if_gt(0.2643499924455078, mkd, if_gt(p, m, pow(n, 0.03972175551779221), 0.13085640827527292), n), m), 12), truediv(mkd, pow(xvar, max(0.512631295926041, mcp))))"
svm,9952,"make_tuple(mul(m, if_gt(if_gt(xvar, mcp, 0.21368927978898886, 0.026733826764222514), mkd, min(p, m), mul(666, n))), if_gt(rc, 0.05087356508527707, 0.033037911147063295, mkd))"
svm,125921,"make_tuple(if_gt(if_gt(p, n, 51, po), min(372, p), m, p), if_gt(xvar, 0.2816491226303543, if_gt(mkd, if_gt(mcp, xvar, 0.02978645678734182, 0.10821525195439846), 0.5194138425761924, mkd), 0.050617450214944126))"
svm,7592,"make_tuple(if_gt(if_gt(0.05050038759586198, min(xvar, mcp), m, mkd), 0.28672765272505873, mul(n, n), if_gt(0.27532616397076304, xvar, mul(mcp, 1010), 11)), mkd)"
svm,9964,"make_tuple(add(truediv(0.6495280621275228, xvar), if_gt(sub(if_gt(po, n, 0.221919431507266, m), 1), if_gt(0.4508241606811962, mkd, rc, 2), 10, mul(n, n))), add(mkd, mul(0.026976027650395622, if_gt(rc, sub(0.03083116902976046, mcp), rc, neg(0.06150883968997445)))))"
svm,3561,"make_tuple(if_gt(min(mcp, pow(mkd, xvar)), 0.3908774209802916, mul(n, n), 6), truediv(if_gt(0.06902761287570011, mul(mkd, mcp), mkd, mcp), truediv(pow(xvar, add(rc, pow(xvar, rc))), add(mcp, xvar))))"
svm,3022,"make_tuple(if_gt(81, po, max(12, mul(p, 0.11050709552322399)), pow(mul(p, 595), xvar)), if_gt(0.01557346031096896, xvar, 0.13352273967846445, truediv(mkd, pow(0.4263929584715783, mcp))))"
svm,14969,"make_tuple(if_gt(min(mcp, pow(mkd, xvar)), 0.3908774209802916, mul(n, n), 6), truediv(if_gt(0.11146596718486625, mkd, mkd, mcp), truediv(xvar, add(mcp, xvar))))"
svm,9946,"make_tuple(if_gt(min(mcp, pow(mkd, xvar)), 0.4209534401819168, mul(400, po), 6), truediv(if_gt(0.07487717632102271, mul(mkd, mcp), mkd, pow(mcp, mcp)), truediv(pow(xvar, add(rc, pow(xvar, rc))), add(mcp, xvar))))"
svm,168912,"make_tuple(if_gt(81, po, max(12, mul(p, 0.11050709552322399)), pow(mul(p, 595), xvar)), if_gt(0.01557346031096896, xvar, 0.13352273967846445, truediv(mkd, pow(0.4263929584715783, mcp))))"
svm,34539,"make_tuple(add(truediv(0.6495280621275228, xvar), if_gt(sub(if_gt(po, n, 0.221919431507266, m), 1), if_gt(0.4508241606811962, mkd, rc, 2), 10, mul(n, n))), add(mkd, mul(0.026976027650395622, if_gt(rc, sub(0.03083116902976046, mcp), rc, neg(0.06150883968997445)))))"
svm,29,"make_tuple(if_gt(min(mcp, pow(mkd, xvar)), 0.4000323043836033, mul(55, n), 7), truediv(if_gt(0.06998914738624325, mul(mkd, mcp), mkd, 0.77254063889926), truediv(xvar, add(mcp, xvar))))"
