algorithm,task,expression
rpart,3913,"make_tuple(sub(0.0006717697218048544, rc), 21, add(add(m, 21), m), 55)"
rpart,167119,"make_tuple(mul(xvar, if_gt(315, mul(n, mcp), 0.01920245484480012, 0.0006540382996377848)), 21, 22, 102)"
rpart,14952,"make_tuple(sub(if_gt(mcp, 0.020732848289049248, 0.0006957069181203861, 18), rc), 21, sub(43, truediv(mcp, 0.03464172052882905)), 48)"
rpart,9910,"make_tuple(sub(0.0006715761740092171, rc), 21, add(mul(add(xvar, xvar), m), 21), 55)"
rpart,7592,"make_tuple(if_gt(mul(306, m), n, 0.016985940208096552, mul(0.0006521301380357626, xvar)), 21, 22, 102)"
rpart,9950,"make_tuple(sub(0.0006821400183700975, rc), 21, add(m, 29), 55)"
rpart,125920,"make_tuple(if_gt(mcp, 0.02140468060657212, sub(0.000687755341247849, mul(mkd, max(rc, 0.00962782059161818))), 0.01697217102959347), 21, 39, 64)"
rpart,3485,"make_tuple(sub(0.0006719707233204211, rc), 21, add(22, if_gt(0.99763801715875, rc, add(m, m), mkd)), 52)"
rpart,9960,"make_tuple(sub(0.0006719707233204211, rc), 21, add(22, if_gt(0.99763801715875, rc, add(m, m), mkd)), 52)"
rpart,3573,"make_tuple(sub(if_gt(mcp, 0.020732848289049248, 0.0006957069181203861, 18), rc), 21, sub(43, truediv(mcp, 0.03464172052882905)), 48)"
rpart,190411,"make_tuple(if_gt(mcp, 0.02140468060657212, sub(0.000687755341247849, mul(mkd, max(rc, 0.00962782059161818))), 0.01697217102959347), 21, 39, 64)"
rpart,146607,"make_tuple(mul(xvar, if_gt(315, mul(n, mcp), 0.01920245484480012, 0.0006540382996377848)), 21, 22, 102)"
rpart,167125,"make_tuple(sub(0.0006715761740092171, rc), 21, add(mul(add(xvar, xvar), m), 21), 55)"
rpart,3022,"make_tuple(sub(0.0006717697218048544, rc), 21, add(add(m, 21), m), 55)"
rpart,9964,"make_tuple(sub(0.0006719707233204211, rc), 21, add(22, if_gt(0.99763801715875, rc, add(m, m), mkd)), 52)"
rpart,31,"make_tuple(mul(xvar, if_gt(315, mul(n, mcp), 0.01920245484480012, 0.0006540382996377848)), 21, 22, 102)"
rpart,3904,"make_tuple(0.0005290084232420217, 19, add(add(23, m), m), 48)"
rpart,3549,"make_tuple(if_gt(n, mul(356, m), 0.0006740819757765255, 0.019111369178686582), 21, 23, 48)"
rpart,12,"make_tuple(0.0005295685205720933, 19, add(m, add(m, 23)), 48)"
rpart,125922,"make_tuple(mul(if_gt(mul(n, 0.06754319818814535), 334, xvar, m), 0.0006518514832873219), 23, 39, 63)"
rpart,3893,"make_tuple(0.000529282923137835, 19, add(add(23, m), m), 48)"
rpart,168909,"make_tuple(if_gt(mul(379, m), n, 0.01924290014209576, 0.0005246246302159365), 19, 22, 51)"
rpart,14970,"make_tuple(0.0005243571662893417, 19, add(if_gt(rc, 0.9940440032815572, 13, 36), m), 41)"
rpart,9957,"make_tuple(0.0005243571662893417, 19, add(if_gt(rc, 0.9940440032815572, 13, 36), m), 41)"
rpart,167211,"make_tuple(0.000529282923137835, 19, add(add(23, m), m), 48)"
rpart,168911,"make_tuple(0.0005289708136392603, 19, add(add(m, 23), m), 48)"
rpart,168335,"make_tuple(0.0005290084232420217, 19, add(add(23, m), m), 48)"
rpart,168330,"make_tuple(0.0005295685205720933, 19, add(m, add(m, 23)), 48)"
rpart,3917,"make_tuple(sub(0.0006840188020116405, mul(add(rc, 0.009827492863863346), mkd)), 23, add(36, m), 72)"
rpart,167141,"make_tuple(0.0005289708136392603, 19, add(add(m, 23), m), 48)"
rpart,24,"make_tuple(sub(0.0006840188020116405, mul(add(rc, 0.009827492863863346), mkd)), 23, add(36, m), 72)"
rpart,168868,"make_tuple(0.0005290084232420217, 19, add(add(23, m), m), 48)"
rpart,9956,"make_tuple(0.0005295685205720933, 19, add(m, add(m, 23)), 48)"
rpart,45,"make_tuple(0.0005243571662893417, 19, add(if_gt(rc, 0.9940440032815572, 13, 36), m), 41)"
rpart,168337,"make_tuple(0.0005290084232420217, 19, add(add(23, m), m), 48)"
rpart,146822,"make_tuple(mul(if_gt(mul(n, 0.06754319818814535), 334, xvar, m), 0.0006518514832873219), 23, 39, 63)"
rpart,3510,"make_tuple(min(mul(0.009699758893367782, pow(0.002998389371522635, mcp)), 0.0017095330686188893), 12, 18, if_gt(0.9942958848956308, rc, 123, po))"
rpart,146825,"make_tuple(sub(0.0007058955665952357, rc), 12, 18, mul(xvar, 184))"
rpart,14,"make_tuple(sub(0.0006721262064481598, if_gt(mcp, 0.5063010443149337, mkd, rc)), 21, add(add(m, 23), m), 52)"
rpart,53,"make_tuple(mul(if_gt(424, sub(n, 1638), 0.017337628215935402, 0.0007751270895747592), sub(1, mcp)), 21, 22, 51)"
rpart,37,"make_tuple(sub(0.0007058955665952357, rc), 12, 18, mul(xvar, 184))"
rpart,58,"make_tuple(mul(if_gt(424, sub(n, 1638), 0.017337628215935402, 0.0007751270895747592), sub(1, mcp)), 21, 22, 51)"
rpart,167120,"make_tuple(mul(sub(0.9189092801364759, mcp), 0.0009128346949280671), 12, 18, mul(if_gt(0.24730905359541802, xvar, xvar, 15), p))"
rpart,168336,"make_tuple(sub(0.000705699754372043, rc), 12, 18, mul(xvar, 193))"
rpart,3902,"make_tuple(min(mul(0.009699758893367782, pow(0.002998389371522635, mcp)), 0.0017095330686188893), 12, 18, if_gt(0.9942958848956308, rc, 123, po))"
rpart,146821,"make_tuple(mul(if_gt(215, mul(mcp, n), 33, xvar), 0.0005207853627179491), 21, add(27, m), 55)"
rpart,168332,"make_tuple(mul(0.0006209958947521353, xvar), 21, add(m, add(m, 23)), 52)"
rpart,9985,"make_tuple(mul(xvar, 0.0005294587667074139), 21, add(m, add(23, m)), 52)"
rpart,146824,"make_tuple(mul(if_gt(424, sub(n, 1638), 0.017337628215935402, 0.0007751270895747592), sub(1, mcp)), 21, 22, 51)"
rpart,14969,"make_tuple(0.0007058300571439772, 12, 18, if_gt(0.4539908637268382, mcp, 113, 43))"
rpart,3561,"make_tuple(sub(0.000705699754372043, rc), 12, 18, mul(xvar, 193))"
rpart,9971,"make_tuple(mul(if_gt(424, sub(n, 1638), 0.017337628215935402, 0.0007751270895747592), sub(1, mcp)), 21, 22, 51)"
rpart,189928,"make_tuple(mul(xvar, 0.0005294587667074139), 21, add(m, add(23, m)), 52)"
rpart,3,"make_tuple(min(mul(0.009699758893367782, pow(0.002998389371522635, mcp)), 0.0017095330686188893), 12, 18, if_gt(0.9942958848956308, rc, 123, po))"
rpart,168331,"make_tuple(min(mul(0.009699758893367782, pow(0.002998389371522635, mcp)), 0.0017095330686188893), 12, 18, if_gt(0.9942958848956308, rc, 123, po))"
rpart,9946,"make_tuple(min(mul(0.009699758893367782, pow(0.002998389371522635, mcp)), 0.0017095330686188893), 12, 18, if_gt(0.9942958848956308, rc, 123, po))"
rpart,167121,"make_tuple(0.0004288627837314655, 23, add(17, mul(m, 4)), 46)"
rpart,168339,"make_tuple(0.0004314645176025647, 20, add(m, add(m, 22)), 48)"
rpart,28,"make_tuple(0.0004288627837314655, 23, add(17, mul(m, 4)), 46)"
rpart,3512,"make_tuple(0.0004298382494324839, 22, mul(8, m), 41)"
rpart,219,"make_tuple(0.0004298382494324839, 22, mul(8, m), 41)"
rpart,43,"make_tuple(0.00042590906307253296, 22, mul(8, m), 41)"
rpart,10101,"make_tuple(0.0004298382494324839, 22, mul(8, m), 41)"
rpart,146606,"make_tuple(0.0004288627837314655, 23, add(17, mul(m, 4)), 46)"
rpart,168329,"make_tuple(0.00042580188905419155, 20, add(m, add(m, 22)), 48)"
rpart,9970,"make_tuple(0.0004259649506194825, 20, add(22, add(m, m)), 48)"
rpart,10090,"make_tuple(0.0004314645176025647, 20, add(m, add(m, 22)), 48)"
rpart,9952,"make_tuple(0.00042590906307253296, 22, mul(8, m), 41)"
rpart,9986,"make_tuple(0.0004314645176025647, 20, add(m, add(m, 22)), 48)"
rpart,10093,"make_tuple(if_gt(33, m, 0, 0.010283873683816029), 14, add(m, 36), 56)"
rpart,146817,"make_tuple(if_gt(33, m, 0, 0.010283873683816029), 14, add(m, 36), 56)"
rpart,167124,"make_tuple(0.0004288627837314655, 23, add(17, mul(m, 4)), 46)"
rpart,16,"make_tuple(0.00042723991083248695, 22, mul(m, 8), 41)"
rpart,146195,"make_tuple(0.00042590906307253296, 22, mul(8, m), 41)"
rpart,3560,"make_tuple(0.00042590075969497587, 20, add(add(22, m), m), 48)"
rpart,9981,"make_tuple(0.0004298382494324839, 22, mul(8, m), 41)"
