algorithm,task,expression
knn,7592,"make_tuple(if_gt(if_gt(m, 6, p, m), if_gt(m, po, 0.01108591632462121, 106), 171, mul(add(56, truediv(pow(0.4320616087371323, mcp), xvar)), mcp)), 47, 625, 666)"
knn,168330,"make_tuple(max(truediv(p, 14), add(sub(add(24, add(0.029924496289045272, xvar)), if_gt(po, m, add(22, rc), sub(0.001261117658455052, p))), pow(mul(truediv(p, mkd), m), mcp))), 58, n, 172)"
knn,49,"make_tuple(add(pow(add(mul(xvar, m), mcp), xvar), mul(if_gt(add(add(0.21085056242289077, mcp), mcp), 0.6742267039414387, m, truediv(if_gt(11, po, 19, 0.014329885774072562), xvar)), p)), 47, n, 768)"
knn,9964,"make_tuple(truediv(max(16, m), if_gt(mul(0.6054106439657092, xvar), if_gt(if_gt(mcp, mkd, 672, mkd), po, mcp, 297), pow(if_gt(mkd, rc, xvar, 785), truediv(mkd, 0.0648090096672674)), 0.012779664002278947)), 46, 554, 207)"
knn,9910,"make_tuple(if_gt(po, 609, po, add(if_gt(m, po, 210, pow(6, xvar)), pow(mul(mul(p, m), p), mcp))), 45, truediv(n, 6), 718)"
knn,168335,"make_tuple(add(pow(add(mul(xvar, m), mcp), xvar), mul(if_gt(add(add(0.21085056242289077, mcp), mcp), 0.6742267039414387, m, truediv(if_gt(11, po, 19, 0.014329885774072562), xvar)), p)), 47, n, 768)"
knn,3907,"make_tuple(if_gt(if_gt(m, 6, p, m), if_gt(m, po, 0.01108591632462121, 106), 171, mul(add(56, truediv(pow(0.4320616087371323, mcp), xvar)), mcp)), 47, 625, 666)"
knn,3,"make_tuple(if_gt(po, 609, po, add(if_gt(m, po, 210, pow(6, xvar)), pow(mul(mul(p, m), p), mcp))), 45, truediv(n, 6), 718)"
knn,125920,"make_tuple(if_gt(if_gt(m, 6, p, m), if_gt(m, po, 0.01108591632462121, 106), 171, mul(add(56, truediv(pow(0.4320616087371323, mcp), xvar)), mcp)), 47, 625, 666)"
knn,28,"make_tuple(add(mul(13, sub(xvar, max(pow(rc, mcp), mkd))), add(if_gt(truediv(if_gt(mcp, mkd, mcp, po), xvar), 0.5992978074382511, n, m), mcp)), truediv(33, xvar), mul(0.0021744390674784285, mul(if_gt(m, po, 108, p), n)), 153)"
knn,6,"make_tuple(truediv(max(5, mul(xvar, m)), pow(mkd, mcp)), 32, 556, 141)"
knn,146821,"make_tuple(truediv(max(5, mul(xvar, m)), pow(mkd, mcp)), 32, 556, 141)"
knn,22,"make_tuple(max(mul(min(pow(mul(288, xvar), mcp), po), pow(m, if_gt(add(mkd, mcp), xvar, 3, mul(xvar, xvar)))), mul(0.06594694018955814, p)), 45, n, 429)"
knn,189924,"make_tuple(truediv(n, mul(76, if_gt(add(mcp, 0.29062956816738883), if_gt(m, p, 0.35857718392360055, xvar), 0.2771106344731372, truediv(0.7718003215427405, mul(xvar, xvar))))), 47, n, p)"
knn,3918,"make_tuple(truediv(add(max(add(pow(998, xvar), p), truediv(mul(n, mcp), xvar)), m), 65), 47, n, 159)"
knn,146195,"make_tuple(min(add(po, mul(m, p)), add(mul(mcp, max(mul(0.21087661498656957, p), 63)), if_gt(rc, xvar, sub(mcp, 0.5986408008398529), m))), 46, n, 265)"
knn,168909,"make_tuple(mul(sub(pow(truediv(mul(4, p), xvar), mcp), pow(mul(if_gt(po, m, n, 0.0011646976341753248), rc), 0.062608406427714)), m), sub(32, mcp), n, 145)"
knn,146800,"make_tuple(if_gt(p, 649, 691, truediv(if_gt(m, po, 46, 14), pow(0.21188195109198174, mcp))), n, n, 176)"
knn,14969,"make_tuple(truediv(n, mul(76, if_gt(add(mcp, 0.29062956816738883), if_gt(m, p, 0.35857718392360055, xvar), 0.2771106344731372, truediv(0.7718003215427405, mul(xvar, xvar))))), 47, n, p)"
knn,9952,"make_tuple(truediv(n, mul(76, if_gt(add(mcp, 0.29062956816738883), if_gt(m, p, 0.35857718392360055, xvar), 0.2771106344731372, truediv(0.7718003215427405, mul(xvar, xvar))))), 47, n, p)"
knn,145681,"make_tuple(max(mul(min(pow(mul(288, xvar), mcp), po), pow(m, if_gt(add(mkd, mcp), xvar, 3, mul(xvar, xvar)))), mul(0.06594694018955814, p)), 45, n, 429)"
knn,3549,"make_tuple(max(if_gt(po, 694, 51, if_gt(mcp, xvar, n, truediv(min(po, 24), truediv(0.21011564540753144, mcp)))), mul(m, xvar)), 50, n, 178)"
knn,168337,"make_tuple(sub(mul(pow(p, mcp), add(pow(pow(m, xvar), max(rc, xvar)), 4)), 0.5654375829933568), p, 625, truediv(146, xvar))"
knn,10101,"make_tuple(max(mul(min(pow(mul(288, xvar), mcp), po), pow(m, if_gt(add(mkd, mcp), xvar, 3, mul(xvar, xvar)))), mul(0.06594694018955814, p)), 45, n, 429)"
knn,3902,"make_tuple(truediv(max(add(sub(12, 0.20050019398282617), rc), sub(m, xvar)), add(if_gt(m, 6, if_gt(0.002399199909016563, rc, mkd, 3), pow(mkd, mcp)), if_gt(m, po, 0.010925986325157011, pow(mkd, mcp)))), 47, n, 144)"
knn,9957,"make_tuple(mul(sub(pow(truediv(mul(4, p), xvar), mcp), pow(mul(if_gt(po, m, n, 0.0011646976341753248), rc), 0.062608406427714)), m), sub(32, mcp), n, 145)"
knn,2073,"make_tuple(max(mul(min(pow(mul(288, xvar), mcp), po), pow(m, if_gt(add(mkd, mcp), xvar, 3, mul(xvar, xvar)))), mul(0.06594694018955814, p)), 45, n, 429)"
knn,3510,"make_tuple(min(add(po, mul(m, p)), add(mul(mcp, max(mul(0.21087661498656957, p), 63)), if_gt(rc, xvar, sub(mcp, 0.5986408008398529), m))), 46, n, 265)"
knn,9950,"make_tuple(max(if_gt(po, 694, 51, if_gt(mcp, xvar, n, truediv(min(po, 24), truediv(0.21011564540753144, mcp)))), mul(m, xvar)), 50, n, 178)"
knn,43,"make_tuple(truediv(n, mul(76, if_gt(add(mcp, 0.29062956816738883), if_gt(m, p, 0.35857718392360055, xvar), 0.2771106344731372, truediv(0.7718003215427405, mul(xvar, xvar))))), 47, n, p)"
knn,146822,"make_tuple(add(pow(mul(3, p), mcp), max(m, min(mul(m, p), 25))), 46, n, 140)"
knn,10090,"make_tuple(min(add(po, mul(m, p)), add(mul(mcp, max(mul(0.21087661498656957, p), 63)), if_gt(rc, xvar, sub(mcp, 0.5986408008398529), m))), 46, n, 265)"
knn,10093,"make_tuple(max(mul(if_gt(9, po, 8, mul(xvar, xvar)), m), pow(mul(372, truediv(n, xvar)), mcp)), 58, n, 178)"
knn,3481,"make_tuple(add(pow(max(n, 655), if_gt(xvar, mcp, max(truediv(mkd, 0.1351117032705037), add(mcp, 0.047842904461416605)), 0.5480841482884192)), mul(xvar, max(mul(xvar, 4), truediv(p, 18)))), 50, mul(0.20697252545953548, n), 178)"
knn,167140,"make_tuple(if_gt(if_gt(po, 53, 0.2185942806277822, 0.11380748187770148), if_gt(p, 624, 50, mcp), min(m, pow(po, xvar)), 489), 48, n, 178)"
knn,168329,"make_tuple(mul(truediv(add(po, if_gt(po, 17, n, 567)), if_gt(3, pow(if_gt(rc, mcp, n, m), xvar), 0.0023440822663722233, min(mul(73, xvar), po))), max(mcp, sub(0.49946167991301915, rc))), 61, n, 176)"
knn,9981,"make_tuple(max(pow(truediv(mul(287, n), xvar), add(add(mkd, mkd), mcp)), pow(max(m, if_gt(199, p, m, 19)), xvar)), 50, truediv(n, 0.07399061807375215), truediv(178, xvar))"
knn,168338,"make_tuple(truediv(add(p, add(n, min(p, 556))), if_gt(mkd, 0.018258617871221346, 7, 140)), 47, mul(add(n, 619), 0.0759467448440785), 642)"
knn,168911,"make_tuple(max(mul(xvar, m), truediv(sub(mul(n, if_gt(xvar, mcp, mcp, 11)), p), add(6, m))), 47, n, p)"
knn,2074,"make_tuple(max(pow(truediv(mul(287, n), xvar), add(add(mkd, mkd), mcp)), pow(max(m, if_gt(199, p, m, 19)), xvar)), 50, truediv(n, 0.07399061807375215), truediv(178, xvar))"
knn,14954,"make_tuple(mul(max(max(if_gt(71, p, m, p), po), sub(77, if_gt(mul(rc, xvar), mcp, 369, sub(0.1699790543384435, m)))), add(add(mcp, mkd), mkd)), 46, truediv(add(102, n), 5), 224)"
knn,9970,"make_tuple(add(pow(max(n, 655), if_gt(xvar, mcp, max(truediv(mkd, 0.1351117032705037), add(mcp, 0.047842904461416605)), 0.5480841482884192)), mul(xvar, max(mul(xvar, 4), truediv(p, 18)))), 50, mul(0.20697252545953548, n), 178)"
knn,3561,"make_tuple(mul(max(max(if_gt(71, p, m, p), po), sub(77, if_gt(mul(rc, xvar), mcp, 369, sub(0.1699790543384435, m)))), add(add(mcp, mkd), mkd)), 46, truediv(add(102, n), 5), 224)"
knn,146824,"make_tuple(if_gt(if_gt(po, 53, 0.2185942806277822, 0.11380748187770148), if_gt(p, 624, 50, mcp), min(m, pow(po, xvar)), 489), 48, n, 178)"
knn,2079,"make_tuple(max(pow(m, if_gt(mul(if_gt(po, 10, 140, 0.02718151474053205), mkd), xvar, xvar, 2)), pow(mul(m, n), add(mcp, 0.026322479237919992))), 61, n, 178)"
knn,9977,"make_tuple(mul(max(max(if_gt(71, p, m, p), po), sub(77, if_gt(mul(rc, xvar), mcp, 369, sub(0.1699790543384435, m)))), add(add(mcp, mkd), mkd)), 46, truediv(add(102, n), 5), 224)"
knn,53,"make_tuple(max(mul(if_gt(9, po, 8, mul(xvar, xvar)), m), pow(mul(372, truediv(n, xvar)), mcp)), 58, n, 178)"
knn,9956,"make_tuple(max(mul(if_gt(9, po, 8, mul(xvar, xvar)), m), pow(mul(372, truediv(n, xvar)), mcp)), 58, n, 178)"
knn,168332,"make_tuple(add(pow(max(n, 655), if_gt(xvar, mcp, max(truediv(mkd, 0.1351117032705037), add(mcp, 0.047842904461416605)), 0.5480841482884192)), mul(xvar, max(mul(xvar, 4), truediv(p, 18)))), 50, mul(0.20697252545953548, n), 178)"
knn,168339,"make_tuple(max(mul(xvar, m), truediv(sub(mul(n, if_gt(xvar, mcp, mcp, 11)), p), add(6, m))), 47, n, p)"
knn,167124,"make_tuple(max(mul(if_gt(9, po, 8, mul(xvar, xvar)), m), pow(mul(372, truediv(n, xvar)), mcp)), 58, n, 178)"
knn,45,"make_tuple(max(truediv(if_gt(mcp, 0.13679207427019155, 0.02240716345709072, po), 3), truediv(if_gt(po, m, 11, 53), truediv(0.19110860315537306, mcp))), 45, 625, 842)"
knn,18,"make_tuple(mul(truediv(add(po, if_gt(po, 17, n, 567)), if_gt(3, pow(if_gt(rc, mcp, n, m), xvar), 0.0023440822663722233, min(mul(73, xvar), po))), max(mcp, sub(0.49946167991301915, rc))), 61, n, 176)"
knn,125922,"make_tuple(add(pow(max(n, 655), if_gt(xvar, mcp, max(truediv(mkd, 0.1351117032705037), add(mcp, 0.047842904461416605)), 0.5480841482884192)), mul(xvar, max(mul(xvar, 4), truediv(p, 18)))), 50, mul(0.20697252545953548, n), 178)"
knn,3493,"make_tuple(max(pow(truediv(mul(287, n), xvar), add(add(mkd, mkd), mcp)), pow(max(m, if_gt(199, p, m, 19)), xvar)), 50, truediv(n, 0.07399061807375215), truediv(178, xvar))"
knn,167119,"make_tuple(max(mul(add(if_gt(sub(m, po), mcp, n, 0.002542706929787833), 15), mul(add(add(mcp, mcp), xvar), xvar)), sub(sub(truediv(add(rc, 0.015186063212245741), mkd), 20), m)), 55, n, 159)"
knn,146825,"make_tuple(max(sub(m, 6), add(add(pow(mul(po, po), mcp), truediv(truediv(mcp, xvar), xvar)), 14)), 46, mul(n, 0.18956168336823884), 140)"
knn,29,"make_tuple(max(sub(m, 6), add(add(pow(mul(po, po), mcp), truediv(truediv(mcp, xvar), xvar)), 14)), 46, mul(n, 0.18956168336823884), 140)"
knn,168908,"make_tuple(mul(pow(mul(sub(6, mkd), p), sub(max(mkd, if_gt(0.00025534047840730575, mkd, 0.2957990160892039, mcp)), 0.031129955252724068)), truediv(if_gt(mcp, min(xvar, rc), m, 0.5166177260330492), xvar)), 28, mul(n, n), add(m, 142))"
knn,167125,"make_tuple(max(mul(add(if_gt(sub(m, po), mcp, n, 0.002542706929787833), 15), mul(add(add(mcp, mcp), xvar), xvar)), sub(sub(truediv(add(rc, 0.015186063212245741), mkd), 20), m)), 55, n, 159)"
knn,41,"make_tuple(max(sub(m, 6), add(add(pow(mul(po, po), mcp), truediv(truediv(mcp, xvar), xvar)), 14)), 46, mul(n, 0.18956168336823884), 140)"
knn,3913,"make_tuple(max(if_gt(mcp, 0.5589475880962784, 47, 20), m), 52, n, 149)"
knn,14970,"make_tuple(max(truediv(n, sub(m, po)), add(mul(mul(33, m), if_gt(p, 1198, 229, pow(mcp, 2))), pow(8, xvar))), 61, n, 224)"
knn,146819,"make_tuple(max(if_gt(mcp, mkd, if_gt(po, p, 32, m), n), max(truediv(0.03444290198793989, mkd), truediv(18, truediv(truediv(xvar, 3), mcp)))), 61, n, 178)"
knn,9960,"make_tuple(truediv(max(if_gt(0.040872802696484856, mkd, m, mul(p, m)), min(19, p)), pow(expit(sub(sub(xvar, mcp), mcp)), mcp)), 33, n, 149)"
knn,3903,"make_tuple(max(truediv(n, sub(m, po)), add(mul(mul(33, m), if_gt(p, 1198, 229, pow(mcp, 2))), pow(8, xvar))), 61, n, 224)"
knn,219,"make_tuple(truediv(max(if_gt(0.040872802696484856, mkd, m, mul(p, m)), min(19, p)), pow(expit(sub(sub(xvar, mcp), mcp)), mcp)), 33, n, 149)"
knn,168912,"make_tuple(truediv(max(m, 20), pow(expit(xvar), add(mcp, mcp))), 46, n, 158)"
knn,9978,"make_tuple(max(if_gt(mcp, mkd, if_gt(po, p, 32, m), n), max(truediv(0.03444290198793989, mkd), truediv(18, truediv(truediv(xvar, 3), mcp)))), 61, n, 178)"
knn,3904,"make_tuple(max(truediv(n, sub(m, po)), add(mul(mul(33, m), if_gt(p, 1198, 229, pow(mcp, 2))), pow(8, xvar))), 61, n, 224)"
knn,3917,"make_tuple(truediv(max(m, 20), pow(expit(xvar), add(mcp, mcp))), 46, n, 158)"
knn,167120,"make_tuple(max(truediv(n, sub(m, po)), add(mul(mul(33, m), if_gt(p, 1198, 229, pow(mcp, 2))), pow(8, xvar))), 61, n, 224)"
knn,16,"make_tuple(truediv(max(if_gt(0.040872802696484856, mkd, m, mul(p, m)), min(19, p)), pow(expit(sub(sub(xvar, mcp), mcp)), mcp)), 33, n, 149)"
knn,9985,"make_tuple(mul(pow(mul(sub(6, mkd), p), sub(max(mkd, if_gt(0.00025534047840730575, mkd, 0.2957990160892039, mcp)), 0.031129955252724068)), truediv(if_gt(mcp, min(xvar, rc), m, 0.5166177260330492), xvar)), 28, mul(n, n), add(m, 142))"
knn,3021,"make_tuple(truediv(mul(pow(truediv(p, 0.21544761028201379), mcp), m), pow(mul(xvar, m), rc)), 26, n, 149)"
knn,9976,"make_tuple(truediv(mul(pow(truediv(p, 0.21544761028201379), mcp), m), pow(mul(xvar, m), rc)), 26, n, 149)"
knn,189927,"make_tuple(truediv(max(m, 20), pow(expit(xvar), add(mcp, mcp))), 46, n, 158)"
knn,168910,"make_tuple(max(mul(xvar, m), add(sub(19, if_gt(mkd, 0.007855535724976485, 0.3588593780782779, max(14, m))), truediv(mul(truediv(mcp, xvar), mcp), mkd))), 55, n, 157)"
knn,3022,"make_tuple(mul(4, add(mul(mcp, max(mul(p, mcp), m)), mul(if_gt(39, p, add(po, p), m), 0.13849740021768478))), 48, n, 571)"
knn,3512,"make_tuple(mul(pow(sub(add(rc, if_gt(p, m, 0.19498338731821943, m)), pow(p, mcp)), 2), add(add(mkd, m), rc)), 48, truediv(add(n, sub(po, 398)), 11), if_gt(rc, mcp, n, 259))"
knn,12,"make_tuple(add(max(if_gt(xvar, 0.8990354877584862, m, 5), 8), if_gt(min(n, p), 607, 103, pow(if_gt(5, p, 0.03372578291904354, truediv(n, mcp)), mcp))), 48, 556, 248)"
knn,167141,"make_tuple(truediv(max(add(truediv(mkd, sub(0.007060498945248983, mkd)), if_gt(n, po, 29, 13)), m), truediv(xvar, pow(mul(mcp, 0.5748907597974681), rc))), 34, max(394, p), 588)"
knn,146212,"make_tuple(truediv(max(add(truediv(mkd, sub(0.007060498945248983, mkd)), if_gt(n, po, 29, 13)), m), truediv(xvar, pow(mul(mcp, 0.5748907597974681), rc))), 34, max(394, p), 588)"
knn,146817,"make_tuple(max(add(sub(min(p, pow(n, mcp)), mcp), max(11, truediv(truediv(p, xvar), min(po, 33)))), sub(m, truediv(po, 0.8873204174702791))), 50, n, 180)"
knn,58,"make_tuple(mul(pow(sub(add(rc, if_gt(p, m, 0.19498338731821943, m)), pow(p, mcp)), 2), add(add(mkd, m), rc)), 48, truediv(add(n, sub(po, 398)), 11), if_gt(rc, mcp, n, 259))"
knn,146607,"make_tuple(max(mul(xvar, m), add(sub(19, if_gt(mkd, 0.007855535724976485, 0.3588593780782779, max(14, m))), truediv(mul(truediv(mcp, xvar), mcp), mkd))), 55, n, 157)"
knn,14965,"make_tuple(max(pow(add(if_gt(mkd, mcp, n, mcp), p), if_gt(mkd, 0.03445231648143135, pow(m, mcp), max(mul(mcp, 3), expit(0.051380532746655445)))), add(0.8801818849164628, pow(m, sub(xvar, mkd)))), 48, 552, 761)"
knn,125921,"make_tuple(mul(4, add(mul(mcp, max(mul(p, mcp), m)), mul(if_gt(39, p, add(po, p), m), 0.13849740021768478))), 48, n, 571)"
knn,3485,"make_tuple(mul(pow(sub(add(rc, if_gt(p, m, 0.19498338731821943, m)), pow(p, mcp)), 2), add(add(mkd, m), rc)), 48, truediv(add(n, sub(po, 398)), 11), if_gt(rc, mcp, n, 259))"
knn,14952,"make_tuple(max(add(sub(min(p, pow(n, mcp)), mcp), max(11, truediv(truediv(p, xvar), min(po, 33)))), sub(m, truediv(po, 0.8873204174702791))), 50, n, 180)"
knn,146818,"make_tuple(mul(4, add(mul(mcp, max(mul(p, mcp), m)), mul(if_gt(39, p, add(po, p), m), 0.13849740021768478))), 48, n, 571)"
knn,3893,"make_tuple(pow(sub(xvar, max(add(sub(po, 0.4818009274938197), mcp), m)), 2), 50, mul(0.10613673954129317, n), add(p, sub(pow(p, add(xvar, add(mkd, mcp))), m)))"
knn,37,"make_tuple(pow(sub(xvar, max(add(sub(po, 0.4818009274938197), mcp), m)), 2), 50, mul(0.10613673954129317, n), add(p, sub(pow(p, add(xvar, add(mkd, mcp))), m)))"
knn,167211,"make_tuple(mul(pow(sub(add(rc, if_gt(p, m, 0.19498338731821943, m)), pow(p, mcp)), 2), add(add(mkd, m), rc)), 48, truediv(add(n, sub(po, 398)), 11), if_gt(rc, mcp, n, 259))"
knn,146606,"make_tuple(mul(4, add(mul(mcp, max(mul(p, mcp), m)), mul(if_gt(39, p, add(po, p), m), 0.13849740021768478))), 48, n, 571)"
knn,11,"make_tuple(mul(pow(sub(add(rc, if_gt(p, m, 0.19498338731821943, m)), pow(p, mcp)), 2), add(add(mkd, m), rc)), 48, truediv(add(n, sub(po, 398)), 11), if_gt(rc, mcp, n, 259))"
knn,9986,"make_tuple(max(mul(xvar, m), add(sub(19, if_gt(mkd, 0.007855535724976485, 0.3588593780782779, max(14, m))), truediv(mul(truediv(mcp, xvar), mcp), mkd))), 55, n, 157)"
knn,23,"make_tuple(if_gt(mkd, pow(mcp, 3), max(m, min(16, sub(add(m, p), mcp))), 82), 50, mul(n, 0.10211422079489502), 178)"
knn,9946,"make_tuple(mul(4, add(mul(mcp, max(mul(p, mcp), m)), mul(if_gt(39, p, add(po, p), m), 0.13849740021768478))), 48, n, 571)"
knn,3560,"make_tuple(max(m, truediv(add(pow(46, mcp), min(if_gt(3, m, p, n), 18)), if_gt(xvar, mcp, pow(m, 0.009243698759058774), add(mcp, 0.03595466239760585)))), 32, mul(add(mkd, mcp), n), 145)"
