algorithm,task,expression
svm,9950,"make_tuple(7, truediv(mkd, xvar))"
svm,31,"make_tuple(35, truediv(0.6753921133157441, po))"
svm,10090,"make_tuple(25, mkd)"
svm,14965,"make_tuple(7, truediv(mkd, xvar))"
svm,146822,"make_tuple(7, truediv(mkd, xvar))"
svm,9970,"make_tuple(7, truediv(mkd, xvar))"
svm,3913,"make_tuple(7, truediv(mkd, xvar))"
svm,9956,"make_tuple(7, truediv(mkd, xvar))"
svm,9985,"make_tuple(7, truediv(mkd, xvar))"
svm,3917,"make_tuple(truediv(11, xvar), truediv(mkd, xvar))"
svm,10093,"make_tuple(25, mkd)"
svm,167125,"make_tuple(7, truediv(mkd, xvar))"
svm,15,"make_tuple(7, truediv(mkd, xvar))"
svm,145681,"make_tuple(7, truediv(mkd, xvar))"
svm,189928,"make_tuple(if_gt(0.9189424944660152, rc, 11, 936), mkd)"
svm,9978,"make_tuple(7, truediv(mkd, xvar))"
svm,41,"make_tuple(12, truediv(mkd, pow(xvar, 0.512631295926041)))"
svm,16,"make_tuple(11, if_gt(rc, 0.5122231171577422, 0.027331537959257326, mkd))"
svm,58,"make_tuple(if_gt(1, rc, p, if_gt(m, 2, 36, 2992)), mkd)"
svm,24,"make_tuple(if_gt(1, if_gt(0.23952815827178794, mkd, rc, 77), 11, 19470), mkd)"
svm,3904,"make_tuple(if_gt(1, rc, p, 676), mkd)"
svm,146607,"make_tuple(11, if_gt(0.015053348691547452, xvar, 0.1813187985657192, truediv(mkd, 0.5627051699507716)))"
svm,49,"make_tuple(11, if_gt(xvar, 0.2816491226303543, if_gt(mkd, 0.03969447517953291, mcp, mkd), 0.050765575334809604))"
svm,14970,"make_tuple(if_gt(0.27532616397076304, xvar, 672, 11), mkd)"
svm,3512,"make_tuple(12, truediv(mkd, pow(xvar, 0.512631295926041)))"
svm,9952,"make_tuple(if_gt(1, rc, p, 676), mkd)"
svm,125921,"make_tuple(if_gt(1, if_gt(0.23952815827178794, mkd, rc, 77), 11, 19470), mkd)"
svm,7592,"make_tuple(if_gt(0.27532616397076304, xvar, 672, 11), mkd)"
svm,9964,"make_tuple(11, if_gt(0.015053348691547452, xvar, 0.1813187985657192, truediv(mkd, 0.5627051699507716)))"
svm,3561,"make_tuple(if_gt(1, if_gt(0.23952815827178794, mkd, rc, 77), 11, 19470), mkd)"
svm,3022,"make_tuple(if_gt(1, rc, p, if_gt(m, 2, 36, 2992)), mkd)"
svm,14969,"make_tuple(if_gt(0.27532616397076304, xvar, 672, 11), mkd)"
svm,9946,"make_tuple(12, truediv(mkd, pow(xvar, 0.512631295926041)))"
svm,168912,"make_tuple(if_gt(1, rc, p, 676), mkd)"
svm,34539,"make_tuple(if_gt(0.27532616397076304, xvar, 672, 11), mkd)"
svm,29,"make_tuple(if_gt(pow(mkd, xvar), 0.36264294773826966, n, 11), mkd)"
