algorithm,task,expression
knn,14954,"make_tuple(35, 55, n, 289)"
knn,9970,"make_tuple(35, 55, n, 289)"
knn,3561,"make_tuple(35, 55, n, 289)"
knn,146824,"make_tuple(35, 55, n, 289)"
knn,2079,"make_tuple(truediv(27, xvar), 34, n, 178)"
knn,9977,"make_tuple(truediv(27, xvar), 37, n, 185)"
knn,53,"make_tuple(35, 55, n, 289)"
knn,9956,"make_tuple(35, 55, n, 289)"
knn,168332,"make_tuple(35, 55, n, 289)"
knn,168339,"make_tuple(truediv(27, xvar), 37, n, 185)"
knn,167124,"make_tuple(35, 55, n, 289)"
knn,45,"make_tuple(35, 55, n, 289)"
knn,18,"make_tuple(35, 55, n, 289)"
knn,125922,"make_tuple(35, 55, n, 289)"
knn,3493,"make_tuple(truediv(27, xvar), 37, n, 185)"
knn,167119,"make_tuple(max(m, add(pow(mul(p, p), mcp), 15)), 46, n, 139)"
knn,146825,"make_tuple(max(19, max(m, truediv(mcp, mkd))), 39, n, 198)"
knn,29,"make_tuple(mul(pow(truediv(p, 0.2158284216715965), mcp), m), 26, n, 149)"
knn,168908,"make_tuple(max(m, add(pow(mul(p, p), mcp), 15)), 46, n, 139)"
knn,167125,"make_tuple(mul(pow(truediv(p, if_gt(rc, mcp, xvar, 0.21453505414220161)), mcp), m), 26, n, 149)"
knn,41,"make_tuple(truediv(max(m, 26), pow(expit(xvar), mcp)), 34, n, 155)"
knn,3913,"make_tuple(truediv(20, if_gt(mcp, 0.5737344053523367, 0.42171930886570136, 1)), 32, n, 149)"
knn,14970,"make_tuple(35, 53, n, 289)"
knn,146819,"make_tuple(max(m, add(pow(mul(p, p), mcp), 15)), 46, n, 139)"
knn,9960,"make_tuple(max(19, max(m, truediv(mcp, mkd))), 39, n, 198)"
knn,3903,"make_tuple(max(m, add(pow(mul(p, p), mcp), 15)), 46, n, 139)"
knn,219,"make_tuple(add(mul(mul(46, m), pow(mcp, 2)), m), 22, n, 224)"
knn,168912,"make_tuple(max(m, add(pow(mul(p, p), mcp), 15)), 46, n, 139)"
knn,9978,"make_tuple(mul(pow(mul(4, p), mcp), m), 26, n, 147)"
knn,3904,"make_tuple(truediv(20, if_gt(mcp, 0.5737344053523367, 0.42171930886570136, 1)), 32, n, 149)"
knn,3917,"make_tuple(35, 53, n, 289)"
knn,167120,"make_tuple(max(19, max(m, truediv(mcp, mkd))), 39, n, 198)"
knn,16,"make_tuple(truediv(max(m, 26), pow(expit(xvar), mcp)), 34, n, 155)"
knn,9985,"make_tuple(truediv(max(m, 26), pow(expit(xvar), mcp)), 34, n, 155)"
knn,3021,"make_tuple(mul(pow(mul(4, p), mcp), m), 26, n, 147)"
knn,9976,"make_tuple(max(19, max(m, truediv(mcp, mkd))), 39, n, 198)"
knn,189927,"make_tuple(35, 53, n, 289)"
knn,168910,"make_tuple(36, 55, n, 484)"
knn,3022,"make_tuple(if_gt(0.576797122510436, mcp, 26, 502), 32, n, 143)"
knn,3512,"make_tuple(max(m, add(pow(120, mcp), 18)), 32, n, 148)"
knn,12,"make_tuple(mul(pow(sub(rc, pow(p, mcp)), 2), m), 48, n, 255)"
knn,167141,"make_tuple(mul(3, add(mul(mcp, mul(p, mcp)), m)), 46, n, 883)"
knn,146212,"make_tuple(add(min(p, pow(n, mcp)), max(17, m)), 32, n, 149)"
knn,146817,"make_tuple(add(min(p, pow(n, mcp)), max(17, m)), 32, n, 149)"
knn,58,"make_tuple(truediv(max(27, m), pow(xvar, mcp)), 34, n, 170)"
knn,146607,"make_tuple(mul(3, add(mul(mcp, mul(p, mcp)), m)), 46, n, 883)"
knn,14965,"make_tuple(mul(3, add(mul(mcp, mul(p, mcp)), m)), 46, n, 883)"
knn,125921,"make_tuple(mul(pow(sub(rc, pow(p, mcp)), 2), m), 48, n, 255)"
knn,3485,"make_tuple(add(min(p, pow(n, mcp)), max(17, m)), 32, n, 149)"
knn,14952,"make_tuple(mul(3, add(mul(mcp, mul(p, mcp)), m)), 46, n, 883)"
knn,146818,"make_tuple(mul(pow(sub(rc, pow(p, mcp)), 2), m), 48, n, 255)"
knn,3893,"make_tuple(max(m, add(19, truediv(mul(mcp, mcp), mkd))), 50, n, 170)"
knn,37,"make_tuple(if_gt(mkd, pow(mcp, 3), 18, 585), 50, n, 178)"
knn,167211,"make_tuple(max(m, add(pow(120, mcp), 18)), 32, n, 148)"
knn,146606,"make_tuple(mul(pow(sub(rc, pow(p, mcp)), 2), m), 48, n, 255)"
knn,11,"make_tuple(mul(pow(sub(rc, pow(p, mcp)), 2), m), 48, n, 255)"
knn,9986,"make_tuple(truediv(max(27, m), pow(xvar, mcp)), 34, n, 170)"
knn,23,"make_tuple(mul(3, add(mul(mcp, mul(p, mcp)), m)), 46, n, 883)"
knn,9946,"make_tuple(max(m, add(pow(120, mcp), 18)), 32, n, 148)"
knn,3560,"make_tuple(add(pow(p, mul(mcp, 3)), mul(xvar, m)), 32, 556, 143)"
