algorithm,task,expression
rf,3022,"make_tuple(4, 9, if_gt(mkd, 0.04747027802226967, 3, 145))"
rf,168335,"make_tuple(260, 9, truediv(po, 2))"
rf,10093,"make_tuple(267, if_gt(0.16194529247868292, xvar, 78, 8), if_gt(xvar, truediv(mkd, 0.012590558134652895), 162, 14))"
rf,167211,"make_tuple(267, if_gt(0.16194529247868292, xvar, 78, 8), if_gt(xvar, truediv(mkd, 0.012590558134652895), 162, 14))"
rf,9952,"make_tuple(m, 9, 145)"
rf,23,"make_tuple(850, 9, 145)"
rf,3493,"make_tuple(m, 9, 145)"
rf,9946,"make_tuple(260, 9, truediv(po, 2))"
rf,37,"make_tuple(850, 9, 145)"
rf,146819,"make_tuple(m, 9, 145)"
rf,168338,"make_tuple(m, 9, 145)"
rf,3918,"make_tuple(m, 9, 145)"
rf,168912,"make_tuple(mul(xvar, po), 9, if_gt(0.04833861231041018, mkd, 162, 3))"
rf,168908,"make_tuple(if_gt(min(10, m), po, 0.14526078330066258, 1), if_gt(mcp, 0.1825319357000305, 9, 3), 162)"
rf,189928,"make_tuple(mul(p, 0.0909024090530387), if_gt(0.15591956480335467, xvar, 84, 5), 162)"
rf,12,"make_tuple(if_gt(rc, truediv(po, m), 0.08931504239334045, truediv(p, 11)), 9, 162)"
rf,9957,"make_tuple(if_gt(rc, truediv(po, m), 0.08931504239334045, truediv(p, 11)), 9, 162)"
rf,145681,"make_tuple(if_gt(min(10, m), po, 0.14526078330066258, 1), if_gt(mcp, 0.1825319357000305, 9, 3), 162)"
rf,146800,"make_tuple(if_gt(po, m, 16, 0.42659952790492117), 9, 162)"
rf,49,"make_tuple(mul(p, 0.0909045693001788), truediv(p, mul(po, 0.2711327396863084)), 249)"
rf,14971,"make_tuple(if_gt(min(10, m), po, 0.14526078330066258, 1), if_gt(mcp, 0.1825319357000305, 9, 3), 162)"
rf,14952,"make_tuple(if_gt(min(10, m), po, 0.14526078330066258, 1), if_gt(mcp, 0.1825319357000305, 9, 3), 162)"
rf,3573,"make_tuple(mul(p, 0.0909045693001788), truediv(p, mul(po, 0.2711327396863084)), 249)"
rf,3481,"make_tuple(mul(xvar, po), 9, if_gt(0.04833861231041018, mkd, 162, 3))"
rf,53,"make_tuple(mul(xvar, po), 9, if_gt(0.04833861231041018, mkd, 162, 3))"
rf,10101,"make_tuple(14, if_gt(xvar, 0.1560813674254392, 6, 84), if_gt(xvar, mcp, truediv(p, 2), 60))"
rf,146212,"make_tuple(14, if_gt(xvar, 0.1560813674254392, 6, 84), if_gt(xvar, mcp, truediv(p, 2), 60))"
rf,32,"make_tuple(mul(p, 0.09100238457582176), if_gt(0.1590866463696473, xvar, 84, 5), 249)"
rf,146195,"make_tuple(mul(xvar, po), 9, if_gt(0.04833861231041018, mkd, 162, 3))"
rf,14970,"make_tuple(mul(xvar, po), 9, if_gt(0.04833861231041018, mkd, 162, 3))"
rf,11,"make_tuple(if_gt(min(10, m), po, 0.14526078330066258, 1), if_gt(mcp, 0.1825319357000305, 9, 3), 162)"
rf,9981,"make_tuple(mul(p, 0.0909045693001788), truediv(p, mul(po, 0.2711327396863084)), 249)"
rf,22,"make_tuple(mul(p, 0.0909045693001788), truediv(p, mul(po, 0.2711327396863084)), 249)"
rf,167124,"make_tuple(sub(po, mul(mcp, po)), if_gt(0.15834397860033983, xvar, 84, 6), 249)"
rf,168909,"make_tuple(if_gt(min(10, m), po, 0.14526078330066258, 1), if_gt(mcp, 0.1825319357000305, 9, 3), 162)"
rf,3945,"make_tuple(m, 9, 162)"
rf,146607,"make_tuple(20, 8, mul(12, max(mcp, mul(po, 0.025783406345154802))))"
rf,146821,"make_tuple(14, 9, truediv(po, 2))"
rf,2074,"make_tuple(109, 9, if_gt(0.24940789700325677, rc, truediv(p, 2), 26))"
rf,7592,"make_tuple(0.9715889061925085, if_gt(xvar, 0.16105985636245293, 6, 78), truediv(21, if_gt(mkd, 0.049990010043248684, 8, mcp)))"
rf,190411,"make_tuple(14, 9, truediv(po, 2))"
rf,167121,"make_tuple(mul(xvar, po), 6, mul(p, min(0.49963384991626825, xvar)))"
rf,31,"make_tuple(14, 9, truediv(po, 2))"
rf,3904,"make_tuple(109, 9, if_gt(0.24940789700325677, rc, truediv(p, 2), 26))"
rf,14965,"make_tuple(14, 9, truediv(po, 2))"
rf,10106,"make_tuple(20, 8, mul(12, max(mcp, mul(po, 0.025783406345154802))))"
rf,167140,"make_tuple(12, 9, truediv(13, if_gt(0.0018904865503936636, mkd, if_gt(rc, mcp, rc, 0.006233025461847866), mcp)))"
rf,3893,"make_tuple(14, 9, truediv(po, 2))"
rf,167125,"make_tuple(434, if_gt(xvar, 0.1646189414212358, 6, 73), pow(po, 0.7878259401956971))"
rf,190412,"make_tuple(14, 9, truediv(po, 2))"
rf,9976,"make_tuple(14, 9, truediv(po, 2))"
rf,3902,"make_tuple(109, 9, if_gt(0.24940789700325677, rc, truediv(p, 2), 26))"
rf,3907,"make_tuple(14, 9, truediv(po, 2))"
rf,9910,"make_tuple(602, if_gt(xvar, 0.1649298938007373, 6, 74), add(mul(po, 0.5018242749400348), rc))"
rf,15,"make_tuple(mul(xvar, po), 6, mul(p, min(0.49963384991626825, xvar)))"
rf,9978,"make_tuple(602, if_gt(xvar, 0.1649298938007373, 6, 74), add(mul(po, 0.5018242749400348), rc))"
rf,3510,"make_tuple(mul(xvar, po), 9, truediv(11, pow(mcp, 14)))"
rf,9970,"make_tuple(14, 9, truediv(po, 2))"
rf,3549,"make_tuple(14, 9, truediv(po, 2))"
