algorithm,task,expression
xgboost,190411,"make_tuple(332, 0.15540476410009813, mul(truediv(0.996039578799955, po), p), 0.0011967375491510673, mcp, expit(3), 13, add(0.40277780068119334, 1), 0.8485436373274802, 0.4909970835843077)"
xgboost,167121,"make_tuple(332, 0.15540476410009813, mul(truediv(0.996039578799955, po), p), 0.0011967375491510673, mcp, expit(3), 13, add(0.40277780068119334, 1), 0.8485436373274802, 0.4909970835843077)"
xgboost,31,"make_tuple(394, 0.13137589000927408, truediv(mcp, xvar), 0.0019323127794497544, mcp, sub(1, 0.05337118756965295), 13, pow(m, mcp), 0.8476979915116061, 0.4897051687015945)"
xgboost,3904,"make_tuple(388, 0.13138991782141327, 1, 0.001931382044558459, mcp, expit(3), 13, 2, expit(2), 0.5436851210544252)"
xgboost,14965,"make_tuple(394, 0.13137589000927408, truediv(mcp, xvar), 0.0019323127794497544, mcp, sub(1, 0.05337118756965295), 13, pow(m, mcp), 0.8476979915116061, 0.4897051687015945)"
xgboost,10106,"make_tuple(332, 0.15540476410009813, mul(truediv(0.996039578799955, po), p), 0.0011967375491510673, mcp, expit(3), 13, add(0.40277780068119334, 1), 0.8485436373274802, 0.4909970835843077)"
xgboost,167140,"make_tuple(397, 0.13139982476741918, truediv(1, xvar), 0.001200771578523084, mul(mcp, add(mcp, mcp)), expit(2), 13, add(1, 0.4015211652103128), expit(2), expit(mcp))"
xgboost,3893,"make_tuple(332, 0.15540476410009813, mul(truediv(1.0049386362266515, po), p), 0.0011967375491510673, mcp, expit(3), 13, 2, 0.8510697429856569, 0.49033958216212403)"
xgboost,167125,"make_tuple(397, 0.13139982476741918, truediv(1, xvar), 0.001200771578523084, mul(mcp, add(mcp, mcp)), expit(2), 13, add(1, 0.4015211652103128), expit(2), expit(mcp))"
xgboost,168909,"make_tuple(332, 0.15540476410009813, mul(truediv(0.996039578799955, po), p), 0.0011967375491510673, mcp, expit(3), 13, add(0.40277780068119334, 1), 0.8485436373274802, 0.4909970835843077)"
xgboost,190412,"make_tuple(388, 0.13147125615360206, mul(pow(mkd, xvar), if_gt(0.08846366534481985, xvar, 444, 8)), 0.001931617996817243, mul(add(0.10697851882496685, mcp), mcp), expit(2), 13, pow(3, 0.260264372746268), 0.8476114115169229, 0.6328985723662559)"
xgboost,9976,"make_tuple(332, 0.15540476410009813, mul(truediv(1.0049386362266515, po), p), 0.0011967375491510673, mcp, expit(3), 13, 2, 0.8510697429856569, 0.49033958216212403)"
xgboost,3902,"make_tuple(332, 0.15534628746521484, truediv(1, xvar), 0.0011172796617508634, mul(mcp, add(mcp, mcp)), expit(3), 13, pow(2, 0.4886647503764212), expit(if_gt(mkd, 0.004294644461302886, 2, mcp)), 0.4908694872597881)"
xgboost,3907,"make_tuple(388, 0.13138991782141327, 1, 0.001931382044558459, mcp, expit(3), 13, 2, expit(2), 0.5436851210544252)"
xgboost,9910,"make_tuple(394, 0.13137589000927408, truediv(mcp, xvar), 0.0019323127794497544, mcp, sub(1, 0.05337118756965295), 13, pow(m, mcp), 0.8476979915116061, 0.4897051687015945)"
xgboost,15,"make_tuple(332, 0.15540476410009813, mul(truediv(1.0049386362266515, po), p), 0.0011967375491510673, mcp, expit(3), 13, 2, 0.8510697429856569, 0.49033958216212403)"
xgboost,9978,"make_tuple(397, 0.13139982476741918, truediv(1, xvar), 0.001200771578523084, mul(mcp, add(mcp, mcp)), expit(2), 13, add(1, 0.4015211652103128), expit(2), expit(mcp))"
xgboost,189927,"make_tuple(332, 0.15540476410009813, mul(truediv(0.996039578799955, po), p), 0.0011967375491510673, mcp, expit(3), 13, add(0.40277780068119334, 1), 0.8485436373274802, 0.4909970835843077)"
xgboost,3510,"make_tuple(394, 0.13137589000927408, truediv(mcp, xvar), 0.0019323127794497544, mcp, sub(1, 0.05337118756965295), 13, pow(m, mcp), 0.8476979915116061, 0.4897051687015945)"
xgboost,9970,"make_tuple(388, 0.13147125615360206, mul(pow(mkd, xvar), if_gt(0.08846366534481985, xvar, 444, 8)), 0.001931617996817243, mul(add(0.10697851882496685, mcp), mcp), expit(2), 13, pow(3, 0.260264372746268), 0.8476114115169229, 0.6328985723662559)"
xgboost,3549,"make_tuple(388, 0.13138991782141327, 1, 0.001931382044558459, mcp, expit(3), 13, 2, expit(2), 0.5436851210544252)"
xgboost,168912,"make_tuple(394, 0.13466008426783985, 1, mul(0.1939254967037123, mkd), mul(mcp, add(mcp, mcp)), expit(2), 10, pow(m, mcp), 0.785917340252008, if_gt(5, m, 0.7984486732408366, 0.3306458902720429))"
xgboost,168908,"make_tuple(323, 0.18606185094887498, 3, 0.0021196809123881387, mcp, po, 10, 1.5114618221756533, expit(1), 0.5661703162658472)"
xgboost,3560,"make_tuple(394, 0.13466008426783985, 1, mul(0.1939254967037123, mkd), mul(mcp, add(mcp, mcp)), expit(2), 10, pow(m, mcp), 0.785917340252008, if_gt(5, m, 0.7984486732408366, 0.3306458902720429))"
xgboost,12,"make_tuple(394, 0.13464138142524187, 1.05047363369243, mul(mkd, 0.19328185918995433), truediv(add(mcp, mcp), m), expit(2), 10, 1.294426182465596, expit(1), 0.6811092750568455)"
xgboost,9957,"make_tuple(328, 0.186259036909731, 3, 0.0020983968801363668, mcp, 5, 10, 2, expit(1), 0.5648794678300317)"
xgboost,145681,"make_tuple(394, 0.13466008426783985, 1, mul(0.1939254967037123, mkd), mul(mcp, add(mcp, mcp)), expit(2), 10, pow(m, mcp), 0.785917340252008, if_gt(5, m, 0.7984486732408366, 0.3306458902720429))"
xgboost,146800,"make_tuple(394, 0.13466008426783985, 1, mul(0.1939254967037123, mkd), mul(mcp, add(mcp, mcp)), expit(2), 10, pow(m, mcp), 0.785917340252008, if_gt(5, m, 0.7984486732408366, 0.3306458902720429))"
xgboost,49,"make_tuple(394, 0.13466008426783985, 1, mul(0.1939254967037123, mkd), mul(mcp, add(mcp, mcp)), expit(2), 10, pow(m, mcp), 0.785917340252008, if_gt(5, m, 0.7984486732408366, 0.3306458902720429))"
xgboost,14971,"make_tuple(394, 0.13483013068616254, mul(mcp, 15), 0.002302452232606755, mul(mcp, 0.1225570810113437), 0.905014046407117, 10, pow(10, 0.1109831520895588), 0.7909164467385054, 0.6541564913905152)"
xgboost,14952,"make_tuple(394, 0.13483013068616254, mul(mcp, 15), 0.002302452232606755, mul(mcp, 0.1225570810113437), 0.905014046407117, 10, pow(10, 0.1109831520895588), 0.7909164467385054, 0.6541564913905152)"
xgboost,125920,"make_tuple(323, 0.18606185094887498, 3, 0.0021196809123881387, mcp, po, 10, 1.5114618221756533, expit(1), 0.5661703162658472)"
xgboost,3481,"make_tuple(394, 0.1358062736158629, mul(mcp, 17), 0.003566140101538831, truediv(mcp, 8), expit(2), 10, 1.279237031323451, 0.7881480806503566, 0.6882424604542356)"
xgboost,53,"make_tuple(394, 0.13483013068616254, mul(mcp, 15), 0.002302452232606755, mul(mcp, 0.1225570810113437), 0.905014046407117, 10, pow(10, 0.1109831520895588), 0.7909164467385054, 0.6541564913905152)"
xgboost,10101,"make_tuple(394, 0.13483013068616254, mul(mcp, 15), 0.002302452232606755, mul(mcp, 0.1225570810113437), 0.905014046407117, 10, pow(10, 0.1109831520895588), 0.7909164467385054, 0.6541564913905152)"
xgboost,146212,"make_tuple(394, 0.13464138142524187, 1.05047363369243, mul(mkd, 0.19328185918995433), truediv(add(mcp, mcp), m), expit(2), 10, 1.294426182465596, expit(1), 0.6811092750568455)"
xgboost,32,"make_tuple(394, 0.13466008426783985, 1, mul(0.1939254967037123, mkd), mul(mcp, add(mcp, mcp)), expit(2), 10, pow(m, mcp), 0.785917340252008, if_gt(5, m, 0.7984486732408366, 0.3306458902720429))"
xgboost,146195,"make_tuple(394, 0.13464138142524187, 1.051490045683286, 0.0019303262087659895, truediv(add(mcp, mcp), m), expit(2), 10, 1.294426182465596, expit(1), 0.6811092750568455)"
xgboost,14970,"make_tuple(323, 0.18606185094887498, 3, 0.0021196809123881387, mcp, po, 10, 1.5114618221756533, expit(1), 0.5661703162658472)"
xgboost,11,"make_tuple(328, 0.186259036909731, 3, 0.0020983968801363668, mcp, 5, 10, 2, expit(1), 0.5648794678300317)"
xgboost,9981,"make_tuple(328, 0.186259036909731, 3, 0.0020983968801363668, mcp, 5, 10, 2, expit(1), 0.5648794678300317)"
xgboost,22,"make_tuple(323, 0.18606185094887498, 3, 0.0021196809123881387, mcp, po, 10, 1.5114618221756533, expit(1), 0.5661703162658472)"
xgboost,167124,"make_tuple(394, 0.13466008426783985, 1, mul(0.1939254967037123, mkd), mul(mcp, add(mcp, mcp)), expit(2), 10, pow(m, mcp), 0.785917340252008, if_gt(5, m, 0.7984486732408366, 0.3306458902720429))"
xgboost,168910,"make_tuple(394, 0.13483013068616254, mul(mcp, 15), 0.002302452232606755, mul(mcp, 0.1225570810113437), 0.905014046407117, 10, pow(10, 0.1109831520895588), 0.7909164467385054, 0.6541564913905152)"
xgboost,3945,"make_tuple(394, 0.1358062736158629, pow(mul(mcp, 20), xvar), truediv(mkd, 4), truediv(mcp, 8), expit(2), 10, 1.279237031323451, 0.7852643873207154, 0.6546689453414598)"
xgboost,125922,"make_tuple(398, 0.13116804294777584, 1, 0.0012206992376245262, mul(mcp, add(mcp, mcp)), 0.8731507245585436, 13, 1.4016326679639628, expit(2), 0.5092264347253778)"
xgboost,3913,"make_tuple(398, 0.13116711954889756, 1.0475861166244733, 0.001017638761063848, mul(add(mcp, mcp), mcp), expit(3), if_gt(p, n, 0.012466440661097332, 13), pow(m, mcp), 0.8420987546729755, 0.5087634469610325)"
xgboost,9986,"make_tuple(334, 0.18606634475486053, mul(mcp, 21), 0.0021340417232154716, mcp, mul(0.3179975970233279, sub(3, mkd)), 10, 2, mul(0.2794321865313982, 3), truediv(4, min(p, 9)))"
xgboost,168911,"make_tuple(332, 0.19219061071262095, 7, 0.0021779093509048685, mcp, expit(3), 13, 2, 0.8393315335028527, 0.4908187531427879)"
xgboost,10090,"make_tuple(400, 0.13117064533958722, truediv(1, xvar), 0.0013144816116048377, mul(add(mcp, mcp), mcp), expit(3), 13, 1.4034174645379456, 0.8421477113364885, 0.5075927423348509)"
xgboost,14954,"make_tuple(398, 0.13116804294777584, 1, 0.0012206992376245262, mul(mcp, add(mcp, mcp)), 0.8731507245585436, 13, 1.4016326679639628, expit(2), 0.5092264347253778)"
xgboost,146820,"make_tuple(398, 0.13116804294777584, 1, 0.0012206992376245262, mul(mcp, add(mcp, mcp)), 0.8731507245585436, 13, 1.4016326679639628, expit(2), 0.5092264347253778)"
xgboost,219,"make_tuple(334, 0.18613011393315657, mul(mcp, 21), 0.00213506518476473, mcp, expit(3), 10, 2, 0.8393315335028527, 0.4908187531427879)"
xgboost,9985,"make_tuple(398, 0.13116804294777584, 1, 0.0012206992376245262, mul(mcp, add(mcp, mcp)), 0.8731507245585436, 13, 1.4016326679639628, expit(2), 0.5092264347253778)"
xgboost,3022,"make_tuple(398, 0.13116804294777584, 1, 0.0012206992376245262, mul(mcp, add(mcp, mcp)), 0.8731507245585436, 13, 1.4016326679639628, expit(2), 0.5092264347253778)"
xgboost,168335,"make_tuple(398, 0.13116711954889756, 1.0475861166244733, 0.001017638761063848, mul(add(mcp, mcp), mcp), expit(3), if_gt(p, n, 0.012466440661097332, 13), pow(m, mcp), 0.8420987546729755, 0.5087634469610325)"
xgboost,10093,"make_tuple(334, 0.18613011393315657, mul(mcp, 21), 0.00213506518476473, mcp, expit(3), 10, 2, 0.8393315335028527, 0.4908187531427879)"
xgboost,167211,"make_tuple(398, 0.13116711954889756, 1.0475861166244733, 0.001017638761063848, mul(add(mcp, mcp), mcp), expit(3), if_gt(p, n, 0.012466440661097332, 13), pow(m, mcp), 0.8420987546729755, 0.5087634469610325)"
xgboost,9952,"make_tuple(398, 0.13116711954889756, 1.0475861166244733, 0.0011732396128526221, mul(add(min(mcp, xvar), mcp), mcp), sub(expit(3), mkd), min(p, if_gt(p, n, 0.5763294486339318, max(m, 13))), pow(m, mcp), 0.8420987546729755, 0.5087634469610325)"
xgboost,23,"make_tuple(334, 0.18606634475486053, mul(mcp, 21), 0.0021340417232154716, mcp, mul(0.3179975970233279, sub(3, mkd)), 10, 2, mul(0.2794321865313982, 3), truediv(4, min(p, 9)))"
xgboost,3493,"make_tuple(398, 0.13116711954889756, 1.0475861166244733, 0.001017638761063848, mul(add(mcp, mcp), mcp), expit(3), if_gt(p, n, 0.012466440661097332, 13), pow(m, mcp), 0.8420987546729755, 0.5087634469610325)"
xgboost,9946,"make_tuple(334, 0.18613011393315657, mul(mcp, 21), 0.00213506518476473, mcp, expit(3), 10, 2, 0.8393315335028527, 0.4908187531427879)"
xgboost,37,"make_tuple(398, 0.13116711954889756, 1.0475861166244733, 0.001017638761063848, mul(add(mcp, mcp), mcp), expit(3), if_gt(p, n, 0.012466440661097332, 13), pow(m, mcp), 0.8420987546729755, 0.5087634469610325)"
xgboost,146819,"make_tuple(398, 0.13116711954889756, 1.0475861166244733, 0.001017638761063848, mul(add(mcp, mcp), mcp), expit(3), if_gt(p, n, 0.012466440661097332, 13), pow(m, mcp), 0.8420987546729755, 0.5087634469610325)"
xgboost,168338,"make_tuple(334, 0.18606634475486053, mul(mcp, 21), 0.0021340417232154716, mcp, mul(0.3179975970233279, sub(3, mkd)), 10, 2, mul(0.2794321865313982, 3), truediv(4, min(p, 9)))"
xgboost,3918,"make_tuple(398, 0.13116711954889756, 1.0475861166244733, 0.0011732396128526221, mul(add(min(mcp, xvar), mcp), mcp), sub(expit(3), mkd), if_gt(p, n, 0.0016651003609519787, 13), pow(m, mcp), 0.8420987546729755, 0.5087634469610325)"
xgboost,146607,"make_tuple(398, 0.13116711954889756, 1.0475861166244733, 0.0011732396128526221, mul(add(min(mcp, xvar), mcp), mcp), sub(expit(3), mkd), if_gt(p, n, 0.0016651003609519787, 13), pow(m, mcp), 0.8420987546729755, 0.5087634469610325)"
xgboost,146821,"make_tuple(398, 0.13116804294777584, 1, 0.0012206992376245262, mul(mcp, add(mcp, mcp)), 0.8731507245585436, 13, 1.4016326679639628, expit(2), 0.5092264347253778)"
xgboost,168339,"make_tuple(332, 0.19246513817623861, min(po, if_gt(if_gt(p, 53, mul(5, m), m), 10, 0.005600781652589946, 15)), 0.002124067394437197, mcp, expit(3), 13, add(0.08136996884157019, 2), 0.6697081463064906, 0.5649046683517427)"
xgboost,9956,"make_tuple(331, 0.19242206339691081, if_gt(203, mul(60, m), 13, 0.00556409638172856), 0.0021302534905191304, mcp, expit(3), 13, 2, expit(mcp), expit(0.2573626915888992))"
xgboost,168331,"make_tuple(332, 0.19218057362715846, mul(21, mcp), 0.002130153029060948, mcp, expit(3), 13, 2, 0.8521525511487135, truediv(33, 68))"
xgboost,9977,"make_tuple(331, 0.19242206339691081, if_gt(203, mul(60, m), 13, 0.00556409638172856), 0.0021302534905191304, mcp, expit(3), 13, 2, expit(mcp), expit(0.2573626915888992))"
xgboost,168336,"make_tuple(332, 0.19246513817623861, min(po, if_gt(if_gt(p, 53, mul(5, m), m), 10, 0.005600781652589946, 15)), 0.002124067394437197, mcp, expit(3), 13, add(0.08136996884157019, 2), 0.6697081463064906, 0.5649046683517427)"
xgboost,3021,"make_tuple(332, 0.19218057362715846, mul(21, mcp), 0.002130153029060948, mcp, expit(3), 13, 2, 0.8521525511487135, truediv(33, 68))"
xgboost,24,"make_tuple(331, 0.19242206339691081, if_gt(203, mul(60, m), 13, 0.00556409638172856), 0.0021302534905191304, mcp, expit(3), 13, 2, expit(mcp), expit(0.2573626915888992))"
xgboost,58,"make_tuple(397, 0.13144609032231314, 1.0337421851848523, 0.0011731321494401743, mul(add(truediv(0.02351581016052889, xvar), mcp), add(mcp, mcp)), sub(0.9673770196107625, mkd), 13, pow(m, mcp), truediv(70, 83), 0.5086225995791496)"
xgboost,9960,"make_tuple(331, 0.19242206339691081, if_gt(203, mul(60, m), 13, 0.00556409638172856), 0.0021302534905191304, mcp, expit(3), 13, 2, expit(mcp), expit(0.2573626915888992))"
xgboost,3561,"make_tuple(332, 0.19218057362715846, mul(21, mcp), 0.002130153029060948, mcp, expit(3), 13, 2, 0.8521525511487135, truediv(33, 68))"
xgboost,168868,"make_tuple(397, 0.13144609032231314, 1.0337421851848523, 0.0011731321494401743, mul(add(truediv(0.02351581016052889, xvar), mcp), add(mcp, mcp)), sub(0.9673770196107625, mkd), 13, pow(m, mcp), truediv(70, 83), 0.5086225995791496)"
xgboost,28,"make_tuple(332, 0.19246513817623861, min(po, if_gt(if_gt(p, 53, mul(5, m), m), 10, 0.005600781652589946, 15)), 0.002124067394437197, mcp, expit(3), 13, add(0.08136996884157019, 2), 0.6697081463064906, 0.5649046683517427)"
xgboost,9971,"make_tuple(331, 0.19242206339691081, if_gt(203, mul(60, m), 13, 0.00556409638172856), 0.0021302534905191304, mcp, expit(3), 13, 2, expit(mcp), expit(0.2573626915888992))"
xgboost,45,"make_tuple(332, 0.19244917904440942, mul(max(add(mkd, mcp), if_gt(1587, p, 0.08560324502059792, 4)), mul(mcp, 18)), 0.0021545579280359485, mcp, sub(truediv(26, 27), mkd), 13, add(2, if_gt(0.10317517866783196, xvar, 75, 0.08209692235829769)), 0.8522354851571015, 0.4910333817775409)"
xgboost,9950,"make_tuple(332, 0.19244917904440942, mul(max(add(mkd, mcp), if_gt(1587, p, 0.08560324502059792, 4)), mul(mcp, 18)), 0.0021545579280359485, mcp, sub(truediv(26, 27), mkd), 13, add(2, if_gt(0.10317517866783196, xvar, 75, 0.08209692235829769)), 0.8522354851571015, 0.4910333817775409)"
xgboost,168330,"make_tuple(332, 0.19246513817623861, min(po, if_gt(if_gt(p, 53, mul(5, m), m), 10, 0.005600781652589946, 15)), 0.002124067394437197, mcp, expit(3), 13, add(0.08136996884157019, 2), 0.6697081463064906, 0.5649046683517427)"
xgboost,168337,"make_tuple(397, 0.13144609032231314, 1.0337421851848523, 0.0011731321494401743, mul(add(truediv(0.02351581016052889, xvar), mcp), add(mcp, mcp)), sub(0.9673770196107625, mkd), 13, pow(m, mcp), truediv(70, 83), 0.5086225995791496)"
xgboost,167120,"make_tuple(332, 0.19218057362715846, mul(21, mcp), 0.002130153029060948, mcp, expit(3), 13, 2, 0.8521525511487135, truediv(33, 68))"
xgboost,41,"make_tuple(331, 0.19246513817623861, min(po, if_gt(if_gt(p, 59, pow(mul(5, m), xvar), m), 10, 0.005600781652589946, 15)), 0.0021295421415701843, mcp, sub(expit(sub(4, max(mcp, rc))), mkd), 13, add(0.08136996884157019, 2), 0.8062508567171671, 0.5649046683517427)"
xgboost,16,"make_tuple(331, 0.19242206339691081, if_gt(203, mul(60, m), 13, 0.00556409638172856), 0.0021302534905191304, mcp, expit(3), 13, 2, expit(mcp), expit(0.2573626915888992))"
xgboost,125921,"make_tuple(332, 0.19246513817623861, min(po, if_gt(if_gt(p, 53, mul(5, m), m), 10, 0.005600781652589946, 15)), 0.002124067394437197, mcp, expit(3), 13, add(0.08136996884157019, 2), 0.6697081463064906, 0.5649046683517427)"
xgboost,3485,"make_tuple(331, 0.19242206339691081, if_gt(203, mul(60, m), 13, 0.00556409638172856), 0.0021302534905191304, mcp, expit(3), 13, 2, expit(mcp), expit(0.2573626915888992))"
xgboost,146817,"make_tuple(332, 0.19218057362715846, mul(21, mcp), 0.002130153029060948, mcp, expit(3), 13, 2, 0.8521525511487135, truediv(33, 68))"
xgboost,9964,"make_tuple(331, 0.19242206339691081, if_gt(203, mul(60, m), 13, 0.00556409638172856), 0.0021302534905191304, mcp, expit(3), 13, 2, expit(mcp), expit(0.2573626915888992))"
