algorithm,task,expression
rpart,167211,"make_tuple(mul(sub(1.0110195154459596, mcp), 0.0009118615392883125), if_gt(n, p, 21, add(xvar, xvar)), add(add(23, mul(xvar, if_gt(max(mkd, 0.10538668233556482), mcp, 58, m))), pow(m, xvar)), 46)"
rpart,168911,"make_tuple(if_gt(mul(add(po, 372), m), n, 0.01896807996207616, if_gt(mcp, mkd, mul(mul(0.0006961490238873849, xvar), xvar), m)), 18, add(17, xvar), truediv(add(sub(truediv(n, truediv(mcp, xvar)), p), n), 45))"
rpart,168335,"make_tuple(sub(0.0006664794298048759, min(mkd, mul(0.002757368972142247, max(mul(0.23503776039344557, rc), mkd)))), 21, add(pow(m, add(sub(0.16218823256400705, rc), xvar)), add(pow(pow(m, xvar), xvar), 21)), add(m, 48))"
rpart,168330,"make_tuple(mul(sub(1.0110195154459596, mcp), 0.0009118615392883125), if_gt(n, p, 21, add(xvar, xvar)), add(add(23, mul(xvar, if_gt(max(mkd, 0.10538668233556482), mcp, 58, m))), pow(m, xvar)), 46)"
rpart,3917,"make_tuple(if_gt(n, mul(346, m), sub(0.0006740819757765255, rc), 0.019111369178686582), 21, add(pow(m, add(0.3118393833467327, xvar)), 23), 48)"
rpart,167141,"make_tuple(mul(sub(1.0110195154459596, mcp), 0.0009118615392883125), if_gt(n, p, 21, add(xvar, xvar)), add(add(23, mul(xvar, if_gt(max(mkd, 0.10538668233556482), mcp, 58, m))), pow(m, xvar)), 46)"
rpart,24,"make_tuple(if_gt(mul(add(po, 372), m), n, 0.01896807996207616, if_gt(mcp, mkd, mul(mul(0.0006961490238873849, xvar), xvar), m)), 18, add(17, xvar), truediv(add(sub(truediv(n, truediv(mcp, xvar)), p), n), 45))"
rpart,168868,"make_tuple(mul(max(0.042520315652354715, if_gt(add(mul(m, 378), p), n, min(29, p), mul(xvar, xvar))), 0.0006727179444934681), 24, add(if_gt(rc, 0.9960320894228137, 7, 36), m), min(p, 52))"
rpart,9956,"make_tuple(if_gt(mul(add(po, 372), m), n, 0.01896807996207616, if_gt(mcp, mkd, mul(mul(0.0006961490238873849, xvar), xvar), m)), 18, add(17, xvar), truediv(add(sub(truediv(n, truediv(mcp, xvar)), p), n), 45))"
rpart,45,"make_tuple(mul(0.0006720366574770966, max(sub(xvar, rc), 0.18879895916903952)), 21, add(add(22, pow(mul(m, add(xvar, 0.22504921316648377)), xvar)), mul(sub(xvar, rc), m)), if_gt(if_gt(po, 20, m, mcp), 0.4525018166488682, 44, n))"
rpart,168337,"make_tuple(mul(if_gt(mul(n, 0.06755557983856585), 336, xvar, m), 0.0006518514832873219), 18, add(36, if_gt(m, 4, m, sub(0.7555608228359803, 20))), p)"
rpart,146822,"make_tuple(sub(0.0006840188020116405, mul(add(rc, 0.009827492863863346), mkd)), 23, add(max(36, truediv(min(po, pow(m, xvar)), 0.3680795973581003)), m), 64)"
rpart,3510,"make_tuple(mul(xvar, 0.0006208971444715399), 21, add(add(23, m), m), 52)"
rpart,146825,"make_tuple(mul(sub(if_gt(222, mul(mcp, n), 33, xvar), mkd), 0.0005207853627179491), 21, add(sub(sub(23, mcp), truediv(rc, sub(mcp, 0.11662685023060751))), add(m, m)), 48)"
rpart,14,"make_tuple(mul(if_gt(430, sub(n, 1607), 0.017337628215935402, 0.0007751270895747592), sub(1, mcp)), 21, add(if_gt(0.999786750496246, rc, add(m, m), sub(2, m)), 23), 48)"
rpart,53,"make_tuple(sub(0.0010855609457555426, truediv(min(mkd, 0.0031496769843598177), m)), add(9, mcp), 18, mul(pow(xvar, rc), 184))"
rpart,37,"make_tuple(mul(sub(if_gt(823, n, 11, 0.9189092801364759), mcp), 0.0009123987157767998), add(truediv(if_gt(mcp, 0.17398201062512447, xvar, rc), 0.1250808605899939), 12), 18, mul(if_gt(0.23916831361396004, pow(0.23725702432584678, rc), xvar, 15), p))"
rpart,58,"make_tuple(mul(if_gt(truediv(n, m), 281, 0.0007757922076363495, 0.01738908291219001), sub(1, mcp)), 21, add(if_gt(m, 9, 11, mkd), add(m, 24)), 48)"
rpart,167120,"make_tuple(if_gt(5, m, mul(0.000753757188706996, 0.21115678875310623), 0.0017098896561715028), 12, 18, if_gt(0.4551943170911203, mcp, 113, max(p, 41)))"
rpart,168336,"make_tuple(mul(sub(if_gt(222, mul(mcp, n), 33, xvar), mkd), 0.0005207853627179491), 21, add(sub(sub(23, mcp), truediv(rc, sub(mcp, 0.11662685023060751))), add(m, m)), 48)"
rpart,3902,"make_tuple(mul(if_gt(430, sub(n, 1607), 0.017337628215935402, 0.0007751270895747592), sub(1, mcp)), 21, add(if_gt(0.999786750496246, rc, add(m, m), sub(2, m)), 23), 48)"
rpart,146821,"make_tuple(sub(0.0010855609457555426, truediv(min(mkd, 0.0031496769843598177), m)), add(9, mcp), 18, mul(pow(xvar, rc), 184))"
rpart,168332,"make_tuple(mul(sub(if_gt(n, p, pow(mkd, mkd), m), mcp), 0.0007665153820933647), 21, add(m, add(23, sub(m, add(pow(rc, 0.21136062058005187), mcp)))), 52)"
rpart,9985,"make_tuple(if_gt(5, m, mul(0.000753757188706996, 0.21115678875310623), 0.0017098896561715028), 12, 18, if_gt(0.4551943170911203, mcp, 113, max(p, 41)))"
rpart,146824,"make_tuple(mul(sub(if_gt(823, n, 11, 0.9189092801364759), mcp), 0.0009123987157767998), add(truediv(if_gt(mcp, 0.17398201062512447, xvar, rc), 0.1250808605899939), 12), 18, mul(if_gt(0.23916831361396004, pow(0.23725702432584678, rc), xvar, 15), p))"
rpart,14969,"make_tuple(mul(sub(if_gt(222, mul(mcp, n), 33, xvar), mkd), 0.0005207853627179491), 21, add(sub(sub(23, mcp), truediv(rc, sub(mcp, 0.11662685023060751))), add(m, m)), 48)"
rpart,3561,"make_tuple(mul(sub(if_gt(823, n, 11, 0.9189092801364759), mcp), 0.0009123987157767998), add(truediv(if_gt(mcp, 0.17398201062512447, xvar, rc), 0.1250808605899939), 12), 18, mul(if_gt(0.23916831361396004, pow(0.23725702432584678, rc), xvar, 15), p))"
rpart,9971,"make_tuple(mul(sub(if_gt(823, n, 11, 0.9189092801364759), mcp), 0.0009123987157767998), add(truediv(if_gt(mcp, 0.17398201062512447, xvar, rc), 0.1250808605899939), 12), 18, mul(if_gt(0.23916831361396004, pow(0.23725702432584678, rc), xvar, 15), p))"
rpart,189928,"make_tuple(mul(sub(if_gt(230, mul(mcp, n), 33, xvar), mkd), 0.0005207853627179491), 21, add(sub(sub(23, mcp), truediv(rc, sub(mcp, 0.11662685023060751))), add(m, m)), mul(pow(xvar, xvar), 48))"
rpart,3,"make_tuple(sub(0.0010855609457555426, truediv(min(mkd, 0.0031496769843598177), m)), add(9, mcp), 18, mul(pow(xvar, rc), 184))"
rpart,168331,"make_tuple(mul(sub(if_gt(823, n, 11, 0.9189092801364759), mcp), 0.0009123987157767998), add(truediv(if_gt(mcp, 0.17398201062512447, xvar, rc), 0.1250808605899939), 12), 18, mul(if_gt(0.23916831361396004, pow(0.23725702432584678, rc), xvar, 15), p))"
rpart,9946,"make_tuple(mul(sub(if_gt(222, mul(mcp, n), 33, xvar), mkd), 0.0005207853627179491), 21, add(sub(sub(23, mcp), truediv(rc, sub(mcp, 0.11662685023060751))), add(m, m)), 48)"
rpart,167121,"make_tuple(if_gt(mcp, 0.015588579485986572, min(0.0004296368467014812, add(mkd, mkd)), 0.01028920593223295), 23, add(min(min(14, p), sub(add(0.11466841350294851, m), mcp)), add(add(m, min(po, mul(xvar, m))), max(m, 20))), 46)"
rpart,168339,"make_tuple(min(mul(mkd, 0.21102830670186415), 0.00042590906307253296), 24, max(8, mul(if_gt(rc, pow(mcp, 0.010638497694976275), mcp, min(po, 9)), add(m, add(add(rc, mcp), rc)))), 41)"
rpart,28,"make_tuple(min(0.00042602443975721854, truediv(mkd, 3)), 19, max(16, add(mul(truediv(xvar, mcp), 8), 12)), min(55, add(p, 7)))"
rpart,3512,"make_tuple(min(0.00042602443975721854, truediv(mkd, 3)), 19, max(16, add(mul(truediv(xvar, mcp), 8), 12)), min(55, add(p, 7)))"
rpart,219,"make_tuple(0.0004286314550875781, 21, min(add(12, mul(mul(add(m, rc), 7), xvar)), 94), sub(truediv(p, 0.7082834442480558), po))"
rpart,43,"make_tuple(0.00043023551996023633, 19, add(mul(m, 5), 7), p)"
rpart,10101,"make_tuple(if_gt(0.018674344165760626, mcp, 0.010171982590358127, 0.0004316057330737915), 18, add(17, mul(sub(m, 2), mul(8, xvar))), p)"
rpart,146606,"make_tuple(if_gt(39, m, 0, 0.010283873683816029), 14, sub(add(m, add(pow(if_gt(0.9992959583113494, rc, m, mkd), pow(0.5724074187304597, rc)), sub(37, rc))), mul(29, mcp)), max(min(82, add(15, p)), 43))"
rpart,168329,"make_tuple(if_gt(39, m, 0, 0.010283873683816029), 14, sub(add(m, add(pow(if_gt(0.9992959583113494, rc, m, mkd), pow(0.5724074187304597, rc)), sub(37, rc))), mul(29, mcp)), max(min(82, add(15, p)), 43))"
rpart,9970,"make_tuple(0.0004286314550875781, 21, min(add(12, mul(mul(add(m, rc), 7), xvar)), 94), sub(truediv(p, 0.7082834442480558), po))"
rpart,10090,"make_tuple(if_gt(0.018674344165760626, mcp, 0.010171982590358127, 0.0004260412379691658), 18, add(17, mul(sub(m, 2), mul(8, xvar))), truediv(p, 0.777016847329425))"
rpart,9952,"make_tuple(min(0.0004274532595334053, truediv(mkd, 3)), sub(20, mcp), max(8, mul(add(m, rc), if_gt(rc, 0.9968931765164768, 0.21870206526329328, sub(9, mcp)))), mul(mcp, truediv(p, 0.5153959593929063)))"
rpart,9986,"make_tuple(min(0.00042602443975721854, truediv(mkd, 3)), 19, max(16, add(mul(truediv(xvar, mcp), 8), 12)), min(55, add(p, 7)))"
rpart,10093,"make_tuple(if_gt(39, m, 0, 0.010283873683816029), 14, sub(add(m, add(pow(if_gt(0.9992959583113494, rc, m, mkd), pow(0.5724074187304597, rc)), sub(37, rc))), mul(29, mcp)), max(min(82, add(15, p)), 43))"
rpart,146817,"make_tuple(0.00042714263143265495, 20, max(8, mul(if_gt(rc, 0.9970366698158472, mkd, 9), m)), 41)"
rpart,167124,"make_tuple(min(truediv(xvar, max(107, po)), 0.00043196843576987523), 23, min(max(74, m), if_gt(rc, 0.9956806400805625, 8, mul(9, add(m, rc)))), 41)"
rpart,16,"make_tuple(0.00042590075969497587, 20, add(add(22, m), m), 48)"
rpart,146195,"make_tuple(0.00042590075969497587, 20, add(add(22, m), m), 48)"
rpart,3560,"make_tuple(0.00042590075969497587, 23, sub(add(add(35, m), m), truediv(add(mkd, pow(rc, 99)), mul(mcp, 0.06382221859559142))), 36)"
rpart,9981,"make_tuple(min(truediv(xvar, max(107, po)), 0.00043196843576987523), 23, min(max(74, m), if_gt(rc, 0.9956806400805625, 8, mul(9, add(m, rc)))), 41)"
