algorithm,task,expression
rf,168912,"make_tuple(mul(add(if_gt(po, 20, rc, mcp), 0.014575759991977048), sub(p, 3)), sub(if_gt(0.15952441928247452, xvar, 89, 9), if_gt(mcp, 0.5654120195327249, mul(9, rc), if_gt(mcp, mkd, m, 0.3512287284787793))), 249)"
rf,168908,"make_tuple(mul(xvar, po), min(if_gt(m, 2, truediv(3, xvar), 9), po), if_gt(0.04838162868074834, mkd, truediv(61, add(rc, 0.02931367807051943)), 3))"
rf,189928,"make_tuple(951, if_gt(0.15565721062929153, xvar, 84, 6), truediv(126, max(rc, mkd)))"
rf,12,"make_tuple(if_gt(min(12, m), po, 0.1389039631027193, expit(m)), add(sub(min(if_gt(mcp, 0.3414556527639317, po, mcp), mul(if_gt(50, po, po, rc), mcp)), rc), xvar), truediv(60, max(0.028811783257954082, rc)))"
rf,9957,"make_tuple(mul(p, 0.09249936928343981), if_gt(0.16494335583979636, xvar, 84, sub(11, if_gt(pow(rc, 135), 0.01723257375670419, p, m))), 249)"
rf,145681,"make_tuple(if_gt(rc, truediv(po, m), 0.09316430570353011, truediv(p, 11)), min(9, max(sub(po, mul(m, m)), m)), 162)"
rf,146800,"make_tuple(if_gt(rc, truediv(po, m), 0.09316430570353011, truediv(p, 11)), min(9, max(sub(po, mul(m, m)), m)), 162)"
rf,49,"make_tuple(mul(add(if_gt(po, 20, rc, mcp), 0.014575759991977048), sub(p, 3)), sub(if_gt(0.15952441928247452, xvar, 89, 9), if_gt(mcp, 0.5654120195327249, mul(9, rc), if_gt(mcp, mkd, m, 0.3512287284787793))), 249)"
rf,14971,"make_tuple(mul(if_gt(p, m, 41, m), 0.02161286414054846), if_gt(0.15875637042040888, xvar, 84, if_gt(mkd, if_gt(xvar, 1, n, 0.010991040173542754), sub(po, 4), xvar)), truediv(61, add(0.029114418363760036, rc)))"
rf,14952,"make_tuple(mul(p, 0.09155940358972808), truediv(p, add(rc, mul(sub(22, po), min(xvar, 0.2838426883572663)))), 249)"
rf,3573,"make_tuple(951, if_gt(0.15565721062929153, xvar, 84, 6), truediv(126, max(rc, mkd)))"
rf,3481,"make_tuple(mul(add(if_gt(po, 20, rc, mcp), 0.014575759991977048), sub(p, 3)), sub(if_gt(0.15952441928247452, xvar, 89, 9), if_gt(mcp, 0.5654120195327249, mul(9, rc), if_gt(mcp, mkd, m, 0.3512287284787793))), 249)"
rf,53,"make_tuple(mul(add(if_gt(po, 20, rc, mcp), 0.014575759991977048), sub(p, 3)), sub(if_gt(0.15952441928247452, xvar, 89, 9), if_gt(mcp, 0.5654120195327249, mul(9, rc), if_gt(mcp, mkd, m, 0.3512287284787793))), 249)"
rf,10101,"make_tuple(mul(p, 0.09249936928343981), if_gt(0.16494335583979636, xvar, 84, sub(11, if_gt(pow(rc, 135), 0.01723257375670419, p, m))), 249)"
rf,146212,"make_tuple(mul(xvar, po), min(if_gt(m, 2, truediv(3, xvar), 9), po), if_gt(0.04838162868074834, mkd, truediv(61, add(rc, 0.02931367807051943)), 3))"
rf,32,"make_tuple(mul(add(if_gt(po, 20, rc, mcp), 0.014575759991977048), sub(p, 3)), sub(if_gt(0.15952441928247452, xvar, 89, 9), if_gt(mcp, 0.5654120195327249, mul(9, rc), if_gt(mcp, mkd, m, 0.3512287284787793))), 249)"
rf,146195,"make_tuple(mul(add(if_gt(po, 20, rc, mcp), 0.014575759991977048), sub(p, 3)), sub(if_gt(0.15952441928247452, xvar, 89, 9), if_gt(mcp, 0.5654120195327249, mul(9, rc), if_gt(mcp, mkd, m, 0.3512287284787793))), 249)"
rf,14970,"make_tuple(mul(if_gt(p, m, 41, m), 0.02161286414054846), if_gt(0.15875637042040888, xvar, 84, if_gt(mkd, if_gt(xvar, 1, n, 0.010991040173542754), sub(po, 4), xvar)), truediv(61, add(0.029114418363760036, rc)))"
rf,11,"make_tuple(if_gt(rc, truediv(po, m), 0.09316430570353011, truediv(p, 11)), min(9, max(sub(po, mul(m, m)), m)), 162)"
rf,9981,"make_tuple(mul(add(if_gt(po, 20, rc, mcp), 0.014575759991977048), sub(p, 3)), sub(if_gt(0.15952441928247452, xvar, 89, 9), if_gt(mcp, 0.5654120195327249, mul(9, rc), if_gt(mcp, mkd, m, 0.3512287284787793))), 249)"
rf,22,"make_tuple(mul(p, 0.09249936928343981), if_gt(0.16494335583979636, xvar, 84, sub(11, if_gt(pow(rc, 135), 0.01723257375670419, p, m))), 249)"
rf,167124,"make_tuple(mul(p, 0.09155940358972808), truediv(p, add(add(rc, rc), mul(sub(22, add(rc, po)), min(xvar, 0.26966522922818814)))), 249)"
rf,168909,"make_tuple(mul(p, 0.09155940358972808), truediv(p, add(add(rc, rc), mul(sub(22, add(rc, po)), min(xvar, 0.26966522922818814)))), 249)"
rf,3945,"make_tuple(mul(p, 0.0909024090530387), if_gt(0.15591956480335467, xvar, 84, 5), 162)"
rf,146607,"make_tuple(mul(if_gt(20, po, min(mcp, xvar), 6), po), 9, add(truediv(12, pow(add(mcp, mkd), 16)), m))"
rf,146821,"make_tuple(121, if_gt(xvar, 0.1646189414212358, 6, 78), sub(if_gt(xvar, mcp, pow(sub(p, mcp), expit(if_gt(mkd, 0.007944681742224262, 0.7746527740603113, 109))), 29), mcp))"
rf,2074,"make_tuple(if_gt(5, po, mul(0.6228605873690496, xvar), expit(2)), 8, mul(12, max(mcp, mul(po, min(xvar, 0.04142092210496313)))))"
rf,7592,"make_tuple(if_gt(5, po, mul(0.6228605873690496, xvar), expit(2)), 8, mul(12, max(mcp, mul(po, min(xvar, 0.04142092210496313)))))"
rf,190411,"make_tuple(mul(163, xvar), if_gt(xvar, 0.16517178635950697, sub(if_gt(p, 58, xvar, 9), truediv(pow(rc, 103), 0.046040514164009345)), 71), add(mul(add(po, mkd), 0.5015776332485986), max(mcp, rc)))"
rf,167121,"make_tuple(mul(if_gt(21, po, min(mcp, xvar), po), po), 9, add(truediv(12, pow(add(mcp, mkd), mul(16, xvar))), 2))"
rf,31,"make_tuple(mul(163, xvar), if_gt(xvar, 0.16517178635950697, sub(if_gt(p, 58, xvar, 9), truediv(pow(rc, 103), 0.046040514164009345)), 71), add(mul(add(po, mkd), 0.5015776332485986), max(mcp, rc)))"
rf,3904,"make_tuple(20, 8, mul(12, max(mcp, mul(po, 0.025783406345154802))))"
rf,14965,"make_tuple(mul(163, xvar), if_gt(xvar, 0.16517178635950697, sub(if_gt(p, 58, xvar, 9), truediv(pow(rc, 103), 0.046040514164009345)), 71), add(mul(add(po, mkd), 0.5015776332485986), max(mcp, rc)))"
rf,10106,"make_tuple(mul(163, xvar), if_gt(xvar, 0.16517178635950697, sub(if_gt(p, 58, xvar, 9), truediv(pow(rc, 103), 0.046040514164009345)), 71), add(mul(add(po, mkd), 0.5015776332485986), max(mcp, rc)))"
rf,167140,"make_tuple(mul(if_gt(21, po, min(mcp, xvar), po), po), 9, add(truediv(12, pow(add(mcp, mkd), mul(16, xvar))), 2))"
rf,3893,"make_tuple(121, if_gt(xvar, 0.1646189414212358, 6, 78), sub(if_gt(xvar, mcp, pow(sub(p, mcp), expit(if_gt(mkd, 0.007944681742224262, 0.7746527740603113, 109))), 29), mcp))"
rf,167125,"make_tuple(121, if_gt(xvar, 0.1646189414212358, 6, 78), sub(if_gt(xvar, mcp, pow(sub(p, mcp), expit(if_gt(mkd, 0.007944681742224262, 0.7746527740603113, 109))), 29), mcp))"
rf,190412,"make_tuple(mul(if_gt(21, po, min(mcp, xvar), po), po), 9, add(truediv(12, pow(add(mcp, mkd), mul(16, xvar))), 2))"
rf,9976,"make_tuple(mul(xvar, po), 6, truediv(min(n, p), if_gt(mkd, 0.012317404114492628, 2, if_gt(0.016218832811802402, xvar, 408, 0.49716575524668916))))"
rf,3902,"make_tuple(mul(if_gt(21, po, min(mcp, xvar), po), po), 9, add(truediv(12, pow(add(mcp, mkd), mul(16, xvar))), 2))"
rf,3907,"make_tuple(sub(po, if_gt(0.40331575190786473, rc, rc, m)), 9, truediv(sub(add(add(min(13, p), mkd), rc), xvar), add(mkd, if_gt(0.0024115186548387744, mkd, if_gt(rc, mcp, mcp, 0.00568049407203479), mcp))))"
rf,9910,"make_tuple(mul(po, xvar), if_gt(619, n, 2, add(0.10251856703074025, if_gt(po, mul(truediv(646, 7), mcp), add(mul(0.0010991483928347214, p), xvar), 10))), add(add(if_gt(mul(rc, po), 25, 26, truediv(p, 3)), mcp), xvar))"
rf,15,"make_tuple(121, if_gt(xvar, 0.1646189414212358, 6, 78), sub(if_gt(xvar, mcp, pow(sub(p, mcp), expit(if_gt(mkd, 0.007944681742224262, 0.7746527740603113, 109))), 29), mcp))"
rf,9978,"make_tuple(sub(po, if_gt(0.40331575190786473, rc, rc, m)), 9, truediv(sub(add(add(min(13, p), mkd), rc), xvar), add(mkd, if_gt(0.0024115186548387744, mkd, if_gt(rc, mcp, mcp, 0.00568049407203479), mcp))))"
rf,3510,"make_tuple(mul(po, xvar), if_gt(619, n, 2, add(mul(0.10251856703074025, m), if_gt(po, mul(truediv(646, 7), mcp), add(mul(0.0010991483928347214, p), xvar), 10))), add(add(if_gt(mul(rc, po), 25, 26, truediv(p, 3)), mcp), xvar))"
rf,9970,"make_tuple(mul(if_gt(21, po, min(mcp, xvar), po), po), 9, add(truediv(12, pow(add(mcp, mkd), mul(16, xvar))), 2))"
rf,3549,"make_tuple(mul(po, xvar), if_gt(625, n, 2, if_gt(po, mul(truediv(646, 7), mcp), mul(0.0011201325452335426, p), 10)), add(if_gt(mul(rc, po), 30, 28, truediv(p, 3)), xvar))"
