algorithm,task,expression
glmnet,168908,"make_tuple(if_gt(if_gt(mkd, 0.11676145399674297, rc, truediv(0.01945047288335519, xvar)), rc, if_gt(mul(m, max(xvar, rc)), 2, add(0.0104709114661987, mcp), if_gt(0.5191002908047214, mcp, m, truediv(mkd, expit(mcp)))), n), 0.002509495558272985)"
glmnet,167125,"make_tuple(if_gt(8, min(m, p), sub(993, po), 0.11986008924894949), truediv(sub(add(sub(mul(2, rc), xvar), 4), 0.1597096490457016), sub(n, p)))"
glmnet,31,"make_tuple(min(sub(truediv(n, if_gt(m, 32, rc, po)), 0.29809492101861707), 0.5472619130722048), if_gt(add(mkd, 0.20401748105302225), xvar, mkd, 0.001170429441785843))"
glmnet,3913,"make_tuple(add(max(sub(min(0.20835767166299993, mcp), truediv(truediv(mkd, m), sub(0.10395205385889023, mkd))), 0.08068145723828865), mul(min(mul(if_gt(0.06076352448633571, mkd, p, 0.10269422742472381), rc), xvar), 11)), 0.0025081662381114663)"
glmnet,14965,"make_tuple(add(max(sub(min(0.20835767166299993, mcp), truediv(truediv(mkd, m), sub(0.10395205385889023, mkd))), 0.08068145723828865), mul(min(mul(if_gt(0.06076352448633571, mkd, p, 0.10269422742472381), rc), xvar), 11)), 0.0025081662381114663)"
glmnet,146820,"make_tuple(max(if_gt(mul(m, xvar), m, mcp, mul(mkd, 7)), mul(rc, 219)), if_gt(mul(859, rc), n, 0.008357943609570054, 0.001193374643352516))"
glmnet,9960,"make_tuple(if_gt(if_gt(mkd, 0.11676145399674297, rc, truediv(0.01945047288335519, xvar)), rc, if_gt(mul(m, max(xvar, rc)), 2, add(0.0104709114661987, mcp), if_gt(0.5191002908047214, mcp, m, truediv(mkd, expit(mcp)))), n), 0.002509495558272985)"
glmnet,3903,"make_tuple(truediv(add(add(mkd, max(mkd, 0.06031102867587431)), add(rc, mkd)), sub(pow(mul(xvar, mkd), mcp), 0.004613542182749952)), if_gt(mcp, rc, 0.0011359809236663478, 0.005516709155950453))"
glmnet,219,"make_tuple(if_gt(8, min(m, p), sub(993, po), 0.11986008924894949), truediv(sub(add(sub(mul(2, rc), xvar), 4), 0.1597096490457016), sub(n, p)))"
glmnet,168909,"make_tuple(truediv(if_gt(0.0696852562751094, xvar, 0.17156679709967504, sub(if_gt(po, 7, sub(2, 0.18714748248213814), 946), mcp)), min(if_gt(1, xvar, rc, m), 17)), 0.003195832477203504)"
glmnet,9978,"make_tuple(max(if_gt(mul(m, xvar), m, mcp, mul(mkd, 7)), mul(rc, 219)), if_gt(mul(859, rc), n, 0.008357943609570054, 0.001193374643352516))"
glmnet,3904,"make_tuple(add(max(sub(min(0.20835767166299993, mcp), truediv(truediv(mkd, m), sub(0.10395205385889023, mkd))), 0.08068145723828865), mul(min(mul(if_gt(0.06076352448633571, mkd, p, 0.10269422742472381), rc), xvar), 11)), 0.0025081662381114663)"
glmnet,3917,"make_tuple(truediv(if_gt(0.0696852562751094, xvar, 0.17156679709967504, sub(if_gt(po, 7, sub(2, 0.18714748248213814), 946), mcp)), min(if_gt(1, xvar, rc, m), 17)), 0.003195832477203504)"
glmnet,9910,"make_tuple(if_gt(if_gt(mkd, 0.11676145399674297, rc, truediv(0.01945047288335519, xvar)), rc, if_gt(mul(m, max(xvar, rc)), 2, add(0.0104709114661987, mcp), if_gt(0.5191002908047214, mcp, m, truediv(mkd, expit(mcp)))), n), 0.002509495558272985)"
glmnet,15,"make_tuple(add(max(sub(min(0.20835767166299993, mcp), truediv(truediv(mkd, m), sub(0.10395205385889023, mkd))), 0.08068145723828865), mul(min(mul(if_gt(0.06076352448633571, mkd, p, 0.10269422742472381), rc), xvar), 11)), 0.0025081662381114663)"
glmnet,9985,"make_tuple(max(if_gt(mul(m, xvar), m, mcp, mul(mkd, 7)), mul(rc, 219)), if_gt(mul(859, rc), n, 0.008357943609570054, 0.001193374643352516))"
glmnet,3022,"make_tuple(truediv(sub(n, 162), pow(mcp, 26)), 0.0018346246924196715)"
glmnet,9976,"make_tuple(truediv(add(add(mkd, max(mkd, 0.06031102867587431)), add(rc, mkd)), sub(pow(mul(xvar, mkd), mcp), 0.004613542182749952)), if_gt(mcp, rc, 0.0011359809236663478, 0.005516709155950453))"
glmnet,189928,"make_tuple(truediv(add(add(mkd, max(mkd, 0.06031102867587431)), add(rc, mkd)), sub(pow(mul(xvar, mkd), mcp), 0.004613542182749952)), if_gt(mcp, rc, 0.0011359809236663478, 0.005516709155950453))"
glmnet,168911,"make_tuple(pow(mul(n, if_gt(m, 10, m, 2)), mul(xvar, 7)), 0.002007285062102096)"
glmnet,9971,"make_tuple(truediv(2, add(mcp, if_gt(32, p, 0.7887798663909377, m))), min(add(if_gt(max(474, p), po, 0.0008174255394973918, 159), min(0.005441849119999066, truediv(mul(mkd, rc), mcp))), 0.007955180508085774))"
glmnet,189927,"make_tuple(truediv(if_gt(36, po, 5, 2), m), truediv(0.001417097889619032, max(if_gt(8, m, sub(mcp, truediv(xvar, mcp)), 4), xvar)))"
glmnet,14969,"make_tuple(truediv(415, p), min(truediv(mul(mcp, p), if_gt(po, 6, truediv(n, 0.08309300766161339), n)), 0.01188445074492534))"
glmnet,167119,"make_tuple(truediv(415, p), min(truediv(mul(mcp, p), if_gt(po, 6, truediv(n, 0.08309300766161339), n)), 0.01188445074492534))"
glmnet,3573,"make_tuple(mul(xvar, pow(818, truediv(1.0097137650975148, mcp))), 0.001931758733493653)"
glmnet,168338,"make_tuple(add(pow(mul(23, xvar), m), 0.24196509276992306), 0.0019323372221173225)"
glmnet,10090,"make_tuple(pow(mul(n, if_gt(m, 10, m, 2)), mul(xvar, 7)), 0.002007285062102096)"
glmnet,2079,"make_tuple(pow(mul(n, if_gt(m, 10, m, 2)), mul(xvar, 7)), 0.002007285062102096)"
glmnet,29,"make_tuple(truediv(2, add(mcp, if_gt(32, p, 0.7887798663909377, m))), min(add(if_gt(max(474, p), po, 0.0008174255394973918, 159), min(0.005441849119999066, truediv(mul(mkd, rc), mcp))), 0.007955180508085774))"
glmnet,190412,"make_tuple(truediv(401, p), truediv(mul(mcp, p), if_gt(po, 6, truediv(n, 0.0874298236850079), n)))"
glmnet,168329,"make_tuple(truediv(if_gt(36, po, 5, 2), m), truediv(0.001417097889619032, max(if_gt(8, m, sub(mcp, truediv(xvar, mcp)), 4), xvar)))"
glmnet,14,"make_tuple(pow(mul(n, if_gt(m, 10, m, 2)), mul(xvar, 7)), 0.002007285062102096)"
glmnet,168330,"make_tuple(mul(mul(mcp, pow(28, m)), pow(mkd, mcp)), 0.0019312113766359088)"
glmnet,3510,"make_tuple(mul(xvar, pow(818, truediv(1.0097137650975148, mcp))), 0.001931758733493653)"
glmnet,43,"make_tuple(truediv(if_gt(36, po, 5, 2), m), truediv(0.001417097889619032, max(if_gt(8, m, sub(mcp, truediv(xvar, mcp)), 4), xvar)))"
glmnet,9964,"make_tuple(mul(mul(mcp, pow(28, m)), pow(mkd, mcp)), 0.0019312113766359088)"
glmnet,146606,"make_tuple(max(mul(1355, truediv(pow(m, m), n)), 0.11145765084468967), 0.0020059881922624367)"
glmnet,168337,"make_tuple(390, truediv(add(4, rc), n))"
glmnet,3907,"make_tuple(if_gt(5, mul(m, xvar), max(0.2434880509785139, mul(20, xvar)), 0.14185959498903944), 0.002006070106890207)"
glmnet,3,"make_tuple(if_gt(5, mul(m, xvar), max(0.2434880509785139, mul(20, xvar)), 0.14185959498903944), 0.002006070106890207)"
glmnet,125920,"make_tuple(mul(mul(mcp, pow(28, m)), pow(mkd, mcp)), 0.0019312113766359088)"
